,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0109818765828481,0,0,0,0,0.0767226570006452,0,0,0.349639842719492,0,0,0,0,0,0.110467782287706,0.120821700221341,0,0,0,0,0,0,0,0,0,0,0,0.119380014182296,0,0,0,0,0,0,0,0,0,0,0,0,0.126773209066077,0,0,0.101696031389177,0,0,0,0,0.0399080206035858,0,0.0158602534579131,0
X002142.CH.EQUITY,0,0,0,0,0,0.120840988615157,0.128973259483031,0,0.0897219475054186,0,0,0,0,0,0.306654971311047,0,0,0,0,0,0,0,0.228924469079443,0,0,0,0,0,0,0.123418165804174,0,0,0,0,-0.109117305365176,0,0,0,0,0,0,0,0,0,0,0,-0.0606979555067037,0,0,0,0.388963854040809,-0.00816130290522112,0.00659667426659378
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223750076400839,0,0,-1.73472347597681e-18,0.117949864366637,0,0,0.104152611631189,0,0,0,0,0.118350095378192,0,0,0,0,0.0580015736686408,0,0,0,0,-0.0998317798296553,0,0,0,0,0.274884464907213,0.0514237716741361,0,0,0,0,0,0,0.0559015546513204,0,0.111511276380718,0,0,0,0,0.0490378167581465,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0658084155076928,0,0,0,0,0,0.132823385734371,0.118107224979983,0,0.0325757916758282,0,0,0.480929773471024,0,0,0,0,0.0359519811688811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144184832320655,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131963204703886,0,0,0,0,0.262775796660998,0,0,0,0.125820154699387,0.464450449781792,0,0,-0.123639530000792,0,-0.0694266557774625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180302106410982,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573616142171015,0.394955483793596,0,0,1.38777878078145e-17,0,0,0,0.0300625811684393,0,0,0,0,0.0680212620652958,0,0,0,0,0,0.413520957379297,0,0,0,0,0,0,0,0.0738216040619304,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.184041296107224,0,0,0,0.0112345956293354,0,0.0609569011738423,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.177762159085427,0,0,0,0.0476539035202173,0,0,0,0,0.125588601385897,0,0,0,0,0.339625457463572,0,0,0,-0.0390060439255776,0,0,0,0,0,0,0,0.222808012402837,0,0,0,0.11389289854765,0,0,0,0.0961229452048619,0,0,0,0,0,0,0,-0.0264541880193181,0,0.00957037926979207
X601009.CH.EQUITY,0,0,0,0,-0.111036176664868,0,0.459694239667167,0.28201414421698,0,0.152271812341024,0,0,0,0,0.0816697528654033,0,0,0.0296818491551867,0,0,0,0,0,0,0.0330921761394451,0.0705537437341357,0.034727457875909,0.0222167364398793,0,0,0,0,-0.0562232958689132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187401785709928,0,4.33680868994202e-19,0,-0.240092006973977,0,0
X601166.CH.EQUITY,0.325970515063405,0,0.0117820427780655,0,0,0,0,0,0.101741661877578,0,0,0,0,0,0,0,0,0.239390179416657,0,0.0975414795361909,0,0,8.67361737988404e-19,0,0,-0.0574205522912131,0,-0.0826345796750813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980733847416048,0.27840698344685,0,0,-0.0466437528063215
X601169.CH.EQUITY,0,0,0,0.166549032171631,0,0,0,0,0,0,0,0.0665709414648722,0,0,0,0.0481865264122319,0,0,0.13160263841633,0,0.237347765649894,0.102936864759748,0,0,0.00375093241664938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144845752427443,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.203536997026245,-0.023064253612272,2.77555756156289e-17,0,0,0,0,0,0,0,0.301319785978911,0,0,0,0,0,0,-0.148929966573895,0,0,0.354112473836713,-0.00895317159367952,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496010441451351,0,0,0,-0.0613056381468325,0,0,0,0.289808430729908,0,0,0,0,0,0,0.10802000024406,0,-0.0351664657187908,-8.67361737988404e-19
X601288.CH.EQUITY,0,-0.0246782797886266,0,0,0,0,0,0.0807673193387657,0,0,0,0,0,0,0.351213678693262,0,0,0.0235980700021405,0.246944943079395,0,0.0263229940940323,0,0,0,0,0,0,0.0848024828235064,0,0,0,0,0,0,0,0.0520239709945254,0,0,0,0,0,0,0,0,0.0447370135101064,0,0.166117420294077,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0743868621312892,0,0,0,0,0,0,0.302800123500276,0,0,0,0,0,0.284521578941052,0,0,0,0,0.0484562371200774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957976173283196,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300270080363737,0,-0.0411489240504389,0,0
X601398.CH.EQUITY,0,0.242517212143078,0,0,0,0,-0.0578038077774268,0,0,0,0,0,0.417042636410241,0,0,0,0,0,0.105134405159393,0.234909991359579,0,0.0802289577776311,0,0,0,0,-0.050677354273399,0,0,0,0,0,0,0,-0.168629049837818,0,0,0,0,0,0,0,0,0,0,0,0.0700940854712449,0,0,0,0,-8.67361737988404e-19,-0.0365345081656003
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.737021931842548,0,0,0.110762058155977,0.0294470531739365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521582842741596,0,0,0,0,0,0,0.0980378119203015,0,0,0,0,0
X601818.CH.EQUITY,0.175073609450983,0,0,0.0600324126973846,0.19467836107243,0,0,0,0,0,0,0,0,0,0,0,0,-0.221517020017406,0,0.405663000202528,0,0.00224002503910996,0,0.198286515052134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184617509275606,0,0,0,0.0991573967911883,0,0,-0.0266477488758494,0,0,0,0,0,0
X601838.CH.EQUITY,0,0,0,0,0.0646847618376356,0,0.338295265806848,0.356186073361017,0,0,0,0,0.0251139761292024,0,0,0,0,0,0,0,0.0181749693393913,0,3.46944695195361e-18,0,0,0,-0.186098098783391,0,-0.0278351898714244,-0.0911183397125106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238643060886934,0,0,0,0.131860708174856,-0.142907029327694,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.305690426762918,0.00806950393979138,0.198588551806479,0,0,0,0.129259719895868,0,0,0.121689597008923,0.0825035256957814,0.004676543402068,0,0,0,0.12033611309788,0,0,0,0,0,0,0,0,0.0292922252750257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
