,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.106381337225311,0,0.37395651723388,0,0,0.0148034040075156,0,0.154616759882704,0,0,0,0,0,0,0,0,0.152399787721315,0,0,-0.0572125059341948,0,0,0,0,0,0.00490458924908947,0,0,0,0,0,0,0,0,0,0,0.100715681985901,0,0,0,0,0,0,0,0,0,0,0.107287623816958,0,0,0
X601939.CH.EQUITY,0.362409296757772,0,0,0,0,0,0,0,0,0,0,0.0383645561386269,0,0.496977506052048,0,0,0,0,0,0,0,-0.0338509310686395,0,0,0,0,-0.0344255315372389,0,0,0,0,-1.73472347597681e-18,0,0,0.0631600450190416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235029020265187,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.395480976423525,0.0370137892833552,0,0,0.37250949467853,0,0,0,0,-0.0141267391535199,0.102735543520581,0,0,0,-0.0034739195573497,0,0.0630529034651949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316327069427805
X601988.CH.EQUITY,0,0.0373174348732216,0,0.27029374260757,0,0,0,0,0,0,0,0,0,0.0214618750114457,0,0,0,0.109969269622156,0,0.273474551150597,0,0,0,0,0,0,0,0,0,0,0.05399336516209,0,0,0.0960022456894284,0,0,0,0,0,0,0,0,0,0.00883488993111155,0,0.0853980370281522,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0882348063189594,0,0,0,0.0649652971548764,0,0,0,0,0,0,0,0,0.106306271101334,0,0,0,0,0,0,0,0.431454524577297,0,0.150666452345174,-0.0172867389709323,0,0,0,0,0,0,0.132899958090872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466166314846885,0.056281711137819,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.000995819510635799,0.168167165580939,0,0,0,0,0,0,0,0,0,0.212004174371623,0,0,0,0.271425360839235,0.0761353139754033,0,0,0,0,0,0.0802815024775752,0,0,0,0,0.297514407551495,0,0,0,0,0,0,0,0.0201460851250334,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176178137097191,-0.0110594351461019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476155808487965,0,0,0.313400217262848,0,0,-0.10152532363004,1.26560662725081,0,0,0,0,0,0,0,-0.0460975495880794
