,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0342609355601332,0,0,0.126112147816264,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268861455277094,0,0.675168709201032,-0.0937210343997561,0,0.142690047184187,0,0,0,0,0,0,0.0691532322368852,0,-0.226579657117208,0,0,0,0,0,0,0,0,0,0,-0.368677049433106,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.866224466082679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460087582662617,0,0,0,0,0,0.0116523094656814,0,0,0,0,0,0.118924275836877,-0.0418969791884386,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511130322751602,0,0,0,0,0,0,0,-0.0403291425109882
X601288.CH.EQUITY,0,0,0.845974765606174,0,0.0952534744104169,-0.0738677519805911,0,0,0,0,0,0,0,0.0134608418199273,0,0,0.0575119144048146,0.11506707822417,0,0,-0.00568419314315098,0,0,0,0,0,-0.0903713267121522,0.00968789021424127,0,0,0,0,0,0,0,-0.0210102599593411,0,0,-0.11662664975686,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.00481643794471497,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.681093874652831,0,0,0.256057145252248,0,0.0888616386109066,0,0,0,0.0290109038645657,0,0,0,0,0.0392569187876488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156755561550747,0,0,0,0,0,0.0519288634259223,0,0,0,0,0,0,-0.00576257825034905
X601628.CH.EQUITY,0,0,0.0116479235232356,0,0,0,0.276976172384757,0,0,0,-0.0225213656053167,0,0,0,0,0,0,0,0,0,0,0,0.0360542464361271,0,0,0,0,0.0284229524684698,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.18522276504864,0.164859887562699,0.016948251265295,0,0,0,0.0880727507789371,0.120749533211531,0.0727945657087081,0,0.043599890404736,0
X600036.CH.EQUITY,0,0,0,0.382796373888118,0,0,0,0.0360450889564299,0.0211775143243252,0,0,0,0,0,0,0.0863239391581202,0,0,0,0.0280049655280583,0,0,0,0,0,0,0,0.166852322121332,0,0,0,0,0,0.243140180546621,0,0,0,0,0,0,0,-0.0203094705123934,0,0,0,0,0,0.046880623123201,0,0,0.0861731660346387,0.0297648121310105
X1299.HK.EQUITY,0,0,0,0,0,0.107723198116831,0,0,0,0,0,0,0,0,0,0,0.0515834685117656,0,0,0,0.195132849900638,0.0272908768253959,0,-0.0710370362030122,0,0.0381343072591807,0,0,0,0,0.159739704769109,0,0,0,0,0,0.00894938986113399,0,0,0,0,0.186460406115267,0.0285708104807516,0,0,0,0,0.488194308511014,0,0,0.0875758230934351,0
X5.HK.EQUITY,0,0,0,0,0,-0.11529314585166,0,0,0,0,0.0999099717657921,0,0,0,0,0,0.366199517688019,0,0,0,0,0.193897823960671,0,0,0,0.318326169147981,0,0,0.0379810146491027,0.0817787205089702,0,0.0279682663542449,0,0,0,0,-0.114882136069568,0,0,0,0,0,0,0.184781486649671,0.135234027706371,0,0,0,0,0,0.0516373818707838,0.0749640823048969
X601658.CH.Equity,0,0,0,0.225238009001954,0,0,0,0,0,0,0,0,0.0345298342605441,0,0,0,0,0.168041419088485,0.138376062889553,0,-0.222775571766564,0,0,0,0,0,-0.141709648998632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467204394171113,0,0,0,0.0491345516790373,-4.33680868994202e-19,0,0,0,0
