,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.359202673669692,0.0702662308334647,0.0695953486613964,0.0556874686438498,0,0,0,0,0,0.247684966932684,0,0,0,0,0,0,0,0,0,0,0.00435125886836811,2.16840434497101e-19,-0.0306125317282919,0.034435390375343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768356393265592,0,0,0,0,0.0408134902421723,0,6.93889390390723e-18,0,0.185033471420889,0
X601939.CH.EQUITY,0.177596037287353,0,0,0.20637107517166,0,0,0,0,-0.0956223065551746,0,0.131154038069853,0,0,0.217636589672273,-0.0714570366744671,0,0,0,0,0,0,0,0,0,0.196820656657784,0,0,0,-0.0257493827735594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270898730790393,0,0,0.161394895321412,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0
X601288.CH.EQUITY,0.376185177782111,0,0,0,0.214657476407263,0,0,0,0,0,0,0,0,0.146436580343033,0,0,0,0.0916177238279605,0,0,0.0341569464371693,0,0,0,0,0,0,0,0,0,0,0,0.0842773603656148,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545470740590388,0,0,0,0,0,0.269334206484815,0,0,0,0,0,0.0901706740830869,0.0815800516212776,0,0,0,0.0496047905673159,0,0,0,0,0,0.0687242326123022,0,0,0,0,0,0,0,0,-0.547260784676532,0,0,0,0,0,0,0,0.157229099607484,-0.0586569730649927,6.93889390390723e-18,-0.0767281549577189,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.276092281287893,0,0,0,0,0.0557609200926608,0,0,0,0,0.101888572828036,0,0.00337952125396463,0,0,0,0,0,0.125877267654862,0.0363987755595102,0.123884891849738,0,0,0,0,0,0,0.0294031810557587,0,0,0,0.144970283109657,0,0,0,0.0824248233135732,0.0394585454053478,0,0,-0.0137775751423361,0
X1299.HK.EQUITY,0,0,0,0,0.0326543802987966,0,0,0,0,0,0,0,0,0.203593366063412,0,0,0.0437068595707109,0,0.479684708813168,0,0,0,0,0.135672522066184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864802934671482,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142487346915014,0,-0.149768932175313,0,0,0,0,0,-0.148709657832228,0.394184600992112,0,0,0,0.713381052338992,0,0,0,0,0,0,0,0,0,0.34500806512987,0,0,0,0,0,0,0,-0.233046107426213,0,0,0,0,0,0
X601628.CH.EQUITY,0.0414272263790982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12535187963242,0,0,0,0,0.280414474489852,0,0,0,0,0,0,0.131743496821698,0,0,0,0,0,0,0,0,0,0,0,0,0.0600947258268587,0,0,0.0341784056707068,0,0,0.037275282320532,0.0240466959860267,-6.93889390390723e-18,0.0650094078640361,0
X601658.CH.Equity,0,0,0,0.058110647017578,0.154815483808002,0,0,0,0,0,0,0,0,0.152609277745138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223123067780423,0,0,0,0,0,0,0,0,0.146499869264533,0,0,0,0,0,0,0,0,0,0,0.3120455126706,0,0,0
X601328.CH.EQUITY,0.0518782631773809,0,0,0.599284863114777,0,0,0,0,0,-0.0367425921798194,0,0,0.0266740637932145,0,0.0361281001938505,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127861711807696,0.0235035878889559,0,0,0.00485926959018425,0.0903901976149618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112867383572246,0,0
X601166.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0.435539374015877,0,0,0,0,0,0,0,0.0326516822187123,0,0,0.0246361754313659,0,0,0,0,0,0,0,0,0,0,0,0,0.232681944836134,0.0266145995962471,0,0,0,0,0,0,0,0,0,0,0.00552069878856162,0,0,0,0,0.0313371142639634,0.0521495632651142,0.109308977658703,0,0,0
X388.HK.EQUITY,0,0,0.368361877107068,0,0,0,0,0,0,0,0,0.0280705072619163,0,0.0303722412211836,0,0,0,0,0.0906925098586391,0,0,0,0.0326765726208768,0,0,0,0,0,0,0,0,0,0,0.07588687380554,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0447948691709698,0,0,0,0,0,0
X600000.CH.EQUITY,0.303074225868687,0.0386923976772066,0,0,0.144575423120198,0,0.019489922667673,0,0.0663601051754045,0,0,0.0108768532164635,0,0,0,0,0.0476408866864469,0.00133676917027662,0,0,0.102112810045461,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0367966105123509,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933423152826984,-3.46944695195361e-18,0,0,0.407457102456331,0.0670251752621791,0,0.0661561490555583,0,0,0.256251418574561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.236501406536251,0,0,0,0,0,0,0.238417110138458,0,0.121853821222571,0,0,0,0.058980988431301,0.0756182857732951,0,0,0,0.17124764551338,0,0.0622331562469323,0,0,0,0,0,0.000584078057002322
X000001.CH.EQUITY,0,0,0,0,0.000996427182788898,0,0,0,0,0.0538972101506924,0,0.481969043416929,0,0,0.131557146076241,0,0,0,0,0,0,0,0,0,0,0.110110953057832,0,0,3.46944695195361e-18,0,0,0.0369355084839953,0,0.0118130850296957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0218498028413864,0,0.0933925041276913,0.148742315954476,0,0,0,0,0.0648944045207495,0.103848689511975,0.257121678451256,0,0.142662060235853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702628293773263,0,0,0,0.0194317850296166,0,0,0
X16.HK.EQUITY,0,0,-0.0631706356348923,0,0,0,0.164942573391553,0,0,0,0,0,0.128781947988437,0,0,0,0,0.150715829497296,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192171534451874,0,0,0.142009984506715,0,0,0.141662381854705,0,0.32667625792169,0,0.0240815383904261,0.0898482032520079,-0.132054404956429,0,0,0.0313361955163193,0,0,0,0,0,0
X688.HK.EQUITY,0,0.243275387181527,0,0,0,0,0,0,0,0,0,0,0,0.05967760841579,0.033286198797268,0,0,0,0,0,0,0,0,0,0,-0.0470610396229132,0,0.142848287283886,0,0,0.170396125944209,0,0,0,0,0,0.50535849535578,0,0,0,0,0,-0.121529261779805,0,-1.73472347597681e-18,0,0,0,0,0,0.0204669345459069,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.13459721962725,0,0,0,0,0,0,0,0,0,0,0.173313168133715,0,0,0,0,0,0.06899894212702,0.0116239547131855,0,0,0,0,0,0.280109055546761,0,0,0.0645592385829801,0,0,0,0.130386019487122,0,0,0,0,0,0,0,0,0,0.0272844809648042
X601601.CH.EQUITY,0.0388629191190205,0,0.677697899351605,0,0,0,0,0,0,-0.0985639555815509,0,0,0,0,0,0,0,0,0.0785646330974703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392923309140761,0,0,0,0,0,0,0.203295888312704,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.174704512374998,0,0,0,0,0,0.184337419402644,0,0,0,0,0,0,0,0,0,0,0.411497670893524,0,0,0,0,0,0,0,0,0,0,0,0,0.183756347798595,0,0.0358140810480434,0,0,0,0,0.067567391483686,0,0,0,0,0,0,0.0352131810831949,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.321866177743672,0,0.0778671952082208,0,0,0,0,0,0,0.0140349504470588,0,0,0,0,0.180442047033908,0.523604886131185,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885931149365673,0,0,-0.0732060477775055,0,0,0,0,0,0,0,0,0,0,0,0,0.119433698576145
X601998.CH.EQUITY,0,0.0830311240029762,0,0,0.107804055193036,0,0,0,0.0211928015443419,0,0.125791337707996,0,0,0.122474303948328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182529411631292,0,0.0591223951728066,0,0,0,0,0,0,-0.0291827533348861,-0.0452703118434644,0,0.0392685552313519,0,0,0.411991384586322,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,-0.0385238785194101,0,0,0,0,-0.0684880047656742,0,0,0,0,0,0,0.683609533023258,0,0,0,0,3.46944695195361e-18,0,0,0,0.0981179990848421,0,0,0,0,0,0,0,0,0,0,-0.0921425147164394,0,0.280334200693785,0,0.0878303192809003,0,0,0,0,0,0,0,0,0,0,-0.0204325066444585,0.0232376419049455
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717121916553958,0,0,0,0,0.141686492265015,0.12041987742326,0,0,0,0,0,0,0.193142476560995,0,0,0,0,0,0,0,0.233454106567582,0.264830432286891,0,0,0,0,0,0,0,0,0,0,0,0.00245906205091752,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.237221183837902,0,-0.0981811187468697,0,0,0,0,0,0,0,0,0,0.00745976693027779,0,0,0,0,0,0,0.435194729556769,0,0,0,0,0,0,0,0,0.210885112118984,0,0,0,0,0,0,0,0.0236570556346843,0,0,0,0,0,-0.017684485682803,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0.101526482254618,0.0498893583187747,0,0,0,0,0,0,0,0,0.0671297891130929,0,0,0,0,0.0834116060199929,0,0,0.370279482075549,0,0,0,0,0,0,0.0803410173073372,0,0,0,0,0,0.0252915289431958,0,0,0,0,0,0,0,0.115557881839347,0,0,0,0
X601818.CH.EQUITY,0.23758486248954,0,0,0.139659765909196,0.0370271807294959,0,0,0,0,0,0.115948886450913,0.270512395817072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125274017718272,0,0.129686820241527,0.0241900513966653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977576737260139,0
X600048.CH.EQUITY,0,0,0,0,0,0.0849092363947734,0,0,0,0,0,0,0,0,0.474229164758647,0,0.158077899971582,0,0,0,0,0,0,0.0104390359768817,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.121367342087258,0,8.67361737988404e-19,0,0,0,0,0.0469827352659823,0,0,0,0,0,0,0,-0.158870595343235,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0344127061619358,-0.0664764289193605,0,0.15060868542702,0,0.0687730106480668,0,0.324532613646886,0,0,0,0,0,0.0323515408187828,0,0,0,0,0,0,0,0,0,0,0,0,0.0671878115822085,0,0,0,0,0,0.322112000073013,0,0,0,0,0,0,0,0,0,-0.060761081796693
X601688.CH.EQUITY,0,0.023413544309649,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.205222081606012,0,0.0324844998459445,0,0,0,0.147879926233354,0,0,0,0,0,0,0,0,0,0,0,0,0.0182449674659931,0,0,0,0,0.0276428301054564,0.397562673980961,0.0911695627377882,0,0.0300254944321122,0,0,0,0,0,0,0.0271327757452701,0
X1113.HK.EQUITY,0,0,0,0,0,0,0.100612049606432,0,0,0,0.110737042377044,0,0,0.0298283233507715,-3.46944695195361e-18,0,0,0,0.0355364729262468,0,0,0,0.044989509044269,0,0,0.0430953133314973,8.67361737988404e-19,-0.0001210037203176,0.347261315181373,0,0,0,0,0,0,0,0.117025821332557,0,0,0,0,0,0,0,0,0,0,0,0.0423322055740341,0.139245190624462,-0.109703910496579,0.00949660866232415
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0685131359637061,0.166681306053558,0,0,0,0.164804881134022,0.114215202147243,0,0,0,0,0.0761653401229749,6.93889390390723e-18,0,0,0,0.0167438651719426,0,0,0,0,0,0,0.179854160279845,0,0,0,0,0,0,0,0.143538288282666,0,0,0.0586525906979401,0.131279477436826,0.0497021460452182,0,0,0,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0.147439255834161,0.0303121706952802,0,0,0,-0.0576305892033655,0.300120472967477,0,0,0,0,0,0,0,0.253095446074991,8.67361737988404e-19,0,0,0,0,0,0,0.0353384185506744,0,0,3.46944695195361e-18,0,0,0,-0.0175333776639287,0,0,0,-0.0111919082751503,0.0429736292790441,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.0496364642104587,0,0,0,0,0,0,0,0,0.309921946667477,0,0,0,0.418135099369087,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557082452022572,0,0,0,0,-0.130326342506108,0,0.223251851588118,0,-0.0108801957674892,0.0735251894422343,0,0,0
