,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.155313379150543,0,0.0816556983531201,0,0,0,0,0,0,0,0.333787627583532,0.143146786549414,0,0,-0.16801175246656,0,0,0,0,0,0,0,0,0,0,0,0,0.0313833215289923,0,0,0,0,0,0,0,0.15352537389545,0,0,0,0,0,0.136778720912285,0,0,0,0.0520192495382864,0,0,0,0,-0.0137625962345623
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165848465490438,0,0,0.294807311052031,0,0.138132612369724,0,-0.0570617694999658,-0.0388792180354057,0,0,0,0,0,0.0414722962709158,0,0,0,0,0,-0.0135578113573102,0.085546314709566,0,0,-0.0370275855974123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490281415342295,-0.0710802038888,0,0,0,0,-0.0222899004602596,0,0,0.0367792713441622,0,0,0
X601288.CH.EQUITY,0.517354290736569,0,0.191276310797762,0,0.0729880284005605,0.161283138822746,0,0,0,0,0,0,0,0,-0.166161965163824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128527510873472,0,0.0836220176027027,0,0,0,0,0.0768811927175473,0,0,0,0,0,0,0,0,0,0.186878838104517,0,0.078142957394609
X5.HK.EQUITY,0.0117520416800744,-0.0559941226897466,0.0876341155345728,0.0601729253977988,0,0.130882149720285,0,-0.0495794403706992,0,0,0,0,0.297339356665899,0,0,0,0,0,0,0.663493386911376,0,0,0,0,0,0,0,-0.187247455385983,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0798882773557035,0,0,0,0,-4.3967445140688e-05
X601988.CH.EQUITY,0.205774034040606,0,0.0196885433878404,0.0443752807754533,0,0,0,0,0.0478849807009842,0,0.0545929306660251,0.11391166611973,0,-0.401150049942657,0,0,0,0,0,0,0,0,0.513840707286084,0.0338275690521748,0,0,0,0.0292217704859915,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0538531468545744,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163566147744269,0.0160070239534868,0,0,0,0.213325924134656,0,0,0,-0.151603717859598,0,0,0,0.311784370582704,0.255658175347359,0,0,0,0.0510435685464725,0,0,0,0.119330908945663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314405415470104,0,0.125772472852098,0,0,-0.0231421523201608,0,0
X601628.CH.EQUITY,0.13996131960982,0.359908299662054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138469399713003,0,-0.10686817501611,0,0,0,0,0,0,0,0,0,-0.0918319730164785,0,0,0,0,0.0667126082405125,-0.0448812616217794,-0.148587185518961,0,0,0,0,0,0.319002066727483,0,0,-0.054646970352516,0.00854812092417487,0,0,0,0,0.177259812570414
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
