,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.314828937130187,0.054240866585253,0.130185903392702,0.02894422620873,0,0.0181571165805697,0,0,0,0.246103037957563,0,0,0,0,0,0,0,0,0,0,0.00314118442756054,0.0576132298401416,-0.0461668711344014,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0243294510276333,0,0,0,0.0449805544687476,0,0,0,0,0,0,0.194054507939819,0
X601939.CH.EQUITY,0.311375608377884,0,0,0.203513338513399,0,0,0,0,-0.0517320823597289,5.42101086242752e-20,0.132690000707778,0,0,0.0710649349391364,-0.0880277937518918,0,0,0,0,0,0,0,0.191771515334036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255754768953911,0,0,0,0.123751850185372,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360839545912962,0,0,0,0.332902937164492,0,0,0,0,0,0.0231535102788911,0,0,0,0,0,0,0,0,0.0744724657354837,0.0307835004214978,0,0,0,0,0,0,0,0,0,0,0,0.0439930401695284,0,0.0879486231601198,0,0,0,0,0.0418491932068326,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.500817452521518,0,0,0,0,0,0.23630689232452,0,0,0,0,0,0.225126597531697,0.0664284833684022,0,0,0,0.0441175825772133,0,0,0,0,0,0.0870624619668846,0,0,0,0,0,0,0,0,-0.583403528490843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0244821474014258,0,0,0,0,0,0,0,0,0,0.207929579738927,-0.0262453795294481,0,0,0,0.10973624842254,0,0,0,0,0.139012977022782,0,0,0,0,0,0,0,0,0,0.262436609260778,0,0,0,0,0,0,0,0,0.126437375559679,0,0.118018481171561,0.116423711405008,0,0,0,0,0,0,-0.0201342509157408,0
X1299.HK.EQUITY,0,0,0,0,0.0349796389910091,0,0,0,0,0,0,0,0,0.157356047731893,0,0,0.0502688379721078,0.502673383464541,0,0,0,0,0,0.135507819212628,0,0,0,0,0,0,0.0884255378322453,-0.0257277956547892,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0777331117113121,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131069614699477,0,0,0,0,0,0,0,0,0.371868099568177,0,0,0,0,0,0,0.000639133898703007,0,0,0,0,0.0337455778321158,0,0,0.0753356412740351,0,0,0,0.249996967902294,0.0401008806954965,0,0,0,0,0,0.0417360245716943,0,0,0.166326787969415,-0.0279265589275316
X601658.CH.Equity,0,0,0,0.163996445047593,0.158018992255271,0,0,0,0,0,0,0,0,0.108821148299878,0,0,0,0,0,0,0,-0.0785912299630969,0,0,0,0,0.0334942957312026,0,0.101088789457672,0,0,0,0,0,0,0,0,0.27206912650308,0,0,0,0,0,0,0,0,0,0,0.425785345077069,0,0,0
X601328.CH.EQUITY,0.0616485367902622,0,0,0.600348300267524,0,0,0,0,0,-0.0702720809155021,0,0,0.00417447106845421,0,0.0581690205838148,0.0171950083493926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151606209636112,0,0,0,0,0.116024474589118,0,0,0,0,0,0,0,0,0,0,0,0,0.0226572289880659,0,0.112762755764991,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.384767923545966,0,0,0,0,0.0556426189788204,0,0,0,0,0,0.0821066225695978,0,0,0.0289903557074173,0,0,0,0,0,0,0,0,0,0.22500538319315,0.0114725584955716,0,0,0,0,0,0,0,0,0.012067392940148,0,0,0,0.0343401087998022,0,0,0,0.0463201292150587,0.106148512715653,0,0,-0.00233891779993841
X388.HK.EQUITY,0,0,0.288181484712445,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0517583391004848,0,0,0,0.0416354379015557,0.132556934203299,0,0,0,0,0,0.0455950426360186,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0590873256237111,0,0,0.0211798903255213,0,0,0,0
X600000.CH.EQUITY,0.296029485555252,0.0503387688429724,0,-6.93889390390723e-18,0.124895541913668,0,0,0,0.108126848850928,0,0,0,0,0,0,0,0.0299869170743214,0,0,0.0523926841107628,0.0784104263208815,0,0,0,0,0,0,0,0.0275482627203591,0,0,0,0.0257657311852648,0,0,0,0,0,0,0.054644872468846,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0213264531764662,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114215785817893,3.46944695195361e-18,0,0,0.426838345798597,0.0770795294874491,0,0.119466021486252,0,0,0.22334992287546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249206799563906,0,0,0,0,0,0,0.235672390718406,0,0.11987040181125,0,0,0,0.0796205754919528,0,0,0,0.0648394349379238,0,0.0615184822243636,0,0.171425225124715,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.180000821233184,0,0,0,0,0,0,0,0,0.276704324369308,0,0,0.099530121012571,0,0,0,0,0,0,0,0,0,0,0.138674872212687,0,0,0,0,6.93889390390723e-18,0.0653675037563768,0,0,0,0,0,0.00954334639767082,0,0,0,0,0,0,0,0,0,0,0,0.162505405384957,0,0
X16.HK.EQUITY,0,0,-0.0358339566678745,0,0,0,0.171223539957316,0,0,0,0,0,0.117298064104728,0,0,0,0,0,0,0.14181356868352,0,0,0,0,0,0,0,0,0,0,-0.0256285086310651,0,0,0.139847529699062,0,0,0.140514555956753,0,0,0.0905939469266374,-0.142994043549445,0.0267595713309825,0.329163557444074,0,0.0147287383647839,0,0,0,0,0,0,0
