,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0433438523693084,0.299174296408319,0,0.189234126357853,0,0,-0.064239429586589,0,0,0,0,0,0,0,0,0,0,-0.024917063129424,0,0,0,0,0,0,0,0,0,-0.00113020382464635,-0.00878032413301833,0,8.67361737988404e-19,0.101426095529764,0,0,0,0.038840910012307,0,0,0,0,0,0,0,2.16840434497101e-19,0.244761746076847,0,0,-0.0634597101481432,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0.0766146939716104,0,0.0446799553671702,0.124965042468338,0,0,0.115061541485107,0,0.0498705479221037,0,0,0,0,0.114286585010379,0.274468147433507,0,0,0,0,0,0,0,0,0,0,0,0.101193492748868,0,0,0,0,0,0.0733508038023776,0,0,0,0,0,0.0707635496378077,0,0,0,0,0,0,0,-0.0907730053205655
X601939.CH.EQUITY,0,0,0,0,0.183172678506848,0,0.189012085270932,0,0,0,0,0.184300213261782,0,0,0.0519601761603191,0,0,0,0,0,0.0530377072049512,0,0.55232842639512,8.67361737988404e-19,-0.210426988743374,-0.0779197376150287,0,0,0,0,0.134791912383467,0,0,0,0,0,0,-0.0561202908257831,0,-0.0420754774906266,0,0,0,0,0,0,0,0,0,0,0,0.0370365903052285
X601628.CH.EQUITY,0.226417128416274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208375355286673,0,0,0,0,0,0,0.186744939371969,-0.153489941138369,0,0,0.0943506715332811,0,0,0.00544241764486724,0.162139890310034,0,0.341992347293287,0,0,0,0,0,0,0,0,0,0,0,0.0394427262489161,0,0,0,0,-0.144272768681064
X601288.CH.EQUITY,0.226284539732348,0,0.0994869952701362,0,0,0,0.180157527123912,-0.0680687598262665,0,0,-0.0454589822614502,0,0,0,-0.0288573410045852,0.224418943762136,0,0.112075382929914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070080885557464,0,0,0,0,0,0,0.16467849892736,0,0,0,0,0,0,0.0414919209837891,0
X600036.CH.EQUITY,0,0.185828288158074,0,0.0702229853517051,0,0,0.101353872242604,0,0,0,0,0,0,0.213596494769154,0,0,0,0,0,0,0,0,0,0.321624139407852,0,0,0.0255988944663968,0,0,0,0.0860412508814063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.323753575416707,0,0,0,0,0,0,0,0,0,0.476689331380367,0,0,0,0,0.00692920234921035,0,0,0,0,0,0,0,0,0,0.0210731997522761,0.137301008203301,0,0,-0.0843643571677852,0,0,0.0324104675944732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.151616000762519,0,-0.0310452736691741,0.178455810338144,0,0,0,0.321575995256235,0,0,0,0,0,0,0.0485114415701118,0,0,-0.00731348097900973,-0.0633187968304764,0,0,0,0,0,0.0782069020987915,0.300142915814866,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.125232309918427,0.119481481735572,0,0,-0.0408726947641597,0,0,0,0,-6.93889390390723e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511061410727906,0,0,0.0755820816500275,0,0,0,0,0.573437491719588,0,0.0171144007954739,0.097305841438652,0,0,0,0,0,0,0,0,0.0261027396257145,0,0,0.193095801003878,-0.0621136606200964,0.162445854689483,0,0,0,0.115693287452169,0,0,0.133762430818484,0,0
X388.HK.EQUITY,0,0,0,-0.0654830390108558,0,0,0,0,0,0,0,0.0797459465763626,0,0.00817884794560565,0,0,0,0,0,0,0,0,0,-0.010308609283503,0.32656875487146,0,0,0.0561452457486453,0,0,0.291772554294291,0,0,0,0.374997256046839,0,0,0,0,0,0.113536920258531,0,0,0,-0.375032910050066,0,0.128381927668983,0,0,0,0.246202143536846,-0.0987246120247118
X601166.CH.EQUITY,0,0,0.0384788336676842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583127160239598,0,0,0,0,0,0,0.0730039602043084,0,0.00597730764324272,0,0,0.34398369846842,0,0,0,0,0.00788371334123591,0,0,0,0,0,0,0,0,0,0.243292549658,0.180846198521261,0,0,0,0,0.0108874940166832,0
X601658.CH.Equity,0.172755880234388,0.235374418956131,0,0,0,0,0,0.0507002031756442,0,0,0,0,0,0.167256514152861,0,0.164163542307109,0,0,0,0,0,0,0.0122458403499779,0,0,0,0.0667584521865728,0,0,0,0,0,0,0,0.0155176178223343,0,0,0,0,0.0353483297159225,0,0,-0.11719512686911,0,0.132504502959538,0,0,0,0,0.0657773489455419,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586730953755228,0,0,0.189605707680496,-0.0519115054891279,0,0,0,0.125523606652548,0,0,-0.059430564228297,0,0,0,-0.0146172272925241,0,0,0,0.008319597207836,0.0353925682193488,-0.0275113324730199,0.0805161700377323,0.0974045920841249,0.0531639196035191,-0.0311502894695802,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.072761800088444,0,0,0.526475482584108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243690193536086,0,0.0883650882551152,0.0147507913328407,0.0344594872324099,0,0,0,-0.261173412889056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200742559424642,0,0,0,0
X000002.CH.EQUITY,0,0,0,-0.402575346165622,0,0.0110885938038184,0,0,0.286777432346749,0,0.126383492747264,0,0,0,0,0,0,0,0,0,0,0.00276700098200138,0,0,0,-0.132531524603555,0,0,0,0,-0.0668489473112861,0.124479441938107,0,0,0,0.256873513347411,0,0.131885850062444,0,0,0.0673351411552168,0,-0.0628917405744574,0,0,0,0,0,0,0,0,0
