,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,-2.77555756156289e-17,0.484857426906491,0.0899697137236139,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0816507482418375,0.0668126112433552,0,0,0,0,-0.143775418728226,0,0,0,0,0,0,0,0,0.0247463744859683,0,0,0,0,0,0,0.0485219458055865,0,0,0,0,0,0,0,0,0,0,0.100368727912656,0.182408649401452,0.0392210851516466,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.33171047375304,0,0,0,0,0,0,0,0,0,0,0,0,0.456196412523581,0,0,0,0,0.148648547438217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104749453849563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.34792334107566,0,0.0171173425524733,0,0.50604632166606,0,0,0,0,0,0.010539653919739,6.93889390390723e-18,0,0,0,0.0488257035057171,0,-0.0318647945343371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430617769165552,0,0,0,0,0,0,0,0.0857494311809174,0,0,0
X601988.CH.EQUITY,0,0,0,0.109228519080566,0,0,0,0,0,0,0,0.499986770837772,0,0,0,0,0,0,0,0,0,0,0.020801133812578,0,0.00746098961696503,0,0,0,0,0,0,0,0,0,0.10478961260468,0,0,0,0,0,0.112206221960707,0,0,0,0,0.0312662102617139,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.2116278554259,0,0,0,0,0,2.77555756156289e-17,0,0.342907945528513,0,0,0,0.504826209228613,0.223848074775459,-0.646666663885976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.321548576373009,-0.0100141179925547
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121516741700916,0.0260938935490283,0,0,0,0.0888881985882651,0.0843164948485813,0,0,0,0,0,0,0.0707887855190607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313044008316359,0,0,0
X601628.CH.EQUITY,0,0,0.264630786106568,0.0322125769505214,0.226387414957783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539740797576579,0,0,0.132113448008818,0,0,0,0,0,0,0,0.110452479019794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.131369339665945,0,0,-0.0319038183563975,0,0,0,0,0,0,0,0,0,0,0,0,0.0625702911362205,0,0,0,0,0,0.571818630991981,0,0,0,-0.161947249922935,-1.38777878078145e-17,0.466945787243957,-0.351594057145323,0,0,0,0,0.795071064021718,0,-0.36996905925039,0,0,-0.190733339303041
