,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.287905667311689,0.022024914418458,0.0336777684190312,0,0,0.435616759309871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101668659320851,0,0.0426330226804619,0,0,0,0,0,0,0,0,0,0,0.0794915781671663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221776031789005,0,0,0,0,0,0.189602779008837,0,0,0,0,0,0.107157265379686,0,0,0.0850702074177647,0,0,0.124083424448513,0,0,0,0,0,0,0,0,0,0.0135393624863442,0,0,0,0,0,0,0.0620728650545341,0,0,0,0,0,0,0,0,0,0.0031350623993102,0,0,0,-0.15353724508318
X601939.CH.EQUITY,0.454750798280853,0.131295598866762,0,0,0,0,0,0.243599088515646,0,0,0,0,0,0,0,0,0.0117090199797043,0,0,0,0,-0.13737858950586,0,0,0,0,0,0,0.159867175733899,0,0,0,0.117934475841084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117294388634074,0.159909319147241,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0
X601288.CH.EQUITY,0,0,0.00992151327353021,0,0,0,0.0616392308287846,0.47170293294589,0,0,-0.0769039674314454,0.12840356682198,0,0,0.0557686663485133,0,0,0,0,0,0,0,0,0,0.024196406741405,0,0,0,0.0553981858628688,0,0,0,0.0285563279555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057629585099317,0.0878993676354667,0,0,0.0281408113486821
X1299.HK.EQUITY,0,0,-0.0796743644354684,0,0,0,0,0,0,0,0.120601694195619,0,0,0,0,0,0,0,0,0.175504894783395,0,0,0.178710686122498,0,0,0,0,0,0,0,0,0,0,0,0,0.0183985813850612,0,-5.42101086242752e-20,0.18389800744603,0,0.0808063360460117,0,0.178663165554568,0,0,0,0.143444009572117,0,0,0,0,0
X601628.CH.EQUITY,0.0787702292522133,0,0,0,0,0,0,0,0,0,0,0,-0.072075653923062,0,0,-0.268830088042084,0,0,0,0,-0.0697951730303633,0.240992608203658,0,0,0,0.0626597467954575,-0.102187005541797,0,0,0,0,0,0,0.0259227404100709,0.621094398790523,0,0,0,0,0,0.0302125791135298,0,-0.0354162052547634,0,0.153433771810762,-0.0565209814578582,0,0,0,0,0.0143673730366781,0
X601988.CH.EQUITY,0.0495327553207817,0,0.0906798815344537,0,0.358100344253504,0,0,0,2.71050543121376e-20,0,0,0,0.213244917369928,0,0,0,0.141665852468694,0,0.0199134755120785,0,0,0,0.0117014263192623,0,0.025157192958726,0,0,0,0,0,0.122680644360576,0,0,0,0,0,0,0,0,0,0,0,0.00846178084852084,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123350759179831,0,0,0,0,0,0,0,0,0,0,0.00283034267001854,-0.0944798989320237,0,0,0,0,0,0,0.23390387588325,0,0.190221448965953,0.140196050417293,0,0,0,0,0,0,0,0,0.0600359519137855,0,0,0,0,0,0.197788329151187,-0.0632120920451241,0.0620925351492419,6.93889390390723e-18,0.257924541933707,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0480286595167191,0.0604868197575403,0,0,0,0,0,0,0,0.072233318447516,0.145931072284297,0,0,0.0806257377729341,0,0,0,0,0,0,0,0,0,0,0.159023836096546,0,0.38497671199662,0,0,0,0,0,0.0289266287578274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.135769926041551,0,0.35028829092072,0,0,0,0,0,-0.0538236063622788,0,0,-0.00547330242344943,0,0,0,0,-0.163702867448719,0,0.358850365127583,0,0,0,0,0,0.0393098226115158,0,0,0,0,-0.153651101373666,0,0,0,0,0,0,0.157235771357328,0.0937883729955476,0,0,0,0,0,0,0,0,0,0.137620677639291,0
X601658.CH.Equity,0,0,0,0,0.369140006061371,-0.0608814514066224,0.0526887535054183,0.125715275038671,0,0.203337121053794,0,0,0.127620615283655,0,0,0,0.405657288376508,0,0,0,0,0.264379999580598,0,0,0,0,0,0.0358633193441195,0,0,0,-0.281605787404041,0,0,0,0,0,0,0,0,0,-0.0198191069342257,0,0,0,0,0,0,0,-0.352421704903869,0,-0.0593050111557688
X000001.CH.EQUITY,0,0.0116574666714362,0,0.13067930243963,0,0,0,0.189757216882266,0,0.467314909213099,0.0326222994636285,0,0,0,0,0,0,0,0,0,0.069606399855877,0,0.138295658994378,0,0,0,0.360194706491898,0,0,0,0,0,-0.283604742173074,0,0,0,0,-0.06448826752954,0,0,0,0,0,0,0,0,0,-0.0443148269140401,0,0,0,-0.0485337059706007
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0270331819667421,0.0444557797193912,0,0,0,0,0,0,0,0.27236321506512,0,0,0,0,0,0,0,0,0,0,0,0,0.0215821262223891,0,0.0438556041782271,0.0400291365215811,0.25960757051436,0.166528099464817,0.0142591986054065,0,0,0,0,0,0.218347499360687,0.0562100367432609,0,0,0,0.0542759061175113,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.0383088278873242,0,0,0,0.117612129617184,0,-0.0598030697700969,0,0.343940496374196,0,0,0,0,0.0937260227985153,0,0,0.190414724617669,0,0,0.0529836770194116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376129877398166,0,0,0.106858758939918,0,0,0,0.0262218380102403,0,0,-0.0415651838707812
X000002.CH.EQUITY,0,-0.112644447210832,0,0.0917856704423323,0,0,0,0,0,0,-0.0397165417307461,0.103148862470056,0,0,0,0,0,0,0,0,0,0,0.0228893425124426,0,0.290309102741102,-0.176432691899805,0,0.601407877566713,0,0,0.049899159177186,0,0,0,0,0,0,0,0,0,0,0,0,0.0301408400311077,0,0,0,0,0,0,0,-0.00740351140751737
X601328.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.140758645654091,0,0,0,0,0,0.290990590836154,0,0,0,0,0,0,0,0.127240083419122,0,0,0,0,0,0,0,0,0,0,0,0.14939532874387,0,0,0.019790004098481,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0612203432033225,0,0.0994647376254237,0,0,0,0,0,0,0,0.0117301147015705,0,0,0.0434104162651305,0,0.490841200630334,0,0,0,0,0,0,0,0.0219050788641803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320795072515859,0,0,0,0,0,0,0.0771696963979191,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.05148740212912,-0.16136997866408,0,0,0,0,0,0,0,0.0229056007720337,0,0.711473695416094,-0.0257305008470572,0,-0.199004431013001,0,0,0,0,0,-0.0713369501506039,-0.0317423635229014,0.345205984059101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903379619470171,0,0.173319769376386,0,0,0,0,0.021118630818938,0,0,0,0,-0.0284615483114207,0,0
