,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0302564797889143,0,0.380570798567131,0,0,0.107814617013029,0,0.29820448393644,0,0,0.123703829395552,0,0,0,0,0,0,0.025860173750835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369046747751717,0,0,0,0,0,0.00449843007798682,0,0,0,-1.38777878078145e-17,0,0.468136806035837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342318407892605,0,0,0,0,0,0,0.071730087767851,0,0,0,0.0348310916667421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0,0.0599340751891111,0,0,0,0,0.00767295351335392,0,0,0.383021076609878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695136067284166,0,0,0.055227748672211,0.159658132125557,0,0,0,0,0,0.14058496765573,0,0,0,0,0,0
X601288.CH.EQUITY,0.396830735635972,0,0,0,0.342006005280055,0,0,0,0,0,0.102595573541197,0,0,0,0,0.0496175697051955,0,0.0711333242027696,0,0,0,0,0,0,0,0,0,0,0.0074239127169493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308545032512669
X601988.CH.EQUITY,0,0,0,0.276556526421953,0,0,0,0,0,0,0.00059838928930675,0,0,0,0,0,0,0.136332199553379,0,0.132826500694332,0,0,0,0,0,0,0,0,0,0.000546751507693708,0.0663749181861341,0,0.0161178991524346,0,0,0.0462877854217085,0,0,0,0,0,0,0,0,0.16453137807387,0,0.150381195109362,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.331564121032933,0,0,0,0.0222584987614363,0,0,0,0,0,0,0,0,0,0,0,0.258318963028231,0.122376303295239,-0.0528419238751569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353952779553475,0,0,0,0,0,0,0,-6.93889390390723e-18,0.129024284499346,0
X600036.CH.EQUITY,0,0,0.0288535411169438,0,0,0.0498768693934941,0,0,0,0,0,0.328477105378634,0,0,0,0,0,0,0,0,0,0,0,0.0249456208169734,0,0,0.0930781704318483,0,0,0.00154258588938823,0,0,0,0.132105835941903,0,0,0,0,0,0,0.0731716593685296,0,0,0,0,0,0,0,0,0.27174590170564,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0113913800619534,0,0.0174356321766686,0,0,0,0,0,0,0.33900762360616,0,0,0,0,0.102832979653586,0,0.0139830985479886,0.0640902906859555,0,0,0,0.187005028085607,0,0,0,0,0,0,0,0.17726138907895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.132643956844054,0,0,0,0,0,0.123755314200574,0,0,0,0.314896985120244,0.0339584380719686,0,0,0,0,0,0,0,0.0459448480248681,0,0,0,0,0,0,0,0,0.141860684015676,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200424848933879,0,0,0,0,0,0,0,0.199314129879004,0,0,0,0,0,0,0.215931329000855,0,0.49301449789272,0,0,0,0,0,0,0.00395403740581621,0.0644244742364645,-0.6148807151944,0,-0.0365843318002557,0,0,0.785138537836764,0,0,0,0,-0.261282086085163
