,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.614492055114754,0,0.00946049271049693,0,0,0,0,0.0082395893200808,0.0919521450506822,0.0824572340033357,0,0,0,0,0,0.0214897268757132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103003114573311,0,0,0,0,0.0258982474673724,0,0,-0.027585743748623,0,0,0
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0,0
X601939.CH.EQUITY,0.168568749427904,0,0,0.287467182192588,0,0.264814783950744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0865129880951261,0,-0.0112371780983224,0,0.0864487339998982,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0447721740737535,0,0,0,0
X601288.CH.EQUITY,0.208084988273918,0,0.197740573573698,0,0,0.0532176192790777,0,0,0,0,0,0,0,0,0,0,0,0.134456287117304,0,0,0,0,0,0,0,0.0989619124659257,0.10975798439054,0,0,0.0115228310519172,0,0,0,0,0,0,0,0,0,0.103727069345202,0,0.0421468471951731,0,0,0,0,0,0,0,0,-0.09427337268893
X5.HK.EQUITY,0,0,0,0,0,0,0,0.461065405956143,0,0,0,0,0,0,-0.00543192755016776,0.123167683074424,0.210797169996547,0,0.170810177654495,-0.0922313833700517,0,0,0,0,0.310537024335785,0,0,0,0,0.0290642538840003,0,0,0,0.00398362991831878,0,0,0,0,0,0,0,0.0363656053326668,0,0,0,-0.720944072067233,0,-0.158452420790794,0,0.140525316939719,0
X601988.CH.EQUITY,0,0,0.108559992658846,0,0.035306442231418,0,0,0,6.93889390390723e-18,0,0,0.0629631643587673,0,0.0570293658167727,0,0,0,0.00585808741017082,0,0,0,0,0.608748849651297,0.0148893288816643,0,0,0,0,0,0.102343244471725,0,0,0,0,0,0,0,0,0,0.0453161504490976,0,0,0,0,0,0,0,0,0,0.0842704063664944,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0290083012567301,0,0,0,-0.0208161631088599,0,0,0,0,0.0741492025442314,0,0,0,0,0,0,0,0.681864507645588,0,0,0.0267976311185504,0.093673515428346,0,0,0,0,0,0,0,0,0,0,0,0,0.0705843726898484,0,0.0490549488683048,0,0,0,0,0,-0.00665446213996729
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422482296006513,0,0,0,0,0.257373420905402,0,0,0,0.168573155673438,0,0,0,0.0707171615027124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.214201862299114,0,0,0,0,0.0313275115769172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570803666745062,0,0,0,0,0,0,0,0,0,0,0.399895066206211,0,0,0,0.230824158294506,0,0.027847689114463,0,0.00139754442677811,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.061636562535696,0,0,0,0.144689492498713,0,0,0,0,0,0,0.203224471771543,0,0,0,0,0,0,0,0.243319733756074,0,0,0,0,0,0,0.0778534421377295,0,0,0,0.0445792597022912,-0.00710910681523081,0,0,0.00777762622722615,0,0,0.239754633129601,0,0,0,0,0.0361771788594817,0,0,0,0.0161474308487612,0,0
X601166.CH.EQUITY,0.124640961744563,0,0.175487168254842,0,0,0,0.156246367271247,0,0,0.0591204456140051,0,0.0318269440428816,0,0.182620687618493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506657100437754,0,0,0,0,0,0,0,0,0.0978520926530066,0,0,0,0,0,0,0,0.0332026743959534,-0.0245666840287859
X11.HK.EQUITY,0,0,0,0,0,0,0,0.25393946757114,0,0,0,0,0,0,0,0,0.184003485076842,0.140606023496451,0.209615126668282,0.0785088872708544,0,0,0,0,0,0,0,0.153140086616905,-0.159828630893699,0,0.00695436424792413,0,0,0.212955795925928,0,0,0,0,0,0,0,-0.0379066046687194,0,0,0.0566343015565475,0,0,0,0.0449654380683263,0,0.0164047551274098
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.164274046730577,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.20306527709706,0,0,0,0,0,0.133489014599984,0,0.149354430957201,0.136719359470479,0.300518794562966,0,0.248847627539181,-0.0325978661068644,0,0,0,0.0452050756883865,0,0,0.0843954046775333,0,0,0,0.177211390421821,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0314291187493053,0,0.213197165322125,0.0477828459324494,0,0,0.278038258781554,0.0947262966388988,0,0,0,0,0.0589274385065058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224455402410101,0,0.0189901900789092,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.328083490130407,0,0,0,0,0.132613250604437,0.139925705867087,0,0,0,0,0,0,0,0,0,0.292822131362139,0,0,0,-0.252719337787021,0,0.201382809389463,0,0,0,0.16767609850461,0.553752899724661,0.00698247951681198,0,0,0.00538839959804178,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0768635373507399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077609585065435,0,-0.0156440686973939,0,0,0,0,0.055850527723363,0.0528807553077751,0,0,0.107789837261525,0,0,0.032000932516627,0,0.609864513434537,0,0,0,0,0,0.0903812496799312,0,0,0,0,0,0,0,0,0,0.0340180836399226,0.0720927503868945,0
X2388.HK.EQUITY,0,0,0,0,0.0924713380543477,0,0,0.00724581049043166,0,0,0,0.355032103783695,0,0,0,0,0,0,0,0.111581823318952,0.202450845105131,0,0,0,-3.46944695195361e-18,0,0.00603922694820132,0,0,0,0.111790995693034,0,0,0,0,0,0,0,0,0,0,0.101883592213065,0,0,0,0,0,0,0,0,0.0775933762635897
X601601.CH.EQUITY,0,0.126623488864778,0.0114735567045402,0,0,0,0.0942149817191952,0,0,0,0,0,0,0,0,0,0,0,0,0.0201233173845601,0,0,0,0,0,0.0958837178661315,0,0,0,0,0,0,0.088382960791247,0,0,0,0,0,0.00545649601877411,0,0,0.0200694521107577,0,0,0,0,0.191195865214667,0,0,0.0278057482452884,0
X267.HK.EQUITY,0,0,0,0,0.285811792787572,0,-0.46428830097791,0,0,0,0,-0.0402122446596977,0,0,0,0,0.435129927768973,-0.207262785160505,0,0.31381180514174,0,0,0,0,0,0,0,0.0817324383167306,0,0.340340407669733,0.0525307348995235,0,0,0,0.021263871367582,0,0,0,0,0,0,0,0,0,0,0.029575731302617,0,0,0,0.0391312087206591,0.0851525506386957
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0423949628138991,0,0,0,0.251591428140092,0,0.286450981669148,0,0,0.015611582238418,0.137060770951884,0,0,0,0,0,0,0.0710461416589303,-1.73472347597681e-18,0.259234603814876,0,0,0,0.0513508118132719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587396490270109,0,0,0,0,0
X688.HK.EQUITY,0,0,0.000937740609804693,0,0.0848146063178775,0,0,0,0,0.17879892694161,0,0,0,0,-0.023793782545758,0,0,-0.0947564181937213,0,0,0,0,0,0,0,0,0.348555891533214,0,0,-0.0153200820643556,0,0,0.0671102060757137,0,0,0,0,0,0,0,0,0,0,0,0,0.212377105729221,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0946637817317842,0,0,0,0.380321126766387,0,0,0,0,0,0,0,0,0,0,0.0168413342037371,0,0,0,0,0,0,0,0,0,0,0,0,-0.00754687851395745,0,0,0,0,0,0,0,0,0.276623390920376,0,0,0,0,0,0,0,0
