,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0899687497439603,0,0,0.0731401573013526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182959841012092,0,0.0409290340144123,0.633326262357725,0.469646930018098,-0.244197295293852,0,0,-0.157756894547749,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128308508609267,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.10750101463955,0,0.755446521074501,0,0,0,0,0,0.0246925977677422,0.0874658726063945,0,0,0,0.0270203806386522,0,0.0181719768171816,0,0,0,0,0,0,0,0,0,0,0.0580040138186983,0,0.0074365879520859,0,0,0,0,0,0,0.0159201378091539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.95436204333129,0,-0.0449627212545656,0.0534478815786752,-0.0890732804979988,0,0,0.0281633029239866,0,0,0,0,0,0.0210775621730148,0,0,0,0,0,0,0,0,0,0,0,0.0503499057882127,0,0,0,0,0,0,0,0,0,0,0.0295291453070132,0,-0.0830626281585391,0,0,0,0,0.0172058987748924,0,0,0,0,-0.110260189802399,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0951312172168234,0.217836895657173,-0.0692046067909683,0.355253530275055,0,0,0,0,0,0,0.387196740960234,0,0,0,0,0,0,0,0,-0.0796237975739525,0,0,0.0199544012788986,0,0,0,0,8.67361737988404e-19,0.157658717729878,0,0,0,0,0,0,0,0,0.181793579759896,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.02956866836646,0.322813998864766,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.288333721721622,-0.0716511514848896,-0.0470707896442739,0,0.108460223334007,0,0,0.0291552413297619,0.0634031866300426,0,0,0.138819149060231,0,0,0,0,0.0615271286942306,0,0,0.0449050145933575,0,0.0683731074285412,0,-0.0184021231909804,0,0,0,0.166339537472294,0,-0.0242571879734405
X601988.CH.EQUITY,0,0,0,0.0686298184278353,0,0,0,0,-0.0494197207269088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694252192971318,0,0,0,0,0,0,-0.0208711034388415,0,0,0,0,0,0,0,0,0,0,0.000635674777937558,-0.134264601654453,0,1.00128905360346,-1.73472347597681e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0315338982475672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172600635198081,0,0.380316261728419,0,-0.116829113359551,0,0,0,0,0,0,0,0,0,0.0251436374040371,0,0,0,0,0.229677747036778,0,0,0,0.0272529190930392,0,-0.314041789045689,0.226131395625981,0.0614571295260963
X388.HK.EQUITY,0,0,0,0,0.268605741252677,0,0,0,0,0,0,0,0,0,0,0.184908077720892,-0.0707210283935012,0,0,0,0.243864332949512,0,0.262043407390408,0,0,0.321390050728197,0,-0.0675552750545426,0,0,0,0,0,0.12789633473252,0,0,0,0,0,0,-0.0596641978392172,0.141690093464433,-0.0775227877795983,-0.106671186268843,-0.246937074574845,0,0,-0.105269075367395,0,0,0,0
