,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.128512614689761,0,0,0,0,0,0,-0.151527129760931,0,0,0,0,0,0,0,0,0,0,-0.104333379820817,0,0.0744762815805344,0.443761794023869,0,0.526279187634275,-0.14232841234853,0,-0.0188221494946823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0595496265681243,0,0.788131316925966,0,0,0,0.011779664609261,0,0.0532347702070597,0.0522316295202609,-0.0184944073568039,-0.0474256245757298,0.0121691466950106,0,0,0.0782195778010588,0,0,0,0,0,0,0,0.0258523195353448,0,0,0,0,0,0,0,0,0,0,0,0,0.102009935248433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546040827053307
X601288.CH.EQUITY,0.0204439732179057,0,0.979462758625925,0,-0.0116764734216437,0,0,-0.0638140531440246,0,0.0210444977548014,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000725040075511689,0,0,0,0.0489490182439875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019059871994635,0,-0.0453042519205006,0,0,0,0,0.0613568622562638,0,0,0,0,-0.112375977721509,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0847886970832493,0.223839360055294,-0.0688644034204913,0.353475979695657,0,0,0,0,0,0,0.339684637543575,0,0,-1.73472347597681e-18,0,0,-0.0910506885562543,0,0,0,0,0,0.026518711549702,0,0,0,0,0,0,0.214709572367724,0,0,0,0,0,0,0,0.17822505332144,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0640109807892292,0,0.0101426544182221,0,0,-0.0563144777887041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722811962621977,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0247979659914302,0,0,0,0,0,0,0,0,0,0,0,-0.134330964336701,0,0.997968937125825,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0283208009152033,0.20137582393513,0,0,0,0,0,0,0,0,0,0,0,0,0.295039770878114,0,0,0,0,0.0609985930000317,0,0,0,0,0.135544008006176,0,0,0,0.0311858817524037,0,0.152146328203936,0,0,0.0230588597250086,0,0.0594562181216544,0,-0.023430245117694,0,-6.93889390390723e-18,0,0.16916624535822,0,-0.0526556385620736
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.014073486828942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202325457335771,0,0.36806702117505,-0.174956601484514,0,0,0,0,0,0,0,0,0,0.0236194144066504,0,0,0,0,0.29485965608601,0.049633844643588,0,0,3.46944695195361e-18,0,-0.304071908987328,0.184496517225679,0.0498783409928466
X388.HK.EQUITY,-0.0701334960109159,0,0,0,0.241592351431974,0,0,0.0177820359032101,0,0,0,0,0,0,0,0.208778469020558,-0.0397603448832335,0,0,0,0.156859979722849,0,0.233875168757609,0,-0.103317883756648,0,0.39643741799458,0,0,0,0.0936170935608131,0,0.206049029721547,0,0,0,0,0,0,0,-0.0670308613663594,0.157735073599714,-0.196599209188595,-0.0687616827074332,-0.226179468355029,0,0,-0.147356907891034,0,0,0,0
X601658.CH.Equity,0,0.02411202583848,0.279195152321158,0,0,0.0614779543865125,0,0,0,0,0,0,0,0,0,0,0.0850719778213291,0.012007704006501,0.190567803369953,0,0,0,0,0,0,0,0,0,0.0400740277469282,0,0,0,0,0,0,0,0,0.0242427861279926,-0.0638246443042289,0,0,0,0.0734928952567847,0,0.0405175722720544,0,0.0302839325388759,0.0307910381026611,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0671535721446796,0,0,0,-0.0163895310582645,0.0570738407046212,0,0,0.345126138345698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500326014975244,0,0,0,0,0,-0.00803022823831957,-3.46944695195361e-18,0,0.121634107868212,0,0,0,0.196228795888814,0,-0.0284819627871898,0.0523912859378615,0.106279268979222,0,0,0,0,0,0.0985343541516661,0,0.0941710519262747
