,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.213314008969126,0,0,0,0,0.0993084251071217,0,0,0,0,0,-0.216848937105894,0,0,0,0,0,0,0,0,0.222595495126873,0,-0.340858482000636,0,0,0,0.598448213456497,0,0.035935679207736,-0.248313858456272,0,0,0,3.46944695195361e-18,0,0,0,0,0.263556562135387
X601318.CH.EQUITY,0,0,0,0,0,0,0.135941019406001,0,0,0.032965022659895,0,0,0,0.0663010885851617,0,0.0176457780706889,0,0.140201041776513,0,0,0,0,0,0,0.0257845258886447,0,0,0,0,0.0826243450404052,0,0,0,0,0,0,0,0,0,0.552020239251108,0.0390121663797592,-0.0676273064715184,0,0,0,0,-0.0492161363083363,0,0,0,-0.04572707256316
X601939.CH.EQUITY,0.237161278807667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102309793721156,0,0,0,0,0.0684663701771071,0,0.0277328686387253,0,0,0,0,0,0,0.344496054842018,0,0,-0.0016213348991475,0,0.118379771949885,0,8.67361737988404e-19,0,0,0,0.0107856383979929,0,0
X601288.CH.EQUITY,0,0.0446760368572743,0,0,0,0.239840165857807,0.0656531399270521,0,0,0.00149877700657466,0,0,0.10199293368869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230878269605458,0,0,0,0,0,0,0,0,0,0.0451296823616223,0,0,0.0941851447810834,0,0,0,0,0,0,0,0.117612859805517,0,0,0.141848352847228
X5.HK.EQUITY,-0.146871432916722,-0.293560204348284,0,0.173603523122077,0,0,0,0.0377018579064693,0,0,0,0,0,0,0,0.263721701894538,0,0,0,0.0939600746407018,0.166038215905787,0,0,0.430673576621965,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194776156985617,0,0,0,0.208861631054483,0,0.00669899442831057,0,0,-0.0300070117512067,0,0,0,0,0.0556158957891827
X601988.CH.EQUITY,0.192242226251983,0,0.0081566177072031,0.611934814815612,0,0,0,0,0,0,0.107740041604769,0,0.152587127315061,0,0,-0.0903876666068555,0.0990039709464457,0,0,0,0,0.021759253622703,0,0.0370291017614908,0,-0.0225845654727812,0,0,0.0103001342069982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.563605286214484,0.00284355682808936,0,0,0,0,0,0,0,0,0,-0.0957312384424586,-0.139686683874338,0,0,0,0,0,0,0,0,0,0,-0.00121787393351317,0.277053920850105,0,-0.137170518826479,0,0,0,0,0,0,0,0,0,0,0,0,0.174114248658877,0,0,0,0,0,0.137118224115373,0,0,0,0
X1299.HK.EQUITY,0,0,0.00152841887712565,0,0,0,0,0,0,0,-0.0879095257383606,0,0,0,0,0.0643924387618461,0.276328613928419,-0.0580746028320982,0,0.0491737832607578,0.292097853583669,0,0,0,0,0.233550932594015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193163720880717
X601628.CH.EQUITY,0,0.114879883351349,0,0.0905044301164746,0,0,0,0,0,0,0.0218201744898326,0,0,0.236550769814561,0,0,0,0,0,0,0,0,0,0,0.150993115893526,0,0,0,0,0,0,0,0,0,0,0,0.14617151818167,0,0,0.0868705259452982,0,0,0,0,0,0,0,0,0,-0.00958339210349736,0
X601328.CH.EQUITY,0,0.353411659173349,0.316489101574786,0.20963605446538,0.0961412431062558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173819963177546,0,0,0.333210710999507,0,-0.124564562492207,-0.0419547974355935,0,0,0,0,0,0,-0.0328393202712196,0,0.0647077427305375,0,0,0.0242683559560867,0,0,-0.087089000806097,0,0,-0.373206307295892,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.301613553283502,0.117868736940198,0,0.203646102514112,0,0,0,0,0.253979918425787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202208473604695,0,0,0,0.224424165030326,0,0,0,0,-0.0745400582148052,0,0,0,0,-0.130954313126887,0,0,0.161019937599766
X600000.CH.EQUITY,0.00427868328387433,0,0,0.128697190017409,0,0,0.276148999668648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370648276744205,0.0672691555037857,0,0,0,0,0,0,0,0,0,0,0.0403690747875409,0,0,0,-0.00677249893568236,0,0,0,0,0.113819158148224,0,0.0578120711731487,0,0
