,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.448774539982614,0,0.102900904500393,0.0674668333296122,0,0.0577402440109803,0,0,0,0,0,0.0414861324851598,0,0,0,0,0.0455473703672746,0.0477114084095521,0,0,0,0,0,0,0.116491594821643,0,0.013348228295522,0,0,0,0.0177430082931959,0,6.93889390390723e-18,0,0,0,0,0.00165639741679426,0,0,0,0,0,0,0,0,0,0,0.012608704676703,0
X601939.CH.EQUITY,0.0914334367551474,0,0,0.313112225556272,0,0.320721256474242,0,0,0,0,0.0540921540223682,0,0,0,0,0,0,0,0,0,0.0818080771594029,0,0,0,0,0,0.00822629188752602,0,0,0,0,-3.46944695195361e-18,0,0.0599786988424717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191999408623344
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.126915722433366,0.319686200931126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881752695016062,0,0,0,0.062050708802858,0,0,0.0236852038917787,0,0,0.094487899978888,0,0,0,0,0,0,0,0,0,0,0.069764869404848,0,0,0,0,0,0,0.125357717283229,0,0,0,0,-0.100032789356209
X5.HK.EQUITY,0,0,0,0,0,0.403678839818496,0,0.208817763977908,0,0,0,0,0,0,0.255136171198779,0,0,-0.445361549188039,0,0,0.000225661226608363,0,0,0,6.93889390390723e-18,0,0,0,0,0.140240900440873,0,-0.20266100670937,0,0.643304421652196,0,0,-0.424204410517699,0,0,0,0,-0.0467004355010657,0,0,-0.432477872180531,0,0,0,0,0.266972781730886,0
X601988.CH.EQUITY,0.012986160805583,0.271158669714928,0,0,0,0,0,0,0.0265809214367919,0,0,0,0.109311084325266,0,0,0,0,0,0,0,0,0,0.607809416342437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0296787210533073,0.0494723065383325,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.182998769295673,0,0,-0.101405118643322,0,0,0.0904743815895337,0,0.0874788342654422,0,0,0,-0.118795837804859,0,0.270301293925816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325292451853854,0,-0.0220449051242311
X601628.CH.EQUITY,0,0,0.144564508559004,0.07286843285128,0,6.93889390390723e-18,0,0,0,0,0.0492356457309058,0,0,0,0,0,0.0666352141232066,0.0941924650914521,0,0,0,0,0,0,0,0.0812971807782464,0,0,0,0,0,0,0,0.0349419495150171,0,0.23024893150779,0,0,0,0,0,0,0.133111299721557,0,-0.0404754475636763,0.0848540874113159,0,0,0,0,-0.00172655275240851
X601328.CH.EQUITY,0,0,0.0665015714158154,0,0.000896410148344322,0,0.0468438376676614,0.00578705803841818,0,0,0,0.116063901515324,0,0,0,0,0,0,0,0,0.0128707601929194,0.200602230458961,0,0,0,0,0,0,0,0,0,0.150597253606794,0,0,0,0,0,0,0.170693686052023,0.267131846610794,0,0,0,0,0,0,0,0,0,0,0
