,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.426459143289867,0,0,0,0,0,0,0,0,0,0,0,0.0695686549186891,0,0.138464809267166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681715932491951,0,0,0,0,0,0,0,0,0,0.0777911244654745,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791,0,0
X601939.CH.EQUITY,0,0,0,0.725097401295797,0.0318628807410596,0.0537880009681637,0,0,0,0.234246618298055,0,0,0,0,0,0,0,0,0,0,0.0502172837411152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023309350657444,0,0.0230730950179142,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.180379128173784,0.0847573084953723,0,0.635197064699477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366432650488355,0.0523543346246128,0.0458058086157508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119321495787533
X5.HK.EQUITY,0,0.0653693768793034,0,0,0,0.146617903117701,0,0.313353677919142,0,0,0,0,0,0,0.0102613447240248,0,0,0,0,0,0,0,0,0,0,0.011037153497086,0,-0.181629286502087,0,0,0,0,0,0,0,0,0.116734380150281,0,0,0.287748024277025,0,0,0,0,0,-0.0867450386746557,0,0,0.0543206623720416,0,0
X601988.CH.EQUITY,0,0,0,0,0.3648081282709,0,0,0,0,0,0,0,0,0,0,0,0,0.0832940405868718,-0.107995765359782,0,-0.0881768821035829,0,0,0,0.290689223050293,0,0,0,0,0,0,-0.247778923409589,0,0,0,0,0,0,0,0,0.130983443537788,0,0,0,0,0.0363587086255235,0,0,-0.0285479146650129,0.140142593608422,0
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.191340474305636,0,0,0,0,0,0,0,0.0898020441991153,0,0,0,0,0.193724297506759,0,0,0,0,0,0,0,0.0316633052612824,0,0.0849509779029911,-0.209888449444864,0,0.0697870347485552,0,0.0582086181383634,0,0,0,0.409091000087449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586691861830762
X601628.CH.EQUITY,0,0.109951243343151,0,0.00633411537395495,-0.0905825217992669,0,0,0,0,0,0,0.0298308695924571,0,0,0,0,0.180309749511515,0,0,0,0,0,0,0,0,0,0,0.0153056702070834,0,0,0,0,0,0,0.425348526158136,0,0,0,0,0,0,0.202367917596121,0,0.0851545831477315,0.0701375397337394,-0.0203534762420595,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0858733334013969,0,0,0,0.397741668319635,0,0,0,0,0,0.434576673874894,0,0,0,0,0,0,0,0.151511816732514,0,0.237590798960328,0,0,0,0,0,0,0,0,0,-0.113928262434447,0,0,0,-0.0666470530245461,0,-0.125883013268257,0,0,0,0,0,0,0,-0.139550749073649,0,0,0,0
X601166.CH.EQUITY,0.11002823957388,0,0,0.213177836090151,0,0,0,0,0,0,0,-0.029278707615118,0.316583691688563,0,0,0,0,0,0,0.0184164196569737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399781363261947,0,0,0,0,0.0599566991192693,0,0,0,0,0,0,0,0,0.107244358151687,0
X601319.CH.EQUITY,0,0.0502287068753454,0,0,-0.16206141828552,0,0,0,0,0,0,0,0,0,0,0.00501032544073122,0,0,0,6.93889390390723e-18,0.0163185759023892,0,0,0,0,0,-0.0600765369991565,0,0,0,-0.00513425088955827,-0.00224490610729843,0,0,0,0.0357983952542502,-0.0600259445388398,0,0.131801170969009,0,0,0,0.380042583315756,0,0,0.110755313765691,0,0,0,0,-0.222655962145357
X600000.CH.EQUITY,0,0,0.273358465679287,0,0.0533786414401454,0,0,0,0,0.193480679153396,0.249439581884492,0,0,0,0,0,0,0,0,0,0.125294281545493,0,0,0,0,0,0.197756490122965,0,0,-0.154617197975933,0,0,0,-0.0495974878515804,0,0,0,-0.141766982553648,0,0.0473095444874636,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0473027869055131,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0214612452075247,0,-0.268161263349632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18322589790844,0.142127028239528,-0.11439813224694,0,0,0.168165598115808,0.416243573315484,0,0,0,0,0,0,0,0,0,0.428688725937931,0,-0.068658489333098,0,0
X11.HK.EQUITY,0,0,0.148441585859377,0,0.0417471330433634,0.21424535436464,0,0,0,0,0,0.130658599436636,0,0,0,0,0,0,0,0.0882234546416232,0.00769047167958775,0,0,0,0,0,0,0,0,0,0,0.599755570292926,0,0,0,0,0,0,-0.153151353525818,0,6.93889390390723e-18,0,0.243654240913522,0,0,0,0.045078119017457,0,0,0,0
