,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.288668323103643,0,0,0,0,-0.0518486331338339,0,0,0,0,0,1.38777878078145e-17,0,0,0.121105366653934,0,0,0.142830871230502,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.194175926410272,0,0,-0.0575558010573961,0
X601318.CH.EQUITY,0,0,0,0,0,0.178033043675738,0,0,0.0552248122996814,0,0.0487483601822781,0,0.0780213437705599,0,0,0,0,0,0,0.461053615797154,0,0,0,0,0,0,0,0,0.0972562211560674,0,0.118682584793775,0,0,0,0,0,0,0.0643015919333364,0,0,0,0,0,0,0,0,0,0,0.0221622206532922,0,0,-0.156838872198178
X601939.CH.EQUITY,0,0,0,0,0.132718850378895,0,0.286120152182293,0,0,0.064257359933605,0.027470171763143,0,0,-0.122303794723451,0.0278325089446438,0,0,0,0,0,0.076587818698643,0,0.460000110444296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195287344662901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0776082177606918,0,0,0,0,0,0,0,0,0,0,0.203678236237519,0,0,0,0,0,0,0.126788491578279,0,-0.179228176199703,0,0,0.132144744912957,0,0,0,0,0.248525731243565,0.365382592399791,0,0,0,0,0,0,0,0,0,0,0.0650768287276457,0,0,0,0,0,-0.120582378071478
X601288.CH.EQUITY,0.163123345018957,0.00134729620422955,0,0,0,0,0.0937198328796667,0,0,0.0439563649359285,0,0,-1.73472347597681e-18,0,0,0.321712637779258,0,0,0,0,0.110352447789257,0,0.214957601069908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101072388896269,0,0,0,0,0,0,-0.0515580848090226,0,0.0269837752642419,0,0,-0.0481232448648785,0,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.218635008833108,0,0,0.202647323688413,0.271317405924611,0,0,0,0,0,0,0,0,0,0.155781750559336,0,0,0,0,0.168470788946228,0,0,0,0.0343787119111287,0,0,-0.0279154623931213,0,0,0.103950283469306,0,0,0,0,0,0,0,0,0,0,0,0,-0.150582182889878,0,0,0,0,0,0,-0.0453212197597717,0
X1299.HK.EQUITY,0,0,0,0,-0.18362935162726,0,0,0,0,0.336053519858311,0,0,0,0,0,0,0,0.131470152851725,0,0,-0.029410047197205,0,0,0,0.049266081835248,0,0.424889372040812,0.12702912519743,0.0983356086376796,0,0,0,0,0,0,0,0,0.00173459379747248,0,0,0,0.0486510184969338,0.0110784077962976,0,0,0,0,0,0,0.0280219873466145,0,-0.0613647778756928
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121747837354193,0,0,0,0,-0.067129541942817,0,0,0,0,0,0,0,0,0.433532066061645,0.0842679032471094,0,0.0369016127707898,0,0,0.135639723710238,0,0,0,-0.00208350977251912,0,0,0,0,0,0.306911883455563,0,0.183699642418369,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0906408053680902,0,0.108969693582906,0,0,0,0,0,0,0,0,0,0,0.352076317019656,-0.04429992986668,6.93889390390723e-18,0.0265919643219137,0.0153037458786331,0,0,0,0.357302075941011,0,-0.197029719817177,0.304628209032367,0,0,0,0,0,0,0.1545978559418,0,0,-0.296319072303845,0.0719684042145851,0,0,0,0,0.177459664441763,-0.0739477498616013
X601658.CH.Equity,0.0901911200278783,0.0763413922809794,0,0,0,0,0,0.110068134962451,0,0,0,0,0.08727626514468,0,0,0.29346979565034,0,0,0.051147733278019,0,0,0,0.0362651712534973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710675890601178,0,0,0,0,-0.113058362914676,0,0,9.9771179214881e-05,0.20044435917625,0.038107116773863,0,0,0
X601166.CH.EQUITY,0.0169249066858248,0,0,0,0,0,0,0,0,0,0,0,0.0518275243850074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33402716154658,0,0,0,0,0.0427480211637422,0,0,0,0,0,0.0523342911221902,0,0,0,0.198189247987992,0,0.240659856402046,0.0111015558872589,0,0,0.0282622580913944,0
X000001.CH.EQUITY,0,0,0.0599807406287325,0.0159771243126571,0,0.539646955530122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239514282084296,0.0769337060275462,0.0524357354766527,0.00817376561594288,0,0,-0.254940333024787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19710257293646,0,0.539270655867603,0,0.0285368199190405,-0.0697977296562325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363763582333962,0,0,0,0.120206005980027,0,0,0,0,0,0,0,0,0,0,0.256155099569403,0,0
X000002.CH.EQUITY,0,0,0,-0.309899835660426,-3.46944695195361e-18,0,0,0,0.204168143770945,3.46944695195361e-18,0,0.117631964686181,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.100478256485267,0,0,0,0,0.129843111466849,0,-3.46944695195361e-18,0,0,0,0.0789413824007961,0,0,0,0.0058004595936275,0,0,0,0,0,0.024632586340204
X601328.CH.EQUITY,0,0.0920536850880349,0,0,0.0411781884878744,0,0.0494075200431997,0,0,0,0,0,0,0,0,0,0,0,0.171175275719384,0,0,0.176295523033038,0,0,0,0,0,0,0.091563170206813,0,0,0,0.0755180975508512,0,0,0,0.0315253291559977,0.0419260734250935,0,0.0932464956526989,0,0,0,0,0,0,0,0.218630347915154,0,0,0,0
X601601.CH.EQUITY,0,0.434310225472343,0,0.129365321116928,0,0,0,-0.0306365572175128,0,0,0,0.124379712742136,0,0,0,0,0,0,0,0.27009531528828,0,0,0,0,0.00346626931760823,0,0,0,0,0,-0.140403328293425,0,0,0.185498967666323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
