,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.121375592755976,0,0,0,0.208790456910824,0,1.38777878078145e-17,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.236203895540935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295949155276991,-0.0149750030457209,0,0.0511445479261781,0
X601939.CH.EQUITY,0.145733878251509,0,0,0.396191632533753,0,0,0,0,0,0,0,0,0,0.115915768903573,-0.0407350624404823,0,0,0,0,0,0.00689028364192951,0,0,0,-0.101844089789849,0.314565004497081,0,0,0,0,-0.130261012028899,0,0,0,0,0,0,0,-0.0190749083079937,0,-0.0424368638715681,0,0,0,0,0,0,0.172472031094039,0,0,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261709043111678,0.0777617615875477,0,0.22605384411114,0,0,0,0,0,0.37051369195842,0,0.174875747080062,0.0438150605472818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176213957509471,0,0,0,0,0,0,-0.0427051309551888,0,0,0,0,0,0,-0.123691277549009,0,-0.060018863334845,0,0
X601988.CH.EQUITY,0,0.0525654968652533,0,0.383201545885934,0,0,0,0,0,0.321176584115159,0,0,0,0,0,0.101420183776095,0,0.113680778913112,0,0,0,0,0,0,0.166438621686206,0,0.0839559952050267,0,0,0,0,0,0,0,0,0,0,0,-0.561815558899658,0,0.024294993279771,0,0,0,0,0,0,0,0,0,0,-0.245361824275769
X600036.CH.EQUITY,0,0.175149139787042,0,0,0,0,0,0,0.0971752290328291,0,0,0,0.0355143496911793,0,0,0,0,0.175187845548984,-0.00181255840242906,0,0,0,0,0.181230020288528,0,0,0,0,0,0,0,0,0.369970214254089,0,0,0,0,0,0,0,0,0,0.0430041929070371,0.00829791500119379,0,0.0893645707727066,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.342180164657047,0,0,0,0,0,-0.156817936326252,0,0,0,0,0.0853323949807193,0,0,0,0,0.210672525879799,0,0,0,0,0,0,0.0634000972558236,0,0,0,0,-0.0129846738210433,0,0,0,0,0,0,-0.0542004190569629,0.0688774003248132,0,0,0,0,0,0,0,0,0.183299768969504,-0.0803949926667579
X601658.CH.Equity,0,0.145501118437649,0,0,0.0151740230785086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394241816035581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187780139941443,0,0,0.111777023816844,0,0,0,0,0,0,0.00877200663512769,0,0,0,0,0,0
