,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.445543333798341,0,0,0.0124213840831895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232414814005248,0,0,0,0,0,0,0,0,0,0,0.183688690406436,0,0.0456374392691153,-0.0134963971326429,0
X601318.CH.EQUITY,0,0,0,0,0.147959602958955,0,0.0357020652573155,0.0952017829033116,0.067559174592497,0,0.0826206754614723,0,0,0.0139811153835658,0,0,0,0,0.125521919527078,0,0.368241435427157,0,0,0,0,0,0,0.121882926231578,0,0,0,0,0,0,0,0,0,0.0414654706855542,0,0,0,0,0,0.0235992460154789,0,0,0,0,0.0141797716152659,0,0,-0.136833017525246
X601939.CH.EQUITY,0,0.0854110402286269,0,0.165730065920124,0,0,0,0,0,-0.0163899986095273,0,0,0,0,0,0,0,0,0,0.0353696897232159,0,0.844825889327989,-0.22784836618527,0.0450859059696924,0,0,-4.33680868994202e-19,0.0433232195366922,-0.167333068261789,0,0,0,-0.0194213245038045,0,-0.043471921394327,0,0,0,-0.0306970202200101,0,0,0,-0.0871965708475509,0,0,0,0,0,0,0,0,0.0828538087679672
X601288.CH.EQUITY,0.113435300708315,0,0.0753081427603529,0,0,0.0875761681596763,0.406998177057466,0,0,0,0,0,0,0,0,0.0488706138672532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212328593094474,0,0,0,0,0,0,0.118602339133711,0
X600036.CH.EQUITY,0,0.180588265148609,0,0,0,0.0689130319094508,0.0920761832883099,0,0,0,0,0,0,0.208103963284765,0,0,0,0,0,0,0,0,0,0,0.0285823609913286,0.316870358492944,0,0,0,0,0,0.0880262501001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0646234523653321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133199596661692,0,0,0,0,0.227905902101589,0,0,-0.075986078503093,0,0,0,0,0,0,0.101789578335843,0,0,0,0.631141266656594,0,0,0,-0.0628366816005328,0,0.118638122425316,0,0,0,0,0,0,0,0,-0.0564824279873538
X601988.CH.EQUITY,0.090624135247365,0,0,0.22979721975606,0.335114150589491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255526296835848,0,0,0,0,0,0,0,0.120365297470966,0.0665886259927819,0,0,0,-0.0229297406164762,0,0,0,0,0.176748652070948,0,0,1.0842021724855e-19,-0.161216178578414,0,0,0,0,0,0,0,0.203431683288054,0,0
X1299.HK.EQUITY,0,0,0,-0.0455040707690342,0,0,0,0,0,0.139295839924227,0,0,0,-0.169786122905132,0,0,0,0,0,0,0,0,0,0,0,0,0.239674229650126,0,0.0187623172954331,0,0,0,0,0,0,0,0,0,0,0.0979741035160063,0.12837740421845,0.0625052266850504,0,0.0745620486799501,0,0.0265146916137056,0.171551848397994,0,0.139059966115168,0,0,0
X5.HK.EQUITY,0,0.0170478461234797,0,0,0,0,0,0,0,0,0,0,0,0,0.0967175597614933,0,0,0,0,0,0,0,0.0557095946618884,0,0,0,0.122713263005376,0,0.61814847058557,0,0.0336871618693774,0.13597138882103,0,0,0,0,0,3.46944695195361e-18,0,0,-0.111750139964334,0.0919760576927413,0.189383085949451,0,0,0,0.10676032914328,0,0.182361865790172,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0565967268721966,0,0,0,0,0,0.00811655549561499,0,0,0,0,0,-0.160539187024655,0,0,0.446518326062784,0,0.130257258131877,0,0,0,0.247858962974483,0,0,0.181225462155319,0.197128557287772,0,0,0,0,0.230915888208961,-1.0842021724855e-19,0,-1.73472347597681e-18,0,0.0144129337126972,0,-0.379825248878027,0,0,0,0,0,0.0530919607013039,0
