,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.357241416546074,0.0786345311383683,0.116507382062054,0,0,0,0,0,0,0.213880962576727,0,0,0,0,0,0,0,0,0,0,0,-0.0365707207021189,0.0288782720202358,0,0,0,0,0,0,0.0146073037510039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329472296959375,0,0,0,0.02113622246109,0.158964816732622,0
X601939.CH.EQUITY,0.396346741067422,0,0,0.186436513597464,0,0,0,0,-0.0372840686029163,-5.42101086242752e-20,0.143199801108867,0,0,0,-0.0803404159823341,0,0,0,0,0,0,0,0,0.17853420366516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598765917416973,0,0,0,0.0969413320265082,-2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377075141443321,0,0,0,0.214148471163072,0,0,0,0,0,0,0,0,0.146996084529068,0,0,0,0,0,0.0913976170788939,0.0343175665712504,0,0,0,0,0,0,0,0,0,0,0,0.0843490046390473,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.535060284083133,0,0,0,0,0,0.268497152296706,0,0,0,0,0,0.0912417594973492,0.110725605207816,0,0,0,0.0325634430313649,0,0,0,0,0,0.0788547136473386,0,0,0,0,0,0,0,0,-0.538714827281311,0,0,0,0,0,0,0,0.176710765196613,0,-0.058838198068322,-0.0828718386678216,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0
X1299.HK.EQUITY,0,0,0,0,0.0353273572218601,0,0,0,0,0,0.0348063883408651,0,0,0.187237742515357,0,0,0.0341614019715182,0.502058915554928,0,0,0,0,0.115532123201373,0,0,0,0,0,0,0.0173683149868695,0,0,0,0,0,0,0,0,0,0.0849995224069763,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15228635835237,0,-0.179451572913819,0,0,0,0,0,0.508407049871045,0,-0.251572754060429,0,0,0.745335880768225,0,0,0,0,0,0,0,0,0,0.403586120136989,0,0,0,0,0,0,-0.264361313697726,0,0,0,0,0,0.0164349592937569,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130761763773701,0,0,0,0.00502838264127674,0,0,0,0,0.36809015579816,0,0,0,0,0,0,0,0,0,0,0,0.0300207592158383,0,0,0.0741465724132545,0,0,0,0,0.247531450156193,0.0491748909932798,0,0,0,0,0.039064431061778,0,0,0.165099990337198,-0.0276910085071227
X601658.CH.Equity,0,0,0,0.150355789737503,0.147165705017712,0,0,0,0,0,0,0,0,0.128476813403611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168868887422455,0,0,0,0,0,0,0,0,0.214409196208964,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.334562311907775,0,0,0
