,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.116186825120852,0,0,0,0,0,0,0,0.239642417575422,0,0,0,0,0,0,0,0,0,0,0,-0.142728680456069,0,0,0,0,0,0,0,0,0,0.145828627801133,-0.267338369514654,0,0,0,0,0.615368440761135,0.0367351981653588,-0.196272477744743,0,0,0,0,0,0,0,0,0.209926165427707
X601318.CH.EQUITY,0,0,0,0.00594293322517058,0,0,0.163607213149346,0,1.38777878078145e-17,0.0250007508051865,0,0,0,0,0,0,0.0615340200669325,0.122892491896409,0,0,0,0,0,0,0.0384626526736289,0,0,0,0,0.0528769634106883,0,0,0,0,0,0,0,0.0108516793803161,0.601434656066691,0,0.015273433621962,-0.0794511955726643,0,0,0,0,0,-0.048295595917752,0,0,3.46944695195361e-18
X601939.CH.EQUITY,0.282199733281042,0,0,0,0,0,0,0,0.0521442388512192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395672525334807,0,0,0,0,0.116489112337089,0,0.0206619698574081,0,0,0,-0.0834008241869981,0,0,0.38384467867828,0,0,-0.0206873171522685,0,0.110913226944062,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0337778366851552,0,0,0,0.234138321231429,0,0,0,0.000910809533412208,0,0.0915977980075825,0.0161897635436267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257219867337197,0,0,0,0,0,0,0,0,0,0,0.200479180698204,0,0,0,0,0,0,0,0,0.122735420088518,0,0,0.133942745797653
X5.HK.EQUITY,-0.0933308920216363,-0.0370982555422143,0,0,0,0,0,0.0778875265166149,0,0,0.087698601083325,0,0,0,0,0.0447646401343091,0.229166617707852,0.00949884707855045,0,0,0.289105029005206,0,0,0.404453852634955,0,-0.033152637201341,0,-0.00396216211441712,0,-0.32660076979044,0,0,0,0,0,0,0,0,0,0,0.250791388139071,-0.0603210827240923,0,0,0,-0.133237754334482,0,-0.240556446059805,0,0,0.103417836083268
X601988.CH.EQUITY,0.233508802952951,0,0,0.576294399185774,0,0,0,0,0,0,0.106500885972561,0.113317422967319,0,0,0,0.0312451916336856,-0.0605455228058393,0,0,0,0,0,0.0106443260885719,0.054685279164792,0,0,0.0248973752518928,0,0,0,0,0,0,0,0,0,0,0.0168022110419149,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.286677786529052,-0.0205863978737033,0,0,0,0,0,0,0.276908564513513,0,0,0.416954068306461,0,0,0,0,0,0.0263500473112697,0,0,0,0,0,-0.243983161005902,0.0954448748244047,0,0.0415967001791907,0,0.154652859390706,0,0,0,0,-0.125021459814962,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.435513858579076,0,-0.167745233984693
X1299.HK.EQUITY,0,0,0.022860981787584,0,0,0,0,0,0,0,-0.0640763201369508,0,-0.082501922033288,0,0,0.350881668496738,0.129503315646717,-0.0102304535262371,0,0.143329128775662,0.248397505439922,0,-0.0563431961399162,0,0,0.233388468962618,-0.0594184096241967,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187342703807572,0,0,0,0,0,0,0,0,0,0,-0.210645433648922
X601628.CH.EQUITY,0,0.109618205313019,0,0,0,0,0,0,0,0,0,0,0,0.287124481207181,0,0,0,0.0542832785400652,0.0621075941859376,0,0,0,0,0,0.0940430441417144,0,0,0,0,-0.0471138606011287,0,0,0,0,0,0,0.0930089415113244,0,0.158090058637402,0,0,0,0,0,0,0,0,0,0.0865335576841835,-0.0100551398331737,0
X601328.CH.EQUITY,0,0.286818042060784,0.113935348567596,0.381332242556161,0,0,0.194152276065767,0,0,0,0,0,0,0,0,0,0,0,0.0634937973982557,0.0350912647801193,0,0,0,0,0,0,0.249700955483524,0,0,0,-0.00926496022519328,0,-0.323556396856932,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.330305503839599,0,0
