,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.112454824148163,0,0,0,0,0,0,-0.0513576871783355,0,0,0,0,0,0,0,0,0,0,-0.0871552494255772,0,0.0230094875268883,0.544407928581317,0.483706776439995,0,0.169342029998001,0,-0.185352223844643,-0.125968064942358,0,-1.73472347597681e-18,0,0,-0.0826392977197794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.23966513476756,0,0,0,-0.0880744809298198,0,0,0,0,0,0,0,0.015049715650036,0,0,0,0,0,0,0,0,0,0,0,0.0651147661809938,0.191539449076094,0.027724834247619,0,0,0,0.217848682361797,0,0.123921000232927,0,0,0,0,0,0,0,0,0,0,0,0.0645660603466519,0,0
X601939.CH.EQUITY,0,0.00585461559729433,0,0.814254810295505,0,0,0,0,0,0.00020578682265298,0,0,-0.0315949569664097,0,0,0,0.0783710335533879,0.106261314375464,0,0,0,0,0,0,0,0.00630468439687108,0,0,6.93889390390723e-18,0,0.0436634034912952,0,0,0,0,0,0,0.0450174226607368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.910638641788657,0,-0.0893406689625938,0,0,0,0,0,0,0,0,0,0,0.031386319940272,0,0,0.12242991838737,0,0,0,0,0,0,0.0446261585640273,0,0.0299219036605258,0,0,0,0,0,0,0,0.0186337554805074,0,0,0,-0.0257329855281056,0,-0.0787103096639588,0,0,0,0.00653337341078464,0,0,0,0,-0.0534874617406177,0
X601628.CH.EQUITY,0.00844976434463605,0,0,0,0,0,0,0,0,0.279609487698357,0,0.173923919194997,0,0,0,0,0,0,0,0.298184396782895,0,0,0,0,0,-0.0938144662689272,0,0,0,0,0,0,0,0,0,0,0,0.227886994818882,0,0,0,0,0,0,0,0.0837296953800583,0.295558395314321,0,0,0,0,-0.0043502362653497
X600036.CH.EQUITY,0,0,0,0.327911939039858,0,0,0,0,0.0689581364799559,-1.73472347597681e-18,0,0,0,0,0,0,0.145189478298718,0.141862942442626,0,0,0,0,0,0,0,0,0.115404975799449,0,0,0,0.147635476690936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472943819402168,0,0,0,0.00402989928546873,0,0,0.00879616000603513
X601988.CH.EQUITY,0,0,0,0.0152595375173128,-0.153510573808394,0.0606580311310232,0,0.0657526451212719,0,0,0,0,0,0,0,-0.000100271665719395,0,0,0,0,-0.0573941764591271,0,-0.0168343601201487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10192814378479,0,0,0,0,0,0,0,1.05299702255433,0.0127253657526024,0
X1299.HK.EQUITY,0,0,0,0,0.0688526145590067,0,0,0,0,0.0932403334240166,0,0,0.0483523339308816,0,0,0,0,0,0,0,0,0,0.227353932392234,0,-0.120561340712068,0,0,0.0108363112681777,0,0.257469582035994,0,0.209766298361817,0,0,0,0,0,0,0,0,0.210797436016236,0,0,0,-0.0585816639969404,0,0.107228920686578,0,0.0452556014172589,0,0,-0.0418189176391546
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664283583958619,0,0,0,0,0,0,0.253624303156265,0,0.460376987956938,-0.0513216703153632,0,0,0,0,0,0,0,0,-0.116607426237603,0.0758206307214417,0,0,0,0,0.00848818092752564,0.0389190725605465,0,-0.158203004720518,0,0.0408927008448159,0,0.148026679470394,0.0321452287493495
X388.HK.EQUITY,0,0,0,0,0.258002773064909,0,0,3.46944695195361e-18,0.121214800601155,0,0,0,0,0,0.0139471786469982,0,0,-0.449497065610053,0,0,0,0,0.572801946793088,0,0,0,0,0,0.217187397287967,0.134393519192833,0,0.0217335286504159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703922342982879,0,0,-0.0829832393761044,0,0,0
X601658.CH.Equity,0,0,0.242840769341955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289463468224213,0,-0.0863765802974028,0,-0.0319916865725376,0,0,0,0,0,0,0.0133030952028194,0,0,0,0,0,0,0,0,-0.0512291735002035,0,0.457046252844434,0,0,0,0,-0.0844706322705439,0,0,0,0,0,-0.0210231694604147
X600030.CH.EQUITY,0,0,0,0,0.0357283342037899,0,0,-0.0774429427493903,0,0.0894880789304833,0,0,0.231254557640102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333928079581394,0,0,0,0,0.0598292210848321,0,0.219367386317762,0,0,0,0.249014822149483,-0.0222065677665966,0,0.0703182129126591,0.0933845685314231,0,0,0.0703150034226309,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0212149249080906,0,0,0.0699862148863508,0,0,0,0.707368081396077,0,0,0,0.00897024652994811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132524021422032,0,0.168191529084491,0,0,0,0,0,0,0.0702518498610226,0,-0.000711747727701451,0,-0.0312428134218697,0
X601166.CH.EQUITY,0,0,0,0,0,0.128205763531866,0.256483517419687,0.011532307419098,0,0,0.053641525838314,0,0,0,0,0,0.0406017161491212,0,0,0,0,0.0658034101151136,0,0,0,0,0,0,0,0,0,0,0.0931097507025159,0,0,0,0,0.0188582397569412,0.0227386548769136,0,0,0,0,0,0,0,-0.0206699692702144,0,0,0.378117487161001,0,0.0261913122274625
X601328.CH.EQUITY,0,0,0,0.0463210162069749,0,0.112394254401567,0.020591112709944,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0290012855033366,0,0,0,0,0.373973332677506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.251567027212479,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.273358966336379,0,-0.0635380159660727,0,0,0,0,0,0,0,0.16064514724832,0.035956519967304,0,0,0,0,0,0,0.101478627163114,0,0.0211799184938694,0,0,0,0,-0.107489983281343,0,0.0276644146826356,0,0,0,0,0,0.105161725230604,0,0,0,0,0,0,0,0.0357115150721738,0,0,0,0,0,0,5.42101086242752e-20,0
X600000.CH.EQUITY,0.0307328292867297,0,0.40146235147817,0.0248373524153213,0,0.0901158406874676,0,0,0,-0.0368814135003593,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211026304330724,0,0,0,0.284192605423902,0,0,0,0,0,0,0.688654335326235,0,0,0,0.155180002170495,0,0,0.0962283844463561,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.340235814831816,0,0,0,0,0,0,0,0,0,0,0.0432777615618866,0,0,0,0,0,0,0,0,0.0477584931705314,0,0,0,0.105185473030998,0,0,0,0,0,0,0,0,0,0.250962249282868,0,0,0,0.0723914153309535,0,0,0,0,0.0389779753694618,0,0,0
X601319.CH.EQUITY,0,0,0,0.164880633740295,0,0,0,-0.0681451266093201,0,0,0,0,0,0,0,0.177606662935296,0,0.0235308957991034,0,0.17284717232261,0,0,0,0,0.00128753407039426,0,-0.0158758506069546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140063873210348,0,0,0,0,0.242782367455842,0,0,-0.0561327136787902,0
X601601.CH.EQUITY,0,0,0,0,0.347428341992102,0.110273973169229,0,0,0,0,0,0,0,0,0,0,0,0,0.25216519875411,0,0,0,0,0.068200275711009,0,0,0.0522209465619352,0,0,0,0,0,0,0,0,0,0,0.0372406326359416,0,0,0,0,0,0.356643466568241,0,0,-0.176175503274343,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.252113778794208,0.0510114022360075,-0.0336542990131685,0,0,0,0,0,0,0.0152494531066672,0,0,0,0,0,0,0.0569230896109767,0,0.0633315367674562,0,0,0,0.0645128215266424,8.67361737988404e-19,0,0,0,0,0,0,0,0.103412025378324,0,0.420539533415938,0.0199939889631225,0,-0.0481089199094632,0,0,-0.0422912176052082,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0360591578692077,0,0,0,0,0,0,0,0,0,0.11062212194203,0.113900661104101,0,0,0,0,0,0,0,0,0,0,0.1338038677489,0.212486914893664,0,0,0.00837679361616687,8.67361737988404e-19,0,0.000749037122568416,0,0.075874227561657,0,0,0,0,-0.0775705950022177,0,0,0,-0.0748993624011708,0.0379470304191197,0,0,0.201309639123677,-0.0226464112909551,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.0620932633314824,0.169136359966083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475251159668912,0,0,0,0,-0.104927502916938,0,0,0.114948127273658,0,0,0,0,0,0,0,0,0.188283937616406,0,-0.0369113052478805,0,0,0,0,0,-0.0392866732430387,0.0595250757187095,0,0
X688.HK.EQUITY,0.323341318586864,0,0,0,0,0,0,0,0.00956235455823411,0,0,0,0,0,0,0,0,0,0,0.0714486799249778,0.369611904838327,0,0.308329850463557,0,0,0,0,0.0129161814490906,0,0,0.0162403641999057,0,0,0,0,0,0,-0.110731861493607,-6.93889390390723e-18,0,-1.73472347597681e-18,0,0,0,0,0,-0.0126945715915066,0,0,0,-0.0608403990411233,0.0169567163668392
X601998.CH.EQUITY,0.243252492581044,0,0,0,0,0,0,0,0,-0.0247303667594057,0,0,0,0,0,0,0.0102658406261278,0,0.100604359738031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158888625212665,0,0,0,0,0,0.17283511211623,0,0.524546340632807,-0.0750637873376179,8.67361737988404e-19
