,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0343184717363304,0,0.62158344823132,0,0.0705947664049333,0,0,-0.0503337990537311,0,0,0,0,0,0,0,0,0.0857296800678315,0,0,0,0,0,0,0,0,0,0,0.0467078782624863,-0.0461527993908434,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135461222429969,0,0,0,0,0.163139391627428,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.102019893712503,0,0.0437720217616186,0,0,0,0,0,0.12305058815894,0,0,0,0,0,0.485362098243539,0,0,0,0,0,-0.00942282732125399,0,0,0.0837822170009467,0,0,0.0823129724494166,0,0,0.0808740602420354,0,0,0.0709795945534763,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.168811440244199
X601939.CH.EQUITY,0,0,0,0,0.403873984709124,0,0.110680977611781,0,0,0,0.158556985086437,0,-0.0929754469157322,0,0,0,0,0,0,0,0.0249085345411269,0,0,0.533412200220166,0,0,0,0,0,-0.00860755275547649,0,0,0,0,0,0,0,0,0,-0.16214772241284,0,0,0,0,-0.0441966015776576,0,0,0,0,0,0,0.0525898029530104
X601628.CH.EQUITY,0,0,0,0,0,0.0681417659798289,0,0,0,0.0111425632383792,0,0,0,0,0,0,0,0.34145770702332,0,0,0,0.0752799441175895,0.195252435754573,0,0,0,0,0,0.0442372809165687,-0.0605478051043515,0,0,0.340259517819367,0,0.0317515657138801,0,0,0,0,0,0,0,0,0,0,0,0.0431462409334912,0,0,0,0,-0.108718873857962
X601288.CH.EQUITY,0.0483047061110785,0.0459100605908436,0.0807358845342788,0,0,0,0.206018569711102,0,0,0.0578834578353695,0,0,0,0.0699317978098518,0,0,0.100065030468911,0,0,0,0,0,0,0.221076517018922,0,0,0,0,0,0,0,0,0,0,0,0,0.195891733342482,-0.000831097492373084,0,0,0,0,0,-0.0639969035276642,0,0,0,0,0,-0.0454154058094692,0,0
X600036.CH.EQUITY,0.00983961776025742,0.236976966875533,0,0,0.0836586106225881,0,0,0.128981288713865,0,0,0,0,0,0.277628674829859,0,0,0,0,0.118912283942273,0,0,0,0,0,0.257012518334206,0,0,0,0.0633993798016869,0.016337834356448,0,0,0,0,0,0,0,0.00125434153370932,0,0,0,0,0,0,0,0,0.024779067817288,0,0,-0.0238202858188623,0,0
X601988.CH.EQUITY,0.0616035126898774,0,0,0,0.25590633191799,0.339094964127499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862647608546507,0,0,0,0.0577323901994928,-0.0388817961892591,0,0,0,0,0,0.230116660095239,-0.0324986946181524,0,0,0,0.0454795535057789,0,0,0,0,0.088517405746131,0,-0.108286645310875,0,0,0,0,0,0,0,0.0240054500426959
X1299.HK.EQUITY,0,0,-0.0933918814401343,0,-0.148621923246798,0,0,0,0,0.348006013351511,0,0,0,0,0.134211526519033,0,0,0,0,0,0,0,0,0,0,0.103518188031168,0,0.407416931259679,0.0980257723944103,0,0,0,0,0,0,0,0,0.0104394819678476,0.016074308487615,0.0423619528277253,0,0,0.0137974602922969,0,0.074999831839925,0,0,0.0619034764843348,0,0,0,-0.198045289098198
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.177938063469931,0,0,0,0,0,-0.0787476523393531,0,0,0,0,0.0977840282693482,0,0,0,0,0.0810974056170395,0,0.40085156583269,0.102477169427138,0,0,0,0,-0.0373721106526591,0,0,0,0,0,0,0,0.16568643043293,0.26753613330811,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116393650132908,0,0,0,0,0,0,0,0,0,0,0,0.177044710035037,0.0332728182970801,0,0,0,0.277038474044151,0,0,0,0,0,0,0.0428850910864713,0.201303071205727,0,-0.252707026458292,0,0,0,0.0585862071623584,0,0.196483303563646,0,0,0,0.0154950119933614,0
