,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.531990777892093,0.0542649863911743,0.0478721036420695,0.0366625115104756,0.0781968015603937,0,0,0,0,0,0,0.0372138009944995,0,0,0,0.000977053129968701,0.0719287481007287,0,0,0,0,0,0.0648965866696241,0,0,0,0,0,0,0,0,0,0,0,0,0.00168368367486078,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0
X601939.CH.EQUITY,0.467788646848836,0,0,0.183812747307718,0,0.110188720359657,0,0,0,0.0170218295685305,0.133475386377413,0,0,0,0,0,0,0,0,0,0,0,0.000811163835224392,0,0,0,0.00118046854637635,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00441169531424015,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0646379889274499,0,0.421380820595319,0,0,0.0494715947821903,0,-0.0917028986400649,0,0.0533766938376435,0,0,0,0,0,0,0,0.254061366731968,0,0,0.0705396950661709,0,0,0,0,0,0,0,0.0495335789689018,0.0389759026973595,0.00203433855511339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103464619038193
X5.HK.EQUITY,0,0,0,0,0,0.314935284116218,0,0,-0.129732708106885,0,0,0,0,0,0,0,0.729442393116965,-0.142154340630511,-0.0597222181684554,0,0,0,0.213079505194983,-0.0496920845871128,0,0.235769419590878,0,0,0,0,0,0,0,0,-0.0183085443321727,0,0.0589430837638679,0,0,0,0,0,0,0,0,-0.629457960300158,0,0,0,0.12629972048169,0
X601988.CH.EQUITY,0.0934684259798372,0,0.167485513250392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581461919100941,0,0,0,0.343179800637884,0,0.0785841882131086,0,0,0,0,0,0,0,0,0,0,0,0.0147532211614736,0,0,0,0,0,0.219458297430337,0,0,0,0,0,0,0,0.0510686005336829,0
X600036.CH.EQUITY,0.0460342343065045,0.171054965411158,0,0,0,0,0,0,0.0422481501537126,0,0.0684260926914087,0,0.222586606889675,0,0,0,-0.0490412494381914,0,0.0731772856575862,0,0,0,0,0,0.310966523155865,0,0,0,0,0.126190568676897,0,0,0,0,-0.0296964167604094,0,0,0,0,0,0,0,0,0.00653851407049546,0,0,0,0,-0.0423824896654133,0,-0.0268199544371366
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102825808095635,0,-0.064189218378545,0,0,0,0.244530171403541,0,0,0.0835096891544234,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321010362764662,0,0,0
X601628.CH.EQUITY,0,0.0306751142120025,0,0,0,0,0,0,0,0,0.0545032131968075,0,0.0875705537396137,0,0,0.0115744625288551,0,0,0,0,0,0,0,0,0.0454631068633376,0,0.106920980364911,0,0,0,0,0.237601814881154,0,0,0,0,0,0,0,0,0.0801541244408416,0.195064453571363,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679028862742263,0,0,0,0,0.0898700005183635,0.00892658113930258,0,0,0,0,0.0928918559249469,0,0,0.0124112217240144,0,0,0,0,0.16711925565267,0.0251767136265752,0,0,0,0,0,0,0,0,0.0688437522152968,0,0,0,0,0,0.000486058896983951,0,0,0.190278863257684,0.238189368845717,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.112218178622492,0.0642167450538915,0,0,0.179433491472638,0.123181079637207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970169620611751,0,0,0.136728912292145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123324317207682,0,0,0,0,0.0501952927948654,-0.0116116798841819
