,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.209374304945522,0,0.413219023631082,0,0,0,-0.0116110508091273,0.158787832270609,0,3.46944695195361e-18,0.0734416264853225,0,0,0,0,0,0,0,0,0,0,-0.0799496451901893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616459736673974,0.00614686303731311,0,0.121213432000425,0
X601939.CH.EQUITY,0.35407966192363,0,0,0.286127295997213,0,0,-0.0952293449336991,0,0,0,0.00278269655782687,0,0.140314467849655,-0.0648190043332116,0,0,0,0,0,0,0,0,0,0,0,0.0316900273800177,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.201858142323671,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450001593151197,0,0,0,0.209347644761158,0,0,0,0,0,0,0,0.015965270345094,0,0,0,0,0,0,0,0,0.170186468978441,0,0,0,0,0,0,0.019931945259324,0,0,0,0.0264323089422106,0,0,0,0,0,0,0,0,0,0.0643466268941894,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.105374091681995,0,0.356165640012071,0,0,0,0,0,0.283055179658401,0,0,0,0,0,0,0.254474067534111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101059328054843,0,0,0,0,0,0,0,0,0,0,-0.108234529531638
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882476148794354,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.142079030997069,0,0,0,0,0,0,0,0,0,0,0,0.0135814107199317,0.176945843904133,0,0,0.0313454559336768,0,0,0,0.188423975987299,0,0,0,0,0,0,0,0.0234701108165572,0,0.225270242676243,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165439467953194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138374439114989,0,0,0,0.141137643989523,0,0,0,0.294854203874013,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845831743231366,0,0,0.323598404537286,0,0,0,0,0,0,0,0,0.193549756637549,0,0,0,0,0,0,0,0.0200961233725342,0,0,0,0,0,0,0,0,0.0495324744576359,0,0,0,0,0.0411377451867444,0.0630479771400464,0.0514149077927138,0,0.140562409456158,0,0,0,0.0972602792650895,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
X600000.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.332126537338537,0,0,0,0,0,0,0,0,0,0.16544497252098,0,0.00897226659484842,0,0,0.213533474608877,0,0,0,0,0,0,0.0221819926553233,0,0,0,0,0,0,0,0,0,0.123058704009378,0,0,0,0.113673069847602,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0
