,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.269671442190732,0,0.260236782916188,0,0,0,0,0,0,0,0,0.26770451556569,0,0,0,0.031224713039376,0,0,0,0,-0.145935654994635,0,0,0,0,-0.047842280882072,0,0,0,0,0,0,0,0,0,0,0,0,0.0693563364708629,0,0,0,0,0,0,0,0.0716783933184564,0,0,0,-0.0141746301053118
X601318.CH.EQUITY,0,0,-0.0765409430982826,0,0,0.0415651189208226,0,0,0.21258557151595,0,0,0,0.130113729193714,0,0,0,0,0.222393375621042,0,0,0,0,0,-0.0617846875384368,-0.00848631063602044,0,-0.0821640143477496,0,0,0,-0.167667001705847,0,0,0,0,0.252620859517132,0,0,0,0.196388112007694,-0.224396713953392,0,0.267342462947395,0,0,0.25116774291029,0,0,0,0,0,-0.0547185345698287
X601939.CH.EQUITY,0.610473298067071,0,0,8.67361737988404e-19,0.0243613107283781,0,0,0,0,0,0.137311041602887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350750328203325,0.00597773844359476,0,0,0,0,0.0434577717745423,0,0,0.259053934837298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.489624019310853,0,0,0,0,0.246851296543497,0,0,0,0,0,0,0,0,0,0.00314260718324227,0.0762038229808158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187037497316186,0,0,0,0,0,0,0,0,0,0,-0.059949540612132
X5.HK.EQUITY,0.155591014622609,-0.125955929506452,0,0.111832620725269,0,0.0278252754108281,0,-0.154223260507332,0,0,0,0.135778645166939,0.0482447509643943,0,0,0,0,0,0,0,0.49682913710523,0.0381096067734036,0,0,0,0,0,0,0,0,0.278913111025466,0,0,0,0,0,0,0,0,0,0.00176294577919874,-8.67361737988404e-19,0,0,0,0,0,0.201713796533696,0,0,0.0729890000703423,0
X601988.CH.EQUITY,0.163359311970403,0.144719026515738,0.231024944975338,0,0,0,0,0,0.110537616535054,0,0,0.0748623457368217,0,-0.125563725091885,0,0,0,0,0,0,0.0323267302660324,0,0,0,0,0,0,0,0,0,0,0,0,0.150336064084474,0,0,0.141588623309339,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.14282270168808,0,0,0.0566496215045637,0,0.122622078693598,0,0.35326700724479,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0210661206087481,0,0.0923542170675083,0,0,0.123856633488556,0,0,0,0.0663200942909286,-0.0489737846699111,0.0448911047807882,0,0,0,0,0,0,0,0,0,0.0235447602248498,0,0,0,0.00752355443107382
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0462561604253407,0,0,0,0,0,0.242723066880824,0,0,0,0.0929805918288121,0,0,0,0,0.330359817066679,0,0.18008361886905,-0.0411313726611185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.299422563113501,0.194532808745957,0,0,0,0,0,0.107143781311115,0,0,0,0,0,0,0,0,0,0,0,0,-0.198320066651975,0.108118598201863,0,0,0,0.0537407334259821,0,0,0,0,0,0,0.0449580357912664,0,0.0631064310205061,0,-0.241830194309469,0,0,0,0,0.0356666836736295,0.164312945051275,0,0,0,0,0,0,0,0,0.00728426516863703
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35693034324329,0,0,0,0,0,0,0.502260698783869,0,0,0,0,0.111994275989862,0,0,0,0,0,0,0.241547673227098,-1.73472347597681e-18,0,0,0,-0.386216099412801,0.223369093125483,-0.123658764842207,0,0.236828355216792,0,0,0,-0.213567307232936,0,-0.0853846208694448,0,-0.256568886078659
X601166.CH.EQUITY,0,0,0,0,0,0,0.458192801572263,0.0320353700083715,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0448520056211164,0.0965873911946556,-0.00539439032250568,0,0,0.363205924324457,0,0,0,0,0,0,0,-0.00270228425207178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0848711345859852,0,0,0,0,0,0,0,0,0,0.548043143226225,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342224301911011,0,0,0,0,0,0,0.0548546109206652,0.141140501630765,0,0,0,0,0,0,0.0540294940970997,0,0,0,0,0,0,0,0,0,0,0
