,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0224343346300674,0,0,0,0,0,-0.0794726149342477,0,0,0,0,0,0,0,0,0,0,-0.0110762129183,0,0.485940889008091,0.637358357720271,0.0314218979482213,0,0,0,-0.117437929739936,0.218109228240126,-0.188686908574958,0,0,0,0,-0.287478501077236,0,0,0,-0.0390036181889957,0,0,0,0,0,0,0,0,0,0,0,-0.0274890954829011
X601318.CH.EQUITY,0,0,0,0,0,0.209996691455993,0,0,0,-0.00915184718085611,0,0,0,0,0,0,0,0,0,0.0427388422048488,0,0,0,0,0,0,0,0.0578688773115507,0,0,0,0.0400852990225555,0,0,0,0,0.234599436259438,0,0,0,0,0,0,0,0,0,0.0927487486746389,0,0,0.342060149157745,0,0
X601939.CH.EQUITY,0,0,0,0.825116129411484,0,0,0,0,0,0.0217401328307658,0,-0.0458018366563879,0,0,0,0,0.0737600999248628,0,0,0.0611281937077963,0,0.00894524134807361,0,0,0,0,0.0625627101255131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0501443195223171,0.0301226233400487,0,0
X601288.CH.EQUITY,0.0382867659930981,0,0.878126651964802,0,-0.0612154755558487,0,0,0,0,0,0,0,0,0,0.0278664505175344,0.0108842423798128,0,0,0,0.137825204465294,0,0,0,0,0,0,0.0394873529743255,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.117707122118894,0,0,0,0,0,0,-0.0486775783347387,0,0,0,-0.0473462297882893,0
X601628.CH.EQUITY,0,0.0773744281052782,0,0,0,0,0,0,0,0.06745587338336,0,0.056489341003955,0.435900387112801,0,0,0,0,0,0,0,0,0.0642184599647912,-0.102989805219474,0,0,0,0,0.0551125967075135,0,0,0,0,0,0,0.172758608665076,-0.209483413086879,0.134677198588633,0,0,0,0,0,0,0,0.143165878488507,0.245458060633565,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.408401353407487,0,0,0,0,0,0.0248237334938604,-0.00642764897880453,0,0,0,0,0,0,0.106566054244801,0,0.00488327421990674,0,0.0126828557303321,0,0,0,0,0,0.192378334468958,0,0,0.123021543815319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.134932489823804,0.0927737822059437,0,0.0448216691486166,0,0,0,0,-0.0129133134125271,0,0,0,0,0,0,0,-0.0766327301048788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108970858179987,0,0,0.00776784947694092,0,0,0,0,0,0,1.04495926703855,0,0
X1299.HK.EQUITY,0,0,0,0,0.201595669358815,0,0,0,0,0.197132608672021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194520763411336,0.00487866144824994,0,0.398985375320534,0.303564217086067,0,0,0.14232455942723,0.107865197514702,0,0.0347844335478486,0,0,0,0,0,0,0.037680517065777,0,0,-0.146228990074446,0,0,0,0,0,0,0.105733672449007,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238517991211841,0,0,-0.135659026766141,0,0,0,0,0.0728271504321426,0,0.0524709469969841,0.394826922358819,0.205101569631336,0,0,0,0,0.077354620498169,0,0,-0.200065201363219,0,0,0,0,0,0,0,0.0744115017890236,0,0,-0.122507483310091,0,0,0,0,0.173078019857165,0
X388.HK.EQUITY,0,0,0,0,0.291687457497632,0,0,0,0,0,0,0,0,0,0,0,0,-0.240852354584767,0,0,0,0,0,0,0.473760241114028,0,0,0,0.00482870955973233,0,0,0,0,0,0,-0.039850020610592,0,0,0,0,0,-0.0664168329540669,-0.12060712659985,0,0.0254481011576404,0.259074626621702,0,0,0,0,-0.115603353329944,0
