,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.00253656050182755,0,0.33731240636719,0.110499961765466,0,0.207658109620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165033436211546,0,0,0,0,0,0.0158915497053037,0,0,0,0.0739970371867346,0,0,0,0,0,0.0457103389596673,0,0.0247967463355887,0,0,0,0,-0.0392321537779782,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.062880799318852,0,0,0,0.046850475132495,0.167888220553143,0,0,0,0.0759883036705819,0.0165383466316824,0.0130430180769327,0,0,0.128135757292343,0,0,0,0.151244321023439,0.0760175322283582,0,0,0,0,0,0,0.143469955514545,0,0,0.154771145506393,0,0,0.0245998526364568,0,0.0278818099786329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571019270695651,0,0,0,0,0,0,0,0.168802655152207,0.0778100821340896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602066084501137,0,0,0,0,0,0,0,0,0,0.0729651527190435,0.0912858772132547,0,0,0,0,0,0,0,0,0,0,0.163196030006425,0.13273397191346,0.0586286046533826,0
X601288.CH.EQUITY,0,0,0,0.175687651564394,0,0,0.456237807204511,0,0,0.103351493143942,0,0,-1.73472347597681e-18,0,0,0,0.0586980349661172,0,0,0.0394531615355519,0,0,0,0.0351701041019412,0,0,0.0213533454040939,0,0,0,0,0.104088974075442,0,0,0,0,-0.025554893053842,0,0.0730450612970522,0,0,0,0,0,0,0,0,0,0.0133809117667981,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0728876879693005,0,0.289216926649718,0,0,0.132098885747736,0,0,0,0,0,0,0.154465015485196,-0.202215187393082,0,0,0,0,0,0,0.0825349832259171,0,0.0297557435352067,0.00772707749078329,0,0,0,0,0,0,0,0,0.161804276839327,0.054509017134997,0,0,0,0,0.134904172939613,0,0,0,0,0.0373721836884292
X601988.CH.EQUITY,0,0,0,0,0.368195152157005,0,0,0.00498567620865105,0,0,0,0.0210730200844624,0,0,0,0,0,0,0.245084844020945,-0.023660049767556,0,0,0,0.196627226200525,0,0,0,0,0,0,0,-0.262305917528941,0,0.053664145131181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.196649805686168,0,0.126985081587914,0,0,0,0,0,0.0652689180342171,-0.150743608540518,0.0520737219397166,0,0,0,0,0,0,0,0,0,0,0,0,0.257974058987856,0,0,0.135605290363047,0,0,0,0,0,0,0,0,0,0.236792162201394,0,0,0,0,0,0,0.0650741839416668,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684,0
X388.HK.EQUITY,0,0,0,0,0,0,-0.00924954416499547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08743545219576,0,-0.162119515087198,0,0,0,0,0,0.0367574575650051,0,0,-0.188793244009933,0,0,-0.184675675053294,0,0,0.161444131811172,0.248528692856418,-0.173140088114323,0,0,0.120777738855265,0,-0.0548963622094286,0.553001230618937,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.418266472414138,0.19421370852852,0,0,0,0,0,0,0,0,0,0,0,-0.0147888056315152,0,0,0,0.0823449316163583,0,0,0.276628759991583,0.10007943742135,0,0,0,-0.0357551048735345,0,0,0,0,0,0,0,0,0.150597144910101,0,0,-0.318906860644489,0,0,0,0,0,0,0.241421172969717,0
X000001.CH.EQUITY,0,0.106662980809384,0.0874244286405958,0,0,0,0,0,0,0.242218859700543,0,0,0,0,0,0.280025226492371,0,0,0,0,0,0.0312535617032084,0,0,0,0,0.102422923092433,0.045614299897446,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.140406467341159,-0.212918848086578,0,-0.0739483603002138,0,0,0,-0.143457804128277,-0.0427004995335953
X601601.CH.EQUITY,0,0.234488323721353,0,0,0,0.187491724415772,0,0.00248039184116566,0,0.0267418394244277,0,0,0,0,0.00763665343796328,0,0,0,0.152774785555328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301535404353834,0,0,0,0,0,0,0.221431803705094,0,0,0,-0.0190869004773778,0
X000002.CH.EQUITY,0,0,0.0981851703388476,0,0,0,0,0,0,0,0,0.0292980096309146,0,0,0,0,0,0.0318414393620286,0,0.141831944753491,0,0,0,0.193144000597713,0,-0.0986906001511718,0,0,0,-0.00924461897346795,0.146349862655031,0,0.54659334647354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760760583592995,0
X600030.CH.EQUITY,0,0,0,0,-0.00306333255489575,0,0,0,0,0,0,0,0.0914576943524581,0,0,0,0,0.0721363887774443,0,0,0,0.231360190951973,0,0,0,0,0,0,0,0,0,0,-0.0280333659663377,0,0.433946806005145,0.0262819998382908,0,0,0,0,0,-0.0974027038688928,0,0.0918265306414263,0,0.130166327366886,0,0,0,-0.00951469634504834,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0356569744003163,0,0,0,0,0,0.100437361683024,0.133844339931594,0,0,0,0,0,0,0,0,0,0,0,0,0.124495543465303,0,0,0,0,0,0,0.0329530526113686,0,0,0.204909136987026,0,0,0.0457477296453423,0,0,0,0,0,0,0,0,0,0,0.130118357552522,-0.17963924187468,0
X300059.CH.EQUITY,0,0.192463372200891,0,0,0,0,0,0,-0.025950891275983,0,0.0618484993315181,-0.0372599135721829,0,0,0,0.2156283699655,0,0,0,0,0,0.165139048052614,0.108707877819032,0,-0.035006826582391,0,0,0,0,0.24218018444024,-0.0128574989916364,0,0,0,0.0622285952205777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753404847002376,0,0
X601328.CH.EQUITY,0.120995933953987,0,0,0.018687701887373,0,0,0.204704972884084,0.0587558848741807,0,0,0,0,0,0.0891435129735194,0,0,0.219216753214349,0,0,0,0,0,0,0.0158203438193972,0.0173037356945358,0.0572869870847123,0,0,0,0,0,0,0,0.0569091026663992,0,0.0147523206527757,0,0,0.145332408237292,0,0,0,0,0,0,0,0,0,0,0,0,0
