,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196075973960597,0,0,0,0,0,0,0,0,0,0,-0.0552028703963017,0,0,0,0,0,0,0,0,0.0815682998592816,0,-0.202784485724471,0,0,0,0,0.530701624968301,-0.166325893844796,0,0.00489397341385374,0,0,-0.0165348053351388,0,0,0,0,0.180503899102714
X601318.CH.EQUITY,0,0,0,0,0,0,0.126250581987658,0,0.0412519603471143,0.0309247447368646,0,0,0,0,0,0.0476454800090517,0,0,0,0,0,0,0,0,0.161155507270934,0,0,0,0,0.0517146724518456,0,0,0,0,0,0,0,4.33680868994202e-19,0.456974496189485,0,-0.0495412923452149,0.0468801904555216,0,0,0,0,0,0,0,0,-0.0176106887035246
X601939.CH.EQUITY,0.368389418424755,-0.24229437575126,0,0,0.0605595502501734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991323146259132,0,0,0,0,0.224959333721602,0,0.0547517508734529,0,-0.0208878761991535,0,-0.24491569809335,-0.0199613433181104,0,0.602801724740326,0,0,0,0,0,0,0.166741318175883,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.00692143782315402,0.35335116833941,0,0,0.180476152940914,0.0255254293763685,0,0,0,0,0,0,0,0,0,0,0.0478634618214566,0,0,0,0,0,0,0.270415327455698,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0871694793040508,0,0,0,0,0,0.0346442989698691,0,-0.0317067986148325,0.096445548520713
X5.HK.EQUITY,-0.0930276969368897,-0.0474480293713686,0,0,0,0,0,0.118082642457949,0,0,0.078350453780311,0,0,0,0,0.218266814536621,0,0,0,0,0.286770509555565,0,0,0.402421845181179,0.00173841750232434,-0.0337148344612633,0,0,0,-0.305538686602393,0,0,0,0,0,0,0,0,0,0,-0.0751780144261526,0.239377719033041,0,0,0,-0.138667017924337,0,-0.233491452638133,0,0,0.107784678319973
X601988.CH.EQUITY,0.0525972933991367,0,0.0749720601355707,0.711321818189342,0,0,0,0,0,0,0.105484046126949,0,0.0650618804558909,0,0.111285246670828,-0.162246908393879,0,0,0,0,0,0.0217883833062144,0,0,-0.0101827373130857,0,0.101056638257653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303952324658194,0,0,0,0,0
X600036.CH.EQUITY,0.0542316649845686,0.373722356256996,-0.115907064155402,0,0,0,0,0,0,0.474462373800452,0,0,0,0,0,0,0,0.0208199310109136,0.0612076839664113,0,0,0,0,0,0,0.0831179485258944,0,0,0,0.373542111312877,0,0,0,0,-0.36492225031648,0,0,0,0.00923533068579571,0,0,0.0348448125117443,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.190991143586202
X1299.HK.EQUITY,0,0,0.0190960839729519,0,0.18204924582714,0,0,0,0,0,0,-0.048551794872062,0,0,0,0,0.172461235342268,0,0.0125801330839255,0,0,0,0.0373104735314167,0,0,0.259471163959322,0,0,0,0,0.187403712573108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034755948676006,0,0,0,0,0
X601628.CH.EQUITY,0,0.114005257121916,0,0,0,0,0,0,0,0,0,0,0.0303097708021792,0.244587340679367,0,0,0,0,0,0,0,0,0.124836601162431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117740089427138,0,0.196415841742155,0,0,0,0,0,0,0,0,0,0.0061582773696529,0,0
X601328.CH.EQUITY,0,0.108780355889796,0,0.291770455824585,0,0,0.392385407180091,0,0,0,0,0,0,0,0,0,0,0.241954689119274,0.0101445268144288,0,0,0,0,0,0,0,0.0886773499265358,0,0,0,0,0,0,-0.170019592193297,0,0,0,0,0,0,0,0,0,0.0271370107975169,0,0,0,0,0,0,0
