,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.204064287666322,0,0.117086127451279,0,0.012694503886261,0,-0.0647744759796168,0,0,0,0.369161155712652,0.0829322618406617,0,0,-0.1217142161121,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0598301138466726,0,0,0,0,0,0,0.153305344195691,0,-0.0602401830111014,0,0,0,0,0.100541925170174,0,0,0,0.0709479651020234,0,0,0,0,-0.0150223224765227
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110960844510023,0,0,0,0.0013044402949525,-0.153343410553274,0,0.0898143716489741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220085139302881,0,0,0,0,0,-0.24187642002669,0,0.438368376167718,0.0364142667233035,0.120239732349907,0,0,0,0,0,0.177310170922124,0,0
X601939.CH.EQUITY,0.202589746960666,-0.0177034536295183,0,0.351032848119367,0,0.056906325496447,0,-0.0700949547498425,0,0,0,0,0,0,0.129386820429692,0,0,0,0,0,-0.0249582346119831,0.0233393431449216,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419464089853691,0,0,0,0.417488622176689,0,0,0,0.0402223750675671,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.550320977633214,0,0.201347607428111,0,0,0.139872162473671,0,0,0,0,0,0,0,0,-0.16060959230316,0,0.0326273374625186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104454940722528,0,0.0228553481371111,0,0,0,0,0.0702559324172363,0,0,0,0,0,0,0,0,0.15161669234093,0,0,0.103550675515655
X5.HK.EQUITY,0,-0.0680243397521209,0.0200863644648515,0.293315042117042,0,0,0,-0.180209992289909,0,0,0,0,0.138549944507214,0,0,0,0,0,0,0.613368900582879,0,0,0,0,0.179948133646635,0,0,-0.0424676831845667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208015746992178,0,-0.105020187093976,0,0,-0.0212791653540067
X601988.CH.EQUITY,0.22380072985599,0,0.0205951021139064,0.07076875503003,0,0,0,0,0.0770684309232684,0,0.0426906187343095,0.182109124868444,0,-0.404621887501713,0,0,0,0,0,0,0,0,0.0149330676544011,0.414544512400615,0,0,0,0.0731201504058144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308174843583082,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0104516201265319,0,0,0,0,0,0.104756065200292,-0.00306492645797525,0,0,0,0,0,0.275624030846155,0.185295243004877,0,0,0,0.0764066577073265,0,0,0,0,0,0,0,0,0,0,0,0,-0.00264545779943753,0.118439988686716,0,0,0,0,3.46944695195361e-18,0,0,0,0.0740006302550585,0,0,0,0,0.127048459623551,0,0,0.0191007312025031,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0371250303479529,0,0,0,0,0.208942194507283,0,0,0,-0.158634919276423,0,0,0.307744635194611,0,0.244238875438389,0,0,0.0510778532340732,0,0,0,0,0.10845117429541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103488028962643,0,0,0,0,0
X601628.CH.EQUITY,0.0774689943512144,0.365300128738139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074151858991602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520916016490715,0,0,-0.198638981391985,0,0,0,0,0,0,0.181608145750872,0,0,-0.0540107056761896,0.159845641120218,0,0,0,0,0.134093669944834
X601658.CH.Equity,0,-0.0142426382522221,0,0,-0.023179742087633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127283077829844,0,0,0,0,0,0,0,-0.0163494213495869,0,-0.0929782764819046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121601299963522,0,0,0,0,0
