,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0598050236443926,0,0.19696617318384,0.0427405447656939,0.0298004269527283,0,0,0,0,0,0,0,0,0,0,0.207700747009041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688268468302958,0.035320539360314,0,0,0,0.0062558044918741,0,0.107197996675648,-0.0317065560552841,0
X601318.CH.EQUITY,0,0,0.0127190702251099,0.289190563369585,0,0,0,0,0.147595814801188,0,0.0245674222134144,0,0.0126564209841486,0,0,0,0,0.038685254371949,0,0.187229234647165,0,0,0,0,0,0,0,0,0.0182375472049694,0,0.111195611265679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418468564341437,0,0,-0.119570994022261
X601939.CH.EQUITY,0,0,0,0,0.126096363496258,0,0,0,0,0,0.0955895787790829,0,0,0.101427517221745,0,0,0,0,0,0,0.00131664122988798,-0.0303316275605552,0.535924783528823,0,0,0,0.167153762777333,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.205726988689744,0,0,0,0,0.133273980249001,0.111461732655862,0,0,0,0,0.179403997092195,0.0888689104183751,0,0,0,0,0,0,0,0,0,0,0.261687051960896,-2.16840434497101e-19,0,0,1.73472347597681e-18,0.0737417531422076,0,0,0,0,0,0,0,0,0,0.0236961046376348,0,0,0,0,0,0,0,0,0,0,0,0.00106843426404117
X601288.CH.EQUITY,0,0.0934154062176689,0.282612884184242,0,0,0.104607521493214,0,0.254513812291456,0,0,0,0,0,-0.0690084348406082,0,0.0951318043627148,0,0,0,0,0,0,0,0,0,0.0453252451106685,0,0.0297966652264089,0,0,0,0,0,0,0,0,-0.0811371638693207,0,0,0,0,0,0,0,0,0,0.155690432523517,0,0.122089453006313,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00910968861894969,0,0,0,-0.089663656401239,0,0,0,0,0,0,0,0.209710717881148,0,0,-0.122092121225464,0,0,0,0,0.0312950871147527,1.73472347597681e-18,0,0,2.77555756156289e-17,0.711761688454209,-0.0617487996258606,0,0,0,0,0,0,0.115079390112168,-0.0934486141197435,0,0,0.105270614540667,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0122500961467662,0,0,-0.0332166038350413,0,0,0,0.197238186179068,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.150411264563413,0,-0.0815569680750617,0,0,0,0.0828155350236029,0,0,0,0,0,0,0,0.125782951907209,0,0,0.132961773256499,0.281638105199999,0.0623714220989019,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0248259285332137,0.255872953553775,0.131437498422597,0,0,0,0,0,0,0,0,0,0,0,0,0.176131137958587,0,0,0,0,0.111540403042494,0,0.116979100197294,0.182719048655025,0,0,0,0,0.0994629082252146,0,0,0,0,0,0,0,0,0,0.00143722047106333,0,0,0,0,0,0,0,0,0,0,0.0523096746737196
X5.HK.EQUITY,0,0.0522947935840507,0,0,0,0.0461817307102536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123954040186278,0,0,0,0.105095394061579,0,0.121678327452631,0,0,0.00766417583522507,0,0,0,0,0,0,0,0.0447230992120266,0,0.273731599877116,0,-0.058373887571222,0,0,0.158566221244591,0,0,0,0,0.0959296607179642,0,0,0
X601166.CH.EQUITY,0,0,0.0447667113477881,0.0234895633887074,0,0.00837266216734263,0,0,0,0,0.0274579057783647,0,0.125524552061627,0.0835912849707504,0,0,0,0,0,0,0,0,0,0,0.165127451241105,0,0,0.40064908890212,0,0,0,0,0,0,0.0344742004444345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
