,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.260085679596512,0,0.0525042533197531,0,0,0.285323840568181,0,0,0,0.128909206136678,0,0,0,0.0386702819463139,0,0,0,0,0,0,0,0,0.139466951155407,0,0.0176179010830957,0,0,0,0,0.0240730105381432,0,0,0,0,0,0.123595556889174,0,0,0,0,0,0,0,0,0,0,-0.0170371706245627,0,0,0
X601318.CH.EQUITY,0,0,0.244244954451554,0,0.0198709976118109,0,0,0,0.0342280624752101,0,0,0,0.0507833551121883,0,0.155165095179376,0,0,0,0,0,0,0.117263139957042,0,0,0,0,0,0.162553440551261,0,0,0,0,0,0,0,0,0,0,0,0.0635644818331498,0.051181901462289,0.0522862699546231,0,0,0,0,0,0,0,0,0,-0.065081092195173
X601939.CH.EQUITY,0.501536542025171,0.2760563427633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228115754123689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095898821454885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711675639663906,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0465855013835051,0.495946659111396,0,-0.0676233797960576,0,0.0708575400201385,0,0,0,0,0,0,0,0,0,0.0244229948977273,0.0147126580441603,0,0.127867752663642,0,0,0.113667246013934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796121540312415,0,0.00895851557711413,0
X600036.CH.EQUITY,0,0.0792527818994839,0,0,0,0.0593701638319013,0,0,0.0351979600408038,0,0,-0.113286399158106,0.116275416253934,0,0,0.194188266905026,0,0.189084382195197,0,0,0,0,1.0842021724855e-19,0.317399417497776,0,0.0700390295412176,0.013518044715005,0.0144096301311903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141831593538914,-0.0316583959406392
X1299.HK.EQUITY,0,0,0,-0.0891224083630718,0,0,0,0,0,0.180972176325149,0,-0.0511212294438489,0,0,0,0,0,0,0,0,0.0468632575836634,0,0.154426622046817,0,0,0,0,0,0,0,0,0,0.105740423208071,0,0,0,0,0.148274778291464,0,0.134910770525408,0,0,0.114555230586577,0.0447396611615792,0,0,0,0,0.20474690973271,0,0,0
X601628.CH.EQUITY,0.110093398466466,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.169994922178466,0,0,0,0.238550877590302,-1.73472347597681e-18,0,0,0,0,0,-0.131659355342278,0,0,0,0,0,0,0,-0.0173350790573508,0,0.589857362773925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154479746488567,0
X601988.CH.EQUITY,0,0,0.0746892742697142,0.490593848725224,0,0,0,0,0,0.0748677971396338,0,0,0.117068107112156,0,-0.0108596750527593,0,0.151517846777638,0,0.0164207793839237,0,0,0,0.0544830935306088,0,0.0332039086024706,0,0.0211373792532566,0,0,-1.35525271560688e-20,0.0557926213875275,0,0,0,0,0.0305275484235661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.21322302757171,0.141920502185739,0,0,0,0,0,0,-0.161453472568882,0,0,0,0,0,0,0,0,0,-0.00869941765966855,0,0,0.122925568297099,-0.00650762255119333,0,0.164831088925146,0,0,0,0,0,0,0,0,0,0,-0.08890192750847,0,0,0,0,0,0,0.294270974872889,0,0,-0.114807257422106,0.188019251253965,0,0,0.135307478638999,0
X388.HK.EQUITY,0,0,0,0,-0.126031293110213,0.300286327452336,0,0,0,0,0,-0.0328990203960848,0,0,-0.0371762293638055,0,0,0,0,0.472929325309742,-0.130135613008591,0,0,0,0,0,0,0,0,0,0,0.00513079966173269,-0.133116324985847,0,0,0,0,0,0.164622617766278,0,0,0,0,0,0,0,-0.0986452823517159,0.0820289305471968,0,0,0.132608009784727,0
