,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.723731762139929,0,0,0.00485176411659144,0,0,0,0,0.0480218243408039,0,0,0.0664645084123631,0,0,0,0,0.0110160868159474,0.00611328092952701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0631205004661686,0,0,0,0,-0.0276781545201145,-0.00249180698188279,0,0,0,0,0,0
X601939.CH.EQUITY,0.149868736343825,0,0,0.279334324816579,0,0.325714616186189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736343665581249,0,0,0,0,0,0.0917935894228951,0,0,0,0,0,0,0.0368168480989938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334351473052688
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.232795749961231,0.0805278276416987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571636690544622,0,0,0.147497833268309,0,0,0.0759446279234589,0,0,0.00623843556740077,0,0.0484386457041826,0,0,0,0,0,0,0,0,0.0133615252540965,0,0,0,0,0.234954984590229,0,0,0,0,0,0,-0.0727254877200691
X5.HK.EQUITY,0,0,0,0,0,0,0.326393916922992,0,0,0.213567581738449,0,0,0,0,0.23888389342641,0,0,0,-0.11711250417763,0,0,0,0,0,0.0682986888605416,0,0,0,0,0.105538866914815,0,0,0,0,0,-0.0987829006738143,0,0,0,0,0,0,0,0,-0.66455033946509,0,0,0,0,0.262357228429582,0
X601988.CH.EQUITY,0.0510651276780386,0.00440760698183718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68629514075918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778956149012014,0,0,0,0,0,0,0,0,0,0.135188584478699,0.0807811446735833,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525120925702576,0,0,0.278791053535766,0,0,0,0.0856024636448813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169387564121226,0,0,0,0,0,0,0,0,0.112794306018392,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135483541596036,0.0672992245784311,0,0,0,0,0,0,0,0,0,0,0,0.02958077481676,0.00342883423013834,0,0,0,0,0,0,0,0,0.0702652478933943,0,0,0,0,0,0,0,0,0,0,0.319928865995701,0,0,0,0,0,0.209952677043395,0.0698307448609896,-0.0271534673861758,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162245250978692,0,0,0,0,0,0,0.17059614084252,0,0,0.0379786766692389,0.147450454752282,0,0,0,0,0,0,0,0,0,0.25118442781539,0,0,0,0,0.0313518549534035,0,0,0,0,0,-0.00875596934064654,0.0403765547423028,0,0,0.000780403380981058,0,0.252478885107668,0.0685646635438341,0,0.0396109262832274,0,0,0,0,0,0,0,0,0
