,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0871655668214275,0,0.394114857845241,0,0,0.101872078047633,0,0.109142630985445,0,0,0,0,0,0,0.189451754115646,0,0,0,-0.0718525890340638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08724548336389,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0662520004501074,0,0,0
X601939.CH.EQUITY,0.22363109234846,0,0,0.0349663486089177,0.0743376061872036,0,0,0,0,0,0,0.0695322997083068,0,0.334362980374036,0,0.206685621433052,0,0,0,0,0,0,0,-0.0514666846225151,0,-0.0868167490720258,0,0,0,0,0,0.0636795696633629,0,0.0262560269109399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.356454296021774,0.0304076237110435,0,0,0.354614198240573,0,0,0,0,0,0.114624292075178,0,0,0,0,0.0484962116617932,0,0.05117330607521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121858931313245,0,-0.0345168592529665
X601988.CH.EQUITY,0,0,0,0.271866232652912,0,0,0,0,0,0,0,0,0,0.0883133172987062,0,0.100878454125471,0,0,0,0,0.268029545486124,0,0,0,0.00322987940467932,0,0,0,0,0,0.0383702486921924,0.0509492099180159,0,0,0.122852290702469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.141576601731205,0,0,0,0,0.271840288424043,0,0,0,0,0,4.33680868994202e-19,0.231692879274682,0,0,-0.150614192776881,0,0,0,0.146777802727654,0,0,0,0,0,0,0,0,0,0.209505970124354,0,0,0,0,0,0,0,0,0.140024192380323,-0.00869342601264241
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184953819786223,0,0,0,0,0,0,0,0,0,0,0,0.207063316284359,0,0.130949842693955,0,0,0,0.0961342617783757,0,0,0,0.0762550985438474,0,0,0,0,0.147016274837588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0052521506969001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55880388635223,0,0,0,0.330732296847174,0,-0.0586263667489226,0,1.24452533876545,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.287327782754349,0,0,0,0,0,0,0,0,0,0.212479590172032,0,0,0,0.0278639003826259,0,0,0.08658376831832,0,0,0,0,0,0.0756612866181181,0,0,0,0.0451934142296323,0,0,0,0.00427411732066373,0,0.0829345933840124,0,0,0,0,0.0587923586869894,0,0,0.117603933793912,0,0,0.0854861103975091,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038630888130534,0.563208090875722,0,0.0936385484309509,0,0,0,0,0,0.128126138544331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0
X16.HK.EQUITY,0,0,0,0.0676881220985705,0,0,0,0,0.0958085322460515,-0.0139994181259411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0088118628373517,0.513419985588288,0,0.274594999730149,0.00656271519802659,0,0,0,0,0,0,0,0.016164773878107,0,0,0,0,0.0610090201082627
X388.HK.EQUITY,0,0,0,0.0353570087020574,0.0871689498293222,0,1.73472347597681e-18,0.0647228127309346,0.191258372276328,0,0,0,0,0,0,0.151040021574397,0.0469547229997318,0,0,0,0,0,0.034143138906737,0,0,0,0,0,0,0,0,0,0,0.0671617538981231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285841579623123,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308247160256592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216520558909018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368078682573955,0,0.0448890324283166,0,0,0.135773080567429,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500047487734956,0.17478239846839,0,0,0,0.119812375994697,1.73472347597681e-18,0,0,0.0387421290683673,0,0,0,0,0,0,0,0,0,0,0.495744875254427,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.122436507893335,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.132629789758396,0,0,0.244338260912982,0,0,0,0,0,0.271864164894764,0,0,0,0,0,0,0,0,0.0360675368634351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630743555615696,0,0,0,0,0,0,0,0,0,0.271703903154999,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.166928058091515,0,0,0,0,0.0102263079373982,0,0,0,0,0,0,0,0,0,0,0,0,-0.108796427922294,0.103205305234645,0,0,0,0,0,0,0,0,0.390952764323367,0,0,0,0.0450281825118352,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.137930940286468,0.190403976880132,0,0,0,0.0571613468573032,0,0,0
