,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0886231976647559,0,0.415648139816767,0,0,0.0463287709438195,0,0.240243738494992,0,0,0.147165914441116,0,0,0,0,0,0.026545250075302,0,0.0082042013455502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599647452392992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369711127464876,0,0,0.155618564202729,0,0,0,-0.0620673828679114,0,0.0276684494936005,0,0,0.366829347021701,-0.0548283071613664,0,0,0,0,0,0,0,0,0,-0.0187029870633025,0,-0.115223111838348,0,0,0,0,0,0,0.149194484284415,0,0,0,0,0.0401399557364205,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0100184282734285,-0.0158413766074036,0
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.393422333557549,0,0,0,0.345964538626588,0,0,0,0,0,0.0998604115532345,0,0,0,0.0564439916702719,0,0,0.065109087124622,0,0,0,0,0,0,0,0,0,0,0,0,0.0136962219262858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364204911569123
X601988.CH.EQUITY,0,0,0,0.279242409848817,0,0,0,0,0,0.00145447376631365,0,0,0,0,0,0,0,0.136302611507495,0.135538399617675,0,0,0,0,0,0,0,0,0,0.00148903330111274,0.0667776570746145,0,0,0,0.0118868119823196,0,0,0.0472392193556245,0,0,0,0,0,0,0.165945582802705,0,0,0.147616931682493,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.118912557813558,0,0,0,0.046100094412298,0.146820659824395,0,0,0,0,0,0.520486852133898,0,0,0,0,0,0.408366680939993,-0.330602374218009,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,1.38777878078145e-17,0,0.349764316605745,0,0,0,0,0,0,0,0,-0.161349711831641,0.0946991307243599,0
X600036.CH.EQUITY,0,0,0.0292321436587126,0,0,0.0196283039001268,0,0,0,0,0,0.446205437946768,0,0,0,0,0,0,0,0,0,0,0,0.0301826718669012,0,0.116527878805163,0,0,0,0,0,0,0,0,0.089694946416686,0,0,0,0.0145308892852691,0,0,0.0499148735487239,0,0,0,0,0,0,0,0.239578814613989,-0.0156447918040442,0.0141479176012012
X1299.HK.EQUITY,0.000868747558918391,0,0,0,0,0,0.104336255717112,0,0,0,0,0,0,0,0.107427104591748,0,-3.46944695195361e-18,0,0,0,0.228744653698535,0,0,0.0996050525786924,0,0,0,0.103649676291672,0,0,0,0,0,0,0,0,0.178967452441211,0,0,0,0.185093557052103,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.277834856617141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430476464918929,0,0,0,0,0,0.499910748485201,0,0,0,0,0,0,0,0,0,0.268827719082793,-0.267172360520398,0.0142027522795805,-0.426998153493106,0,0,0,0.652777502196236,0,0,0,-0.173644714419263,-0.23447038209617
X601328.CH.EQUITY,0,0,0,0.27153140820721,0,0,0,0,0,-0.0268371175726992,0,0,0.2319140072325,0,0,0,0,0,0.321678933933778,0,0,0,0,0,0,0,0,0,0,0,0.0221097987554518,0,0,0,0,0.0850506232839005,0,0.0682176526970116,0,0,0.0568367292192665,0,0,0,0,8.67361737988404e-19,0,0,0,0.0068214840216962,0,0
X601166.CH.EQUITY,0,0.00528805626019622,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,0,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.31913472851416,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0
