,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.342406716018481,0.0614722840741673,0.110131996416975,0,0,0,0,0,0,0.20944950571289,0,0,0,0.0170837358334094,0,0,0,0,0,0,0,0,0,0.0134458594856764,-0.025834043164769,0,0,0,0.036075177819491,0.00875070750680872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450291434325848,0,0,0,0.145066562755015,0
X601939.CH.EQUITY,0.30045740723096,0,0,0.039920931490393,0,0,0,0,-0.0505641895175935,0,0.187401847856925,0,0,0.106125161826964,0,0,0,0,0,0,0,0,0,0,0.217440711233471,0,0,0,0,0,0,0,0,0,0,0,-0.0329530510251235,0,0,0,0,0,0,0,-0.0111780745517928,0,0,0,0.143994132677923,0,-0.0456533738191913,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176610585086029,0,0,0,0.365811985208775,0,0,0,0,0,0.0401715530156567,0,0,0.0943426098646998,0,0,0,0,0,0.0652142297497204,0,0,0,0,0.0957958513623295,0,0,0,0,0,0,0,0,0,0.14684837254365,0,0,0,0,0,0,0,0.0114092261773891,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.4916057215207,0,0,0,0,0,0.242751892390029,0,0,0,0,0,0.0646452331273269,0.126655720060504,0,0,0,0.0711058074982902,0,0,0,0,0,0.0858410711462624,0,0,0,0,0,0,0,0,0,-0.576596110985104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185886771198625
X600036.CH.EQUITY,0,0.0771725286554798,0,0,0,0,0,0,0.000936255990811518,0,0,0.190964269071779,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.273510602599539,0,0,0,0,0,0,0,0,0,0.282852501332499,0,0,0,0,0,0,0,0,0.0647568773616236,0.0539619508435789,0,0,0,0,0.0244106765312015,0.0891147694105069,3.46944695195361e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164114245269178,0,-0.259694708640594,0,0,0,0,0,0,-0.409458192241788,0,0.731627656312746,0,0.612032111390062,0,0,0.0447665663399015,0,0,0,0,0,0,0.357535684438792,0,0,0,0,3.46944695195361e-18,0,-0.0747319046537827,0,0,0.00178297314269172,0,0,0,-1.38777878078145e-17
X601628.CH.EQUITY,0,0.0280434392705006,0,0,0,0,0,0,0,0,0,0,-0.144963423622388,0,0,0,0,0.0419151417646765,0,0,0,0.349015489571802,0,0,0,0,0,0,0.0268483363531664,0,0,0,0,0.031405305865916,0,0.0561011049293887,0,0,0,0,0.26846310004119,0.00163731180632124,0,0,0,0,0,0,0,0,0.153598721637042,-0.0215269472301978
X601658.CH.Equity,0,0,0,0.158286280523197,0.18211696320264,0,0,0,0,0,0,0,0,0.118448565436711,0,0,0,0,0,0,6.93889390390723e-18,-0.0828974009936702,0,0,0,0,0.0367397029081594,0,0.0940703878752621,0,0,0,0,0,0,0,0,0.276516446873358,0,0,0,0,0,0,0,0,0,0,0.437058421268508,0,0,0
