,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.123341316808877,0,0.152572243946709,0,0,0,0,0,0,0.275978620218863,0,0,0,0.0300468764114728,0,0,0,0.0196641363929859,0,0,0,0,0,0,0.0674089186878698,0,0,0,0.178444561618455,0,0,0,0,0,0,0,0,0,0,-0.0940780825084321,0,0,0,0,0,0,0.0128518079008229,0,0,0.204806530974088,0
X601939.CH.EQUITY,0.205350917660251,0,0,0.33165621100463,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.260269256503436,-0.0215152242660896,0,0,0,0,0,0.000978675827890295,0,0,0,-0.110607817579095,0.237704245742524,0,0,0,0,-0.107776296473299,0,0,0,0,0,-0.0221484283692529,0,0,0,-0.0382737070860267,0,0,0,0,0,0,0.0797265030949306,0,0,0,0
X601318.CH.EQUITY,0.00856958145773625,0,0,0,0.234062426121618,0,0,0,0,0,0,0,0.118769503756922,0,0,0,0,0,0,0.0884872867188645,0,0,0.108314415448408,0,0.0296138859134959,0,0,0,0,0,0,0,0,0,0.128186893840522,0,0,0,0,0.0860304643884771,0,0.0130267639818898,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.135088576652366,0,0,0.304995832580398,0,0,0,0,0,0.294535869372609,0,0.273411664055514,0.02725986934617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355138400975285,0,0,0,0,0,-0.0785295184938355,0,0,0,0,0,-2.16840434497101e-19,-0.0497416075764732,0,-0.0454115664747572,0,0
X601988.CH.EQUITY,0,0.021338085567654,0,0.394873576799767,0,0,0,0,0,0.320265726063602,0,0,0,0,0,0.114606620272637,0,0.11965721707886,0,0,0.0410061122868929,0,0,0,0.158704001841619,0,0,0.0455595408621377,0,0,0,0,0,0,0,0,-0.542090766257582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.290524903024087
X600036.CH.EQUITY,0,0.174411732949473,0,0,0,0,0,0,0.0971254702887767,0,0,0,0.0332534409840631,0,0,0,0,0.179298095568085,0,0,0,0,0.181827475604781,0,0,0,0,0,0,0,0,0,0.36867768663811,0,0,0,0,0,0,0,0,0,0.0426047060700103,0.00755370793810616,0,0,0.089293389298806,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118897480884851,0,0,0.342351456906417,0,0,0,0,0.0462167831675208,0,0,0,0,0,0,6.93889390390723e-18,0,0.0809977756419115,0,0,0,0,0,0,0,0,0.306013567590573,0,0,0,0.0521819735990651,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717513461374897,0,0,-0.0836101699863902,0,0,0,-0.424499495426171,0,0.675686728009703,0,0.0313409448026879,0.592084487678808,0,0,0.0902066708264252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359110342163028,0,0,0.263289540076465,0.0736430980413696,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.34779304424182,0,0,0,0,0,-0.154830155438015,0,0,0,0,0.0820702666062722,0,0,0,0,0.214514617855371,0,0,0,0,0,0,0.0575769372817741,0,0,0,0,-0.00865131104123445,0,0,0,0,0,0,-0.0575730859130571,0.0668464520798796,0,0,0,0,0,0,0,0,0.188074206257667,-0.0830737219299384
X601658.CH.Equity,0,-3.46944695195361e-18,0,0.0508934870186546,0.0969038459208191,0,0,0,0,0,0,-0.150827587576824,0,0.233026227352849,0,0,0,0.13114735777004,0,0.162015672465263,0,0,0,0,0,0,0,0,0,0.0644225968517071,0,0,0,0,0,0,0.140020954435345,0.300507993199977,0,-0.154105179187293,-0.112904208649929,0,0,0,0,0,0,0,0,-0.113877969133707,0,0
