,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0224474059343113,0,0.704553242188631,0,0,0,0,-0.0298271057524047,0,0,0,0,0,0,0,0,0.098973642560901,0,0,0,0,0,0,0,0,0,0,0.0404945867541197,-0.0354324071862114,0,0,0,0,0,0,0,0,0,0,0,-0.0183288325871798,0,0,0,0,0,0.156248799042413,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00735921672691142,0,0,0.0208674803901149,0,0,0,0,0.160760790521398,0,0,0,0,0,0.457462980907268,0,0,0,0,0,0,0,0,0,0,0,0.0515432074160213,0,0,0,0,0,0.0611098430495281,0,0,0,0,0,0,0.130213284312842,0,0,0,0.00567528893607476,0,0,-0.157434590316177
X601939.CH.EQUITY,0,0,0,0,0.519989633971156,0,0,0,0,0,0.204730478673262,0,-0.071031413939917,0,0,0,0,0,0,0,0.0244999739380836,-6.93889390390723e-18,0,0,0.449663102568506,0,0,0,0,0,0.0197087380530632,0,0,0,0,0,0,0,0,-0.177565046488415,0,0,0,-0.0529137553264811,0,0,0,0,0,0,0,0.0595981742968513
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0526932537536557,0,0.106298282000188,0,0,0,0.233385461674437,0,0,0.0489690912126621,0,0,0,0.0596027785844431,0,0,0.0845947460582662,0,0,0,0,0,0,0,0.178423418612136,0,0,0,0,0,0,0,0,0,0,0,0.252919483751442,-0.00103143709340212,0,0,0,0,-0.0835254421504103,0,0,0,0,0,0,-0.054302646975228,0,0
X600036.CH.EQUITY,0.0111567602604773,0.243255473993252,0,0,0.0804286653258228,0,0,0.128911930923939,0,0,0,0,0,0.280415233398189,0,0,0,0,0.116918261939724,0,0,0,0,0,0,0.254451778168043,0,0.0659477882345942,0,0.0166320704225572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662426096671,0,0,-0.0231787737883475,0,0
X601988.CH.EQUITY,0,0,0,0,0.260367876014943,0.306921839903334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205909010632273,0,0,-0.030322715106025,0,0.115483631916235,0,0,0,0,0,0.208895588547056,-0.0546980964742372,0,0,0,0,0,0,0,0,0,-0.0287481604892648,0,0.112787473997612,0,0,0,0,0,0,0.0783350449096066
X1299.HK.EQUITY,0,0,-0.012994608898134,0,-0.111387790631995,0,0,0,0,0.318028234870304,0,0,0,0,0.0206956732421369,0,0,0,0,0,-0.0724607024401387,0,0,0.105650600182058,0,0,0.32808725098591,0.0742943620012362,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0693659352604543,0,0,0,0,0.0709392238782754,0.0773910011339476,0.136034451688275,0,0,0,0,0,-1.38777878078145e-17,0,-0.144298279379485
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178817217276262,0,0,0,0,0,-0.159630740022038,0,0,0,0,0.205574341700039,0,0,0,0.069276392132385,0,0,0.399881942614803,0.0599811170256901,-0.0492490888673086,0,0,0,-0.0386786282235844,0,0,0,0,0,0,0.215327702931186,0.181162427819741,0,0,0,0,0,0.125335812990844,0,0
X388.HK.EQUITY,0,0.0921725546018992,0,0.122462942115204,0,0,0,0.047244719462841,0,0,0,0,0.0104220622859847,0,0,0,0,0,0,0,0.0683183121327069,0.135273991694204,0,0.0618256502501733,0,0,0,0,0,0,0.15086876968196,0,0,0,0,0,0.144099077978142,0.0929303569439339,0,0,-0.244552244636696,0,0,0.0279938891512676,0,0,0.281606017940372,0,0,0,0,0
