,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.236077945609129,0,0.138061600512791,0,0.0317149197760408,0,0,0.250273898756894,0.0690824298752394,0,0.0952857062700188,0,0,0,0,0,0,0,0.0758101483204833,0,0,-0.0857497943678268,0,0,0,0,0,0,0,0,0,0,0,0,0.0634008119067759,0,0,0,0,0,0,0,0,0,0.0416256325582287,0.0264553704408637,0,0,0,0,0
X601939.CH.EQUITY,0.483693233383374,0,0,0,0,0,-0.0479981676937517,0,0,0.0165537348395285,0.192325217744543,0,0.229741823168956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150184620512257,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0
X601288.CH.EQUITY,0.346452783650219,0.0459149662507632,0,0,0.402144724883829,0,0,-0.0315217062324225,0,0,0.0626997923429587,0,0,0,0,0.114489954784469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211085562369574,0,0,0,0,0,0,0,0,0,0,0.0134412131466791,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874259605103094,0,0.289776200194157,0,0,0,0,0,0,0.249460283856958,0,0,0.100291870604163,0,0,0,0,0,0.14346167328122,0,0.0691003870188734,0,0,0,0,0,-0.00853558163609337,0,0,0.0215133831151026,0,0,0,0,0,0,0,0,0.0445688011089382,0,0,0,0,0,0,0,0.0532789492002086,0,0,-0.00295076385891186,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0
X5.HK.EQUITY,0,-0.188043156904881,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0168887903008221,0,0,0,0,0,-0.331257487775484,0,0.188401017927309,1.1504429413507,0,-0.775564874165915,0,-0.0146397856039468,0.46121368610631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420969417633625,0,0,0,0,0,0,0,0,0.118282167052515,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0
X601658.CH.Equity,0,0,-0.117794086993291,0.303663253679678,0,0,0,0.0989907093447134,0,0,0,0,0,0,0,-0.274349477298858,0,0,0,0,0,0,0,0,0,0,0,-0.0804027787326546,0.79884400483617,-0.0837573707141967,0,0,-0.0913413342253329,0,0,0,0,0,0.0534357141788168,0,0,-0.188081805764179,0,0,0,0.841533288392939,0.0042490020136751,0,0,-0.102568847516406,0,0.166667017820879
