,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.338235050576637,0.063139257811017,0.105654515760416,0,0,0,0,0,0,0.200623840074948,0,0,0,0.00982827160521656,0,0,0,0,0,0,0,0,0,0,-0.0169462573002674,0,0,0,0.0659698792105668,0.013162739051091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372520219167609,0,0,0,0.143089019937074,0
X601939.CH.EQUITY,0.299206382122369,0,0,0.0400284430623759,0,0,0,0,-0.0499305261143237,0,0.186815328992157,0,0,0.106330278077232,0,0,0,0,0,0,0,0,0,0.215339111846214,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329543490896757,0,0,0,0,0,0,0,-0.011223424474583,0,0,0,0.143682580424909,0,-0.0455446006591363,0
X601318.CH.EQUITY,0,0,0,0,0.17110577096997,0,0,0,0,0,0,0.186622005149537,0,0,0.0186001549692317,0,0,0,0,0,0,0.0971290727746647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0568037312064756,0,0,0.203178511848886,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.412100676513634,0,0,0,0.217391822200366,0,0,0,0,0,0,0,0,0.112967501114411,0,0,0,0,0,0.0854048810869874,0.0582291653415485,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.020140421318461,0,0.0248731440250418,0,0,0,0,0,0,0,0.0200465168040714,0,0,-3.46944695195361e-18,0,0,0,0.015312220350227,0,0
X601988.CH.EQUITY,0,0,0,0.493397810055102,0,0,0,0,0,0.243773757014623,0,0,0,0,0,0.0648117013556593,0.125875372587662,0,0,0,0.0710627576665269,0,0,0,0,0,0.08590249916799,0,0,0,0,0,0,0,0,0,-0.577230692295966,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.186234740904547
X600036.CH.EQUITY,0,0.028107844404502,0.0708061831021072,0,0,0,0,0,0,0,0,0.148251646078146,-0.0574513643917115,0,0,0,0.0910622530483556,0,0,0.0587578163859766,0,0.231719705435738,0,0,0,0,0,0,0,0,0,0.195243709657274,0,0,0,0,0,0,0,0,0.136790254137421,0,0,0,0,0,0,0.11184723450109,0.0169884557221089,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239082294930949,0,0,0,0.482015571656459,0,0,0,0,0,0,0,0.108281578044794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112299059329955,0,0,0.046513946884243,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.229585898815142,0,-0.36421545067533,0,0,0,0,0,0,0.100718086646283,-0.344839916818422,0.600056638854003,0,0.669301479533986,0,0,0.0945040091137992,0,0,0,0,0,0,0.415823512722703,0,0,0,0,0,0,-0.108636576414587,0,0,0.0315686109156331,0,0,0,0.123590637545925
X601628.CH.EQUITY,0,0.0284023715480689,0,0,0,0,0,0,0,0,0,0,-0.14665940749241,0,0,0,0,0.0422277758453192,0,0,0,0.350138957511594,0,0,0,0,0,0,0.0272050916049635,0,0,0,0,0.0318181728161932,0,0.0565440409438457,0,0,0,0.00165558757120989,0.267211517068087,0,0,0,0,0,0,0,0,0,0.155207044293298,-0.0218167224347291
X601658.CH.Equity,0,0,0,0.158200667918612,0.181341472407527,0,0,0,0,0,0,0,0,0.118307241446471,0,0,0,0,0,0,0,-0.0818640682402952,0,0,0,0,0.0366148727778803,0,0.0938230030335064,0,0,0,0,0,0,0,0,0.275999718557276,0,0,0,0,0,0,0,0,0,0,0.434758926994672,0,0,0
X601328.CH.EQUITY,0.235631571441304,0,0,0.434765369014974,0,0,0,-0.0295200610266976,0,-0.0405531294060965,0,0,0,0,0.05495151659481,0.171792189882563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159149107305393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734569407723207,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.397332801605025,0,0,0,0,0.075595917642242,0,0,0,0,0,0.0564317960114222,0,0,0,0,0,0,0,0,0,0,0,0,0.215420872674131,0,0,0,0,0,0,0,0,0,0,0,0,0.0560638657398459,0,0,-1.0842021724855e-19,0.026144435630501,0.0678825653195504,0.112935717716848,0,0,0
X388.HK.EQUITY,0,0,0.232684029756084,0,0,0,0,0,0,0,0,0,0,0.0516096076038332,0,0,0,0.0359870180349152,0.169903520660113,0,0,0,0,0,0.0582318179377231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544188932995678,0,0.0302435224328339,0,0,0,0,0
X600000.CH.EQUITY,0.299519252957047,0.0500891986309936,0,0,0.123236151733194,0,0,0,0.107827321689181,0,0,0,0,0,0,0,0.0297558245177272,0,0,0.0531145796286608,0.0715692441031918,0,0,0,0,0,0,0,0.0272539556678614,0,0,0,0.0245901458689772,0,0,0,0,0,0,0,0,0,0.054193739147039,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.00648639681319439,0,0,0,0,0,0,0,0.0414199306816461,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.119115072022255,-4.33680868994202e-19,0,0,0.441253976059,0.0547468311743537,0,0.179185254762123,0,0.185684957593185,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255529806046393,0,0,0,0,0,0,0,0,0,0.236855189901891,0,0.118059317882142,0,0,0,0.0820444079579045,0,0,0.0720743152656557,0,0.176035047069932,0.0633045053322586,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0775259906544384,0,0.500308084211737,0,0,0.127791495809784,0,0,0,0,0,0,0,0.102396657172363,0,0,0,0.029646966711107,0,0,0,0,0,0,0,0,0,0,0.000341680097194244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348858355288282,0,0,0,0,0,0,0,0,0,0,0,0,0.230826873259077,0,0,0,0,0,0,0,0,0.0565749724217276,0,0,-0.057255738318216,0,0.0375988892075899,0,0.265810912972396,-0.0729501484214119,0,0,0,-0.05758620528957,0.121999082988566,0,0,0,0,0,0,0,0,0,0
