,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.27956675930216,0.115046878693223,0,0.245580498992571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199711699299562,0,0,6.93889390390723e-18,0,0,0,0.0147237585739598,0,0,0.0185939683940388,0.0962310976319691,0,0,0,0.089158318404471,0,0,0,0,0,0,0,0,-0.000878838304967544,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0843919131467713,0,0,0,0,0.119516542686993,0,0,0,0.0766214999418368,0.0101610760829447,0.168129736771963,0.258270047304627,0,0.0992608098278366,0,0,0,0.198242997899782,0,0.0429215082233312,0,0,0,0,0,0,0,0.0242223832880247,0,0,0,0,0,0,0.0781501093551565,0,-0.0461245486833987,0,0,0,0,0,0,0,0,0,0,-0.0114061601785147
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0
X601939.CH.EQUITY,0.54480470786814,0.015239588156967,0,0,0,0,0,0,0.132613344789552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130371455734617,0,0,0,0,0,0,0.0121719587898561,0,0,0.0856038390490006,0,0,0.137644168840054,0,0,0,0,0,0,0,0,0,0.138042418808446,0.193555682592676,0.0449628809513235,0
X601288.CH.EQUITY,0,0,0,0.156276924466988,0,0,0.490468380991723,0,0,0,0.0477102733635643,0,0,0,0,0,0.0911949208393816,0,0,0.0428001186167677,0,0,0.0810175694628054,0,0,0.0471077563050203,0,0,0,0,0,0,0.0851411850761912,0,0,-0.0324698621110024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338299822575654
X1299.HK.EQUITY,0,0,0.0213961952942666,0,0,0,0,0,0.0637336959142048,0.26768363582024,0,0,0,0.135244621997863,0,0,0,0,0,0,0.186996709952005,-0.239923231960831,0,0,0,0,0,0,0,0.11457988704071,0,0,0,1.0842021724855e-19,0,0,0,0.0403484040095306,0,0.154177368112396,0,0,0,0,0,0,0.22182298711672,0,0,0.01704955573408,0,0.0120696637109089
X601988.CH.EQUITY,0.205878208524528,0,0,0,0.419273029019222,0,0,0,0,-0.0215098447567176,0,0,-0.0847796553990296,0,0,0.0857866335545916,0,0,0.254805270960919,-0.0232768482118997,0,0,0.0419640937943697,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.183365090511662,0,0,0,0,0,-0.0429055547232517,0.0265493826084687,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164376384730754,0,0,0.214498868050121,0,0,0,0,0,0.0876864221101949,0,0.0170666209769451,0,0,-0.0534199572297478,0,0.0466684750261939,0,0.0655138501510453,0.298846388954277,0.0289304387215684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224101471299871
X5.HK.EQUITY,0,0.13844363331127,0,0.0916364224098822,0,0,0,0,0,-0.146061280340101,0.0816741659667192,0.0694124651353232,0,0,0,0,0,0,-0.00776284114933425,0,0,0,0,0,0.257362461870562,0,0,0.134860208138997,0,0,0,0,0.0523570448122679,0,0,0,0,0,0.203755954926813,0,0,0,0.0992399977078894,0,0.132003835629811,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0382590085307488,-0.142157920027809,0,0,0,0,0,0,0,0,-0.247055932596009,0,-0.176400975066797,0,0.193579527757985,0,0.231569524057611,0,-0.176677068987477,0,0,0.164849196411345,0,0,0.493802329580071,0,0,0,0
