,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0594353021734677,0,0.131850511323592,0.170341238911412,0,0.348042200255887,0,0,0,0.00236625839509234,0,0.133319604476096,0,0,0,0,0,0,0,0,0,0.0110494316480516,0,0.00475100542751311,0,0,0.112242511424641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13964337698636,0,0,0,0,0,0,0,0.314895214546125,0,0,0,0,0,0.0152248338005113,0.358824639204735,0,0,0,0.00995168094233586,0,0,0,0,8.67361737988404e-19,0.124808649317283,0.0239799312770207,0,0,0,-0.127729013071245,0,0,0.122128393953739,0,0,0.0661836988055844,0,0,0.011640015391222,-0.0457386403773683,0,0,0,0,0.004522347926684,0,0,0,0,0,0
X601939.CH.EQUITY,0.267984718430476,0,0,0,0,0,0,0,0,0,0,0,0,0.414928805355671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194537525670486,0,0.108783837590559,0,0,0.00680486549081148,0,0,0,0,0,0,0.00387720147269899,0,0,0
X601288.CH.EQUITY,0.343775084150128,0,0.042391407284352,0,0,0.468815782129037,0,0,0,0,0,0,0,0,0.0357147321268595,1.38777878078145e-17,0,0,0,-0.0109547764920693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112852651497539,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.247469772507734,0,0,0,0,0.278661723278534,0,0,0,2.77555756156289e-17,0,0,0,0,0.0135205408896461,0.634911333351703,0,0,0,0.0981337271898736,0,0,0,0,0,0,0.135881726159239,0,0,0,0,0,-0.0631513690453054,-0.247875131015439,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0324053913166487
X601988.CH.EQUITY,0.134475827787618,0.0556947046160034,0,0,0,0,0,0,0.113671780320989,0,0.0704653743091582,0,0,0.115547911073363,0,0,0,0,0.0683984184931806,0,0.158394127732627,0,0,0.115080861319321,0,0,0,0,0,0.0231155382342795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110986958336597,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146692579149403,0,0,0,0,0,0,0,0.358919968044909,0.0238531617498813,0,0,0,0,0.180205788807941,0.266884689105439,0,0,0,0,0,0,0.268728417100803,0,0,0,0,0,0,0,0.00966785109659346,0,0,0,0,0,0,0,0,0,0,0,0.0744852897003282,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200960883784139,0,-0.0309509921082313,0,0.261075002315973,0,0,0,0,-0.706277600520318,0,0.666073159853732,0.243712510389938,0,0,0,0,0.307815445358389,-0.518960271968772,0,0,-0.419107886399739
X601166.CH.EQUITY,0,0,0.286344658395631,0,0,0,0.391470313476904,0,0,0,0,0,0,0,0,0,0,0,0,-0.021825629984622,0.0986765280183751,0,0,0,0.0319816820780898,0,0,0,0,0.397572784515595,0,0,0,0,0,0,-0.0280447903131304,0,0,0,0,0,0,0,0,0,0.0151033983979959,0.0305778138811389,-0.201444326042496,0,-0.0462618448727351,0.0879835450336974
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621320517901116,0,0,0.0427424971371291,0,0,0,0,0,0.00463423147304387,0.0700106726708522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200298952861571,0,0,0,0.0388744545510536,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0317915540570762,0,0.126787423816524,0,0,0,0,0,0.0107672268805362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539579147746497,0,0,0,0,0,0.0212678090606957,0,0.156851437819295,0,0,0,-0.139199360895792,0,0,0,0,0,0,0,0.0552628343759083,0
X600000.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.166908002395172,0.405742116616975,0,0,0,0.0557757384954782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116717650039002,0.0184118577654944,0,0,0.161292662052001,0,0.0427596137147424,0.0707113199073913,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.152316205713255,0.0746990745550262,0,0,0,0,0,0,0,0,0,0,0.0380641250254241,0,0,0.362437065489393,-6.93889390390723e-18,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.143121116026807,0,0,0,0,0,0,0,0.00297393101123419,0,0,-0.0151990758470986
X000001.CH.EQUITY,0,0.0302778732047234,0.00774906752934539,0,0,0.0665727958133462,0.159957866501449,0,0,0,0.174634005931729,0,0,0,0,0,0,0.0736244404576262,0,0,0,0,0,0,0.272675803975143,0,0,0,0,0,0,0,0,0,0,0,0.166435996694074,0,0,0,0,0,0,0.0829124530971714,0,0,0,1.73472347597681e-18,0,0,0,0
