,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.10339881919278,0,0.17831935470862,0,0,0,0,0,0,0,0.127216290854154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168798463285557,0,0,0,0.149223520244082,0,0,0,0,0,0,1.73472347597681e-18,0,0.162644680961957,0,0.130820049460194,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0
X601939.CH.EQUITY,0.521077108163943,0,0,0,0.00555187719388236,0,0,-0.0369512964717609,0,0,0,0.130885670505622,0,0,0.109135927622956,-0.0436753963236437,0,0,0,0,0,0,0,0.0377655378530603,0,0.217158092608197,-0.127939927468789,0,0,0,0,0,0,0,0,0,0,0.10167347844684,0,0,0.305834615382639,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.31166232578443,0,0.121177538708032,0,0,0.339982337210529,0,0,0,0,0,0,0,0,0,0,0.0892573193167431,0,0,-0.0482012755048183,0.0202372842724352,0,0,0,0,-0.0752259119572696,0,0,0,0,0,0,0,0,-0.0497216178795864,0,0,0,0,0,0.218812838873666,0,0,0,0,0,0,0.0792071914824915,0,0,0,-0.0416469663074564
X5.HK.EQUITY,0,-0.0648110322260132,0.0182706951491446,0.206087086431377,0,0.0222671332878994,0,0,0,0,0,0,0.0601465295952052,0,0,0,0,0,0,0,0,0.435317263057826,0,0,0,0,0,0,0,0,0.417429353229807,0,0,0,0,0,0,0,0,0,0.00620075550405709,0,0,0,0,0,0,0.117724107023082,-0.128697815139483,0,0.0883383619243454,0
X601988.CH.EQUITY,0.255421074300419,0.0835218167086487,0.0899195350873972,0,0,0,0,0,0.192983897672007,0,0,0.27307791330679,0,-0.114191390415311,0,0,0,0,0,0,0,0.0118219407132686,0,0,0,0.0506540695285306,0,0,0,0,0,0,0,0.19271267051216,0,0,0,0,0,0,-0.0401497906782263,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996698123436926,0,0,0,0.115781844441627,0,0,-0.106876492004775,0,0.0183052571066601,0.244240943211488,0,0,0,0,0.0392031003655876,0,0,0.0623780942300535,0.0505873167830889,0.0796617524106723,0,0,0,0,0,0.0250815449805709,0.2205204759567,0,0.0240022730402174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105356637701451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293670198402007,0,0,0,0.175682442393853,0,0,0,0,0,0,0,0,0.592411225238115,0,0,0,-0.492400919182554,0.345889194400933,0,0,0,0,0.0510722975617182,0,-0.127978597616823,0,-0.276140667731057,0,-0.326760810019357
