,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0503656218908024,0,0.0760979191301729,0.128648921213711,0,0.360577615449508,0,0,0,0,0.00138823656253527,0.100937856101505,0,0,0,0,0,0,0,0,0,0.0846159380280241,0,0.013061882494058,0,0,0.152484593422778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.15638410610374,0,0,0,0,0,0,0,0.245529317877168,0,0,6.93889390390723e-18,0,0,0.0714184664274497,0.210526054154361,0,0,0.176403995493705,0,0,0,0,-1.38777878078145e-17,0,0,0.0297593605244074,0,0,0.0547805379105526,-0.107235982707998,0,0,0,0,0,0.09140301551147,0.0886949341003527,0,0,-0.0100700880163087,0,0,0,0,0,0.0291121901033405,0,0,0.00358400531776401,0,0
X601939.CH.EQUITY,0.309833812812536,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.262355680155954,0,0,0,0,0.0114170152194666,0,0,0,0,0,0,0,0,-0.0324441885207556,0,0,0,0,0,0,0,0,0,0.220896802668659,0,0.0921692377385156,0,0,0,0,0.0995544567790329,0,0,0.046350383866592,0,0,0,0,0
X601288.CH.EQUITY,0.347200494661968,0,0.0266382076013069,0,0,0.489683389082983,0,0,0,0,0.00733960319827485,0,0,0,0.0357957844006578,0,0,0,-0.0256274597863637,0,0.00926821980682922,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101069111611553,0,0
X5.HK.EQUITY,0,0,0,-0.0362513878324242,0,0,0,0.295885094873367,0,0,0,0,0,0.303665214214513,0,0,0,0,0,0,0,0,0.616640999689665,-6.93889390390723e-18,0,0,0.125662918823823,0,0,0,0,0,0,0.224123968297785,0,0,0,0,0,-0.0906429631089869,0,0,-0.35427208079351,0,0,0,0,0,0,-0.0673342412213604,0,-0.087275286582739
X601988.CH.EQUITY,0,0.0768744814737548,0,0,0,0,0,0,0.151698964902891,0,0,0,0.180998131314206,0,0,0,0,0,0,0.119217205265389,0.133184988505925,0,-6.93889390390723e-18,0.269133935767616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638164608830685,0,0,0,0.437547240004408,0,0,0,0,0,0.167144045503955,0.132255344757791,0,0,0,0,0,0,0.288675174385772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218343300834167,0,-0.161160579912615,0,0,0,0,0,0,-0.465645937891586,0.0896970255558753,0.696944476180836,0,0,0,0,0,0.455974737219001,0,-0.412595892994874,0,-0.310167209147489
