,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398739438025772,0,0,0,0,0,0,0,0,-0.119064376088201,0,0,0,0,0,0,0,0,0,-0.00311576123371695,0,0.669531131814478,0,0,0,0,0,0,0,0,0,0.018894117212249
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.436932195666582,0,0,0,0,0,0,-0.056765522311566,0,0.021348407959169,0,0,0,-0.0707557648634669,0,0,0,0.0356632388723152,0,0,0,0,0.159363848193219,0,0,-0.321339045267291,0,0,0,0,0,0,-0.0815408269459909,0,-0.123842871377388,0,0,0,0,0.745541554230198,0.0768636127877971,0,0,0.0156278328318273,-0.107145761901714,0,0,0,0,0,-0.0973446287143408
X601288.CH.EQUITY,0,0,0,0,-0.167716831800271,0,-8.67361737988404e-19,0,0,0,0.812663100448071,0,0,0,0,-0.386062391685634,0,0,0,-0.208760642700766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598647124736236,0,0,0,0,0,0,0,0,0,0.0199315248939649,0,0,-0.123058871911473
X5.HK.EQUITY,0,0,0,0,0,0.133394990226419,0.374186333726613,0,0,0,0.0471914019645426,0,0,0.187885017486937,0,0,0,0,0,0,0,0,0.0259045692839446,0,0,0.0343937339413569,0,-0.122560318306879,0,0,0,0,0,0,0,0,0,0.0785385123304963,0,0,0.131265766486167,0,0,0,0,-0.184128171806881,0,0,0.13564825328377,0,0
X601988.CH.EQUITY,0,0,0,0,0.336519641033573,0,0,0,0,0,0,0,0,0.112104937180453,0,0,0,0.179595432874859,0,-0.0568709250463891,0,0,0,0,0.186805359417135,0,0,0,0,0,-0.332342726652999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615067157156282,0,0,0,0,0,0.0196168486443558
X1299.HK.EQUITY,0,0,0,0,0.285408932376093,0,0,0,0,0,0,0,0,0,0,0,0,0.150335047580984,0,0,0.0476000797749117,0,0,0,0,0,0.0623938813410034,0.108664261505111,0,0.0938964828942802,0,0,0,0,0,0,0,0.315278313118343,0,0,0,0,0,-0.199121627247181,-0.0163825750453483,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.140222019898674,0,0,0,0,0,0,0,0.48417590915593,0,0,0,0,0,0,0,0,0,0.233320380049144,0,0,0,0,0,0,0,-0.00734895653875437,0.128433013758573,0,0,0,0,-0.204820897304326,0,0,-0.156155489135183,0,0,0,-0.00801098932961434,0,0,0.214167963697947,0,-0.0325940860774177,0,0,0.00107754276821,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.758638280895604,0,0,0,0,0,0,0,0,0,0,0,0.160116592347868,0,0,0,0,0,0.0519756898966622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154846607685496,0,0.029650834143301,0,-0.199934443973268,0,-0.0325421526635099,0,0.00962620318802321,0
