,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0567060246758119,0,0.138732135849072,0.176384707369727,0,0.351767712990617,0,0,0,0,0.00060434964389828,0.131827052255323,0,0,0,0,0,0,0,0,0,0.0118828765735477,0,0,0,0,0.104040411876663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0,0
X601939.CH.EQUITY,0.263703968470645,0,0,0,0,0,0,0,0,0,0,0,0.425692044056562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191838272117455,0,0.106013837302153,0,0.00655556710805486,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342770003168281,0,0.0423194551433114,0,0,0.467252491534197,0,0,0,0,0,0,0,0,0.0359469150072199,0,0,0,0,-0.0109442674124117,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112846513623186,0,0,0
X5.HK.EQUITY,0,0,0,-0.0469195107665032,0,0,0,0.264335590011969,0,0,0,0,0,0.32853795320947,0,0,0,0,0,0,0,0,0.627881548177097,0,0,0,0.0910961548094222,0,0,0,3.46944695195361e-18,0,0,0,0.212090350043139,0,0,0,0,0,0,-0.360930634715182,0,0,0,6.93889390390723e-18,0,0,-0.0666075924811523,0,0,-0.0626612738731176
X601988.CH.EQUITY,0.136910828144897,0,0,0.0492484580304033,0,0,0,0,0.200922687162897,0,0,0,0.143662934504236,0,0,0,0,0,0.0210347675962191,0,0.168431347770944,0,0,0,0.0277592452958532,0,0,0,0,0.0495426355250268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186363572247684,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148252952211641,0,0,0,0,0,0,0,0.359131931482353,0.0249199748130823,0,0,0,0,0.182318526676354,0.271543055779566,0,0,0,0,0,0,0.266982565619408,0,0,0,0,0,0,0,0.0124261702719756,0,0,0,0,0,0,0,0,0,0,0,0.0745769741491315,0,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214811170537086,0,-0.122352395362071,0.119637903878869,0,0,0,0,0,-0.62214653474586,0.655405909631019,0,0.103826169787712,0,0,0,0.505218423286323,0,-0.430594761869942,0,0,-0.36917075509991
