,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.00242581859395726,0,0.223282823939778,0,0,0.110583283844178,0,0.243617565584336,0,0,0,0,0,0.127860719923811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103899835479506,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0479565081040489,0,0,0.0771553263748181,0,0
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.285141627107231,0,0.0754640769833961,0,0,0,0,0,0,0,0.423872829792827,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056227145398299,0,0,0,0.0735019906743284,0,0,0.00953607527459286,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333436846101064,0,0.0166122107661572,0,0,0.502919597151017,0,0,0,0,0.0138439664448524,0,0,0,0.0434301884207916,0,0,0,0,0,0,-0.0200863343715803,0,3.46944695195361e-18,0,0,0,-0.0139679604063586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104140200902364,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0953741865485285,0,0,0,0,0,0.0129808020868894,-4.33680868994202e-19,0,0,0.402055249943905,0,0,0,0,0.0678904241182214,0.158749463458369,0,0,0.353784878143451,0,0,0,0,0,0,0,0.0171930219510289,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.39848719826362,0,0.00838918486162902,0,0,0,0,0,0,0,0.0632877672242177,0,0,0,0,-6.93889390390723e-18,0,0,0.0391257530826081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152100834469612,0.0102826644307028,0,0,0,0,0,0,0,0,0,0,0.291903085285495,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852137,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.00919026287262121,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601926498816983,0,0,0,0.470734298721989,0,0,0,0.124970441734522,0.106211443047081,0,0,-2.77555756156289e-17,0,0,0,0,0,0.268544967713177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.310742590716196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285325047973411,0,0,0,0,0,0,0,0.312870463236144,0,0,0,1.38777878078145e-17,-0.813475894795609,0.506237065907512,0,0.366386153446752,0,0,0.39199508397328,-0.599465788483312,0,0,0,-0.445467363047192
