,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.296540987942591,0.371645855818134,0,0,0,-0.0477048264610153,0,0,0,0,0,-0.00136132195528285,0,0,0,-0.105006180201918,0.00236015648935393,0,0,0.115856079878025,0,0,0,0.168120107504662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594621908203689,-0.0165331452040611,-0.131422633080901,0.0392897565547877
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543281,0.060733602698127,0,0,-0.0123032760236149,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.366610408130227,-0.0274820018833069,0,0.117442916385126,0,0,0,0,0,0,0,0,0.225208926799363,0,0,0,-0.0277784451276827,0,0,0.0997083219411564,0.0495508217092523,0,0,0.0966935928787056,0,0,0,0,0,0,0,0,0,0.0289788054888403,0,0,0,0,0.277451874112973,0,0,0,0,0,0,-0.0140436141770915,0,0,0,0,0.0916545226888401
X601288.CH.EQUITY,0.392924855652504,0,0.206205285625542,0,0.1520778084522,0.0739766571288331,0,0.04459370235174,0,0,0,0,0,0,0.0213304305436157,0,0,0,0,0,0,0,0,0,0,0,0,0.0732862113481383,0,0,0,0,0,0.047634744340661,0,0,0,0.0593856976868244,0.164093080611892,0,0,0.0216579679237427,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.253448090041422,0,0.136578504469986,0,0,0.0801058820498352,0,-0.191238156577248,0,0.284923680997386,0,0,0,0.173776392504839,0,-0.0946346893871953,0,0.218835800408706,0,0,0,-0.176680928255519,0.4408498500629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190876939291384,0,0,0,0,0.0274450807596681,0,0,0,0.0602553750891273,0
X601988.CH.EQUITY,0.0223378524643625,0,0.144190591846362,0.25977285602594,0,0,0,0.079761378788399,0,0.112563780317993,0.283766243258374,0,0,0,-0.334467046761618,0,0,0,0,0,0,0.0470993473857185,0,0,0,-0.0457359192122795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103922409942737,0,0,0,0,0.119050143910418,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0.234709745491526,0,0,0,0,0,0,0,0.0264742566284464,0,0,0,0,0,0,0,0,0,0,0,0,0.0642884033984529,0,0,0,0,0,0,0,0,0,0,0.116311810115491,0,0,0,0,0,0,0.175479539044317,0,0,0.0979062539163459,0,0,0,-0.0306294658698293,0,0,0.106870464217675
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689142954514735,0,0,0,0,0.195401803401405,0.016658425226464,0,0.112191394701735,0,0.187493057109439,0,0,0,0,0,0.342264872548242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701051711058873,0,0,0.0199193931816593,0.0229155706410915,0
X601166.CH.EQUITY,0.0538359524601117,1.73472347597681e-18,0,0,0,0.102425828219454,0,0,0,0,0,0,0,0.203428875132916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461108903739012,0,0,0.227382403020944,0,0,0,0,0,0.131759771843315,0,0,0,0,0,0,-0.0584762098736301,0,0,0,0.0545595923512468
