,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00538499772574217,0,0.231897907121396,0,0,0,0,0,-0.216380349925341,0,0,0,0,0,0,0,0,0,0,0,0.470067197861418,0.475027826945978,0,0,0.104620090187706,0,0,0,0,0,-0.0825227518690626,0,0,-0.180868397794883,0,0,0,-0.618048678606444,0,0,-0.0944268269174441,0.0352201627742093,0.0321855794353506,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0212588121956982,0,0,0.233302767614612,0.00476059081051123,0,0,0,0,0,0,0.242294462453594,0.21733297193791,0,0,0,0,0,0,0,0,0,0,0.0322344657594499,0,0,0,0,0,0,0,0,0,0,0,0,-0.00820546225521012,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.256089174764911,0,0,-0.130340855949417
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.270126951183076,0,0,0.351929178816179,0,0,0.0542944553229713,0,0,0.0179671383458378,0,0.147195076420883,0,0.0187776925859351,-0.0259313299630726,0,0,0.0426225149424811,0,0.0923803730581525,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069394205412593,0,0,0,0,0,0,0,0.0230519909728383
X601988.CH.EQUITY,0,-1.38777878078145e-17,0,0.287174981074985,0,0,0,0,0,0.359807173100602,0,0.145261743483049,0,0,0,0,0.200362057151243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237045608691123,0.0560726437250147,0,0,0,0,0,0,0,0,0,-0.151639721882915
X600036.CH.EQUITY,0,0.0870553617147849,0,0,0,0,0.0349457349725009,0.0623432505921175,0,0,0,0.114615372792879,0,0,0,0,0,0,0,0.12673566782467,0,0,0,0,0.0166438536253613,0,0.00162096432768239,0,0,0,0,0,0,0.387432215641988,0,0,0,0,0,0,0,0,0,0,0,0.0727730219071597,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.27519457342196,0,0,0,0,-0.0681358741928543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953748075269532,0.155131964547755,0.156463025310435,0,0,0,0.0747217038961403,0.0310288257534633,0,0.0344997976080915,0.0336246304120546,0,0,0,0,4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038667408413074,0,-0.0558433148853187,0.0410694225052953,0.0406891026666742,0,0,0,0,0.18734606267522,0,0,0,0,0,0.157753449504684,0.141918287334557,0,0,0,0,0.189067965418667,0,0,0.316467812526447,0,0,0,0,0.154210098953411,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481965132487153,0,-0.0656683707807819,0,0,-0.543710623930208,0.804295411174949,0,0,0.132062627981732,0.637172703003199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.181383564127938,0,0
X601658.CH.Equity,0,0,0,0.0410409693016968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294575856179814,0.0540573439901623,0,4.33680868994202e-19,0,-0.00683267126856665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217608593408816,0,0,-0.0123328385164206,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.340130527176885,0,0,0,0,0,0,0,0,0,0,0,0.143446589074485,0,0,0,-0.294996687271791,0,0,0,0.270809045723804,0,0,0,0,-0.0786529079771394,0,0,0,-0.0678124905403666,0,0.0610216726938782,0,0,0.48244731383915,0,0,0,0.00644958729898402,1.0842021724855e-19,-0.189189818448619,0,-0.0108381212756951,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.132963195335611,0.0833880565480543,0.133603264651327,0.0869995595508537,0,0,0,0,0.0263997691134812,0,0,0,0,0.329627983855462,0.109055493217824,0,0,0.0439238839727967,0,0,0,0,0.0212835398892132,0,0,0,0,0,0,0,0,0.0139004421369716,0,0,0,0,0,0,0,0,0,0,-0.0045445728150769,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0980382915405837,0.286913465302038,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.138904752637662,0.0652888844604838,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.129901982435285,0,0,0,0,0,0,0,0.0157691744609415,0,0,0,0,0,0.00764204285678991,0,0,0,0,0.04993086191503,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.0040795276816554,0,0,0,0,0,0,0,0,0.244222050137514,0,0.0152224776831473,0,0,0,0,0,0.0216768974948722,0,0,0,0,0,0,0.381790327920901,0.0407243087223102,0,0.103147471574503,0,0,0,0.0504512308345136,0,0.00194801194816514,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0512646290770473,0
X600000.CH.EQUITY,0,0,0,0.216745664466103,0,0.0614728158241655,0,0.0276111443879495,0.0443724771754404,0,0,0.331121100207466,0,0,0,0,0,0,0,0,0.124029895432571,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00285583832572873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195488215813486,0,0,0,0.0679111979910398,0,0,0,0.0937299243110277,0,0.151926876627686,0,0,0,0,0,0,0,0,0.236161328612062,0,0,0,0,0.0574381892311309,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.205218962647867,0,0,0,0,0,0,0.439533101771764,0,0,0,0,0,0,0,0,0,0,0,0.117744331026716,0,0,0,0,0,0,0.21135875421988,-0.0217710651098511,0.204618123049308,0,0.00785981343221667,0.0587096241613304,0,0,-0.0190235848841205,0,0,0,0,0,0.00313799582807134,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857495200237333,0,0,0,0.181486180161032,0,0,0,0,0,0,0,0.364582038960998,0,0,0,0,1.73472347597681e-18,0,0,0,0.159290228996926,0.122200849890436,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0468715236006665,0
X000001.CH.EQUITY,0,0,0.161054718808874,0,0.0883171098381591,0,0,0.0223783604721581,0.0412460219433767,0,0,0,0,0,0,0,0,0,0,0.160702512594431,0,0,0,0.0965092024761701,0,0,0.061949378738654,0,0,0,0.0409898215761345,0,0,0.19049593210922,0,0,0,0,0,0,0.00353449157278219,0,0,0,0,0,0,0,0,0,0.109649293219914,0
X601601.CH.EQUITY,0,0,0.875683649726817,0,0,0.106074539836741,0,0,0,0,0.0981146083900184,0,0,0,0,0,0,0,0,0,0,0.0463768142219142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632901395505936,0,0.0131691000567542,-0.236557286452897,0,-0.100420860253505,0.233775210738937,0,0,0,0,0,0,0.0454048939424899
X600016.CH.EQUITY,0,0,0,0.109149315256189,0.100473067421561,0,0,0,0.00741422033164949,0,0,0,0.211828771747105,0,0.0751667120747858,0,0,0,0,0,0,0.213147316705339,0,0,0,0,0,0,0,0,0.0194904080918982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037166913969249,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.17768232341579,0,0,0,0,0,0,0,0,0,0,0,0,0.159935282694545,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0851367168500116,0.145185417686524,0,0,0,0,0,0.104911824034992,0,-0.229156113702037,0,0,0,0.310439499122298,0,-0.00516934988369086,0.230755744252107,0,0,0,0,-0.0440745315568322,0
X688.HK.EQUITY,0.133227846644703,0,0,0,0,0,0.00152841139901565,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105178527135294,0.026587003987293,0,0.601642362985356,0.0202844431979731,0,0,0,0,0,0,0,0,0,0,0,0.0192957446912546,0,0.0911125336992062,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.303493782432954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184301524305698,0.0997718476634216,0.0174005834848219,0,0.0277995523413455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331273357398467,0,0,0,0,0.0189039233401522,0,0,0,0,0,-0.0245959306876719,0.08559762073224,0.300944948678323,0,-0.149701080188075,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0467726886177515,0.187796148865436,0,0,0.0247700725108989,0,0,0,0,0,0,0.0221408154482975,0,0,0,2.16840434497101e-19,0,0,0,0.284518092656982,0,0,-0.0581473789193989,0.07346107949025,0,0,0,0.0108019697980152,0,0,0,0.000479738097901047,0,0,0,0,0,0.025908184512291,0,0.316191653001177,0,0,0,0,0.000496647824321317,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0263788127141712,0.388106610490329,0,-0.115183103706449,0,0,0,-0.117691534504546,0,0,0,0,0,0,0.13060897030047,0,-0.0261898129222353,0.203575061953577,0,0,0,0,0,0,0,0,0.0211066478078763,0,0,0.0765579628127995,0,0.171056754938589,0,0,0,0,0,0,0,0,0,0,0,0.0241506360518417,0
X1109.HK.EQUITY,0,0,-0.0394190519154072,0,0,0.132011265618246,3.46944695195361e-18,0,0.0387283479716995,0,0,0,0,0,0,0,0,0.0730529994151779,0,0,0,0,0,0,0,0,0,0,0,0.101175785110446,0,0,-0.0557247176101177,0.257430052297896,0,0,0.427688495198953,0,0,0,0,0.102647152341251,0,0.0489788055051306,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0.0240663939327446,0,0,0,0,0.0384118527313283,0,0.148208492424873,0.0232747978635014,0,0,0.0400535318689397,0,0,0,-0.171718025311761,0,0,0,0,0,0,0,0,0,0,0.191740970335826,0,0,0.149808088359836,0,0,0.0619493391573618,0,0,0,0.110518532837037,0,0.10510675612617,-0.0342848028516004,0,0,0,0,0,0.135721635750351,0,0,0,0,0,-0.085144099877057
X601818.CH.EQUITY,0,0.193428137169574,0,0,0,0,0,0,0,0.00238864356693569,0,0,0.238441790219595,0,0,0,0.143170249959407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052334344673611,0,0,-0.0117885182614465,0,0,0,0,0,0,0,0,0.0695198680010378,0,0.0474685799979896,0,0,0,-0.0680296152031553,0
X267.HK.EQUITY,0,0,0.025770465153724,0,0,0,0.0542501762622198,0,0.268307646666274,0,0.166599622853498,0,0,0,0,0,0,0,0,0,0,0,0.121350303262689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446546190237743,0,0,0,0,0,0,0,0,0.0230051301385827,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.13431678789998,0,0,0.416756333136724,0,0,0,0,0.06515354373396,0,0,0,0,0,-0.0107165307057023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107969320588206,0,0,0,-0.0348096906821065,0,0,0,0,0,0,0
X601688.CH.EQUITY,0.00707712070714116,0,0,0,0,0,0.0734452766829893,0,0,0,0,0,0,0,0,0,0,0.0758736641361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170389157648637,-0.0367074979945446,0,0.378963856226503,0,0,0,0,0,0,0,0,0,0.360885476120271,0,0,0,0
