,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.315490045460507,0,0,0.0835942994284745,0,0,0,0,0,0,0,0,0.029131039021441,0,0,0,0,-0.0823440089851673,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0238171922416055,0,0,0,0.16303650568922,0,0,0,0.00345650185860955,0,0,0,0,0,0,0,0,0,0.259388650712631,0,-0.0568100600746906,0
X601318.CH.EQUITY,0,0,0,0,0,0.176819928663928,0.0104786797379493,0.0166072421622645,0.0996133352605997,0,0.0879532117171679,0,0.0443090576177643,0,0,0,0,0,0.0702071265873388,0.401599847857253,0,0,0,0,0,0,0,0,0,0,0,0.120676500479631,0,0,0,0,0,0.0155704992228151,0,0,0,0,0,0,0.0717757234868377,0,0,0.0640162327479667,0,0,0,-0.128819237576405
X601939.CH.EQUITY,0,0.0972472135397276,0,0.190064431400579,0,0,0,0,0,-0.0116145649868385,0,0,0,0,0,0,0,0,0,0,0.0347998597249519,0.830436532931753,0.0404169872628902,-0.249897071096006,-0.188028355318207,0,0.00467229984231893,0,0,0,0,0.0401732664053827,-0.0155269513031754,0,0,-0.0217024556979618,0,0,-0.0528833272404637,0,-0.0806304359802115,0,0,0,0,0,0,0,0,0,0,0.0850647938323369
X601288.CH.EQUITY,0.115428176764774,0,0.0739841952453564,0,0.0860278194677507,0,0.42183112918595,0,0,0,0,0,0,0,0,0.0486375688250624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192520309485437,0,0,0,0,0,0.108812192542377,0
X601628.CH.EQUITY,0.15822757954181,0,0,0,0,0.0303936565896102,0,0,0,0,0,0,0,0,0,0,0,0.133746151525038,0,0,0,0,0.0438409308762146,0.308963284109486,-0.0725673803987329,0,0,0.00774825343392515,0.0859374820139943,0,0,0,0.320462242858029,0,0.124277586908715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163614161242686
X600036.CH.EQUITY,0,0.179246824985486,0,0,0.10465030739336,0,0.0781728151731816,0.0430697643545067,0,0,0,0,0.242416722013878,0,0,0,0,0,0,0,0,0,0,0,0,0.298840333946804,0,0,0,0,0.111595117474693,0,0,0,0,0,0,0,0.0913957472470252,0,0,0,0,0.0161001100930884,0,0,0.0489503023723864,-0.0520881253858725,0,0,0,0
X601988.CH.EQUITY,0.0673611539028503,0.10352470537274,0.0769096227774602,0.0286380197342392,0,0.447803787708126,0,0,0,0,0,0,0,0,0,0.152779692969012,0,0,0,0,0.035272616192975,0,0,0,0,0,0,-0.0324934731031872,0,0,0,0,-0.182654347468056,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0881410491180837
X1299.HK.EQUITY,0,0,0,0,0,0.0258237373552009,0,0,0,0.317083739852149,0,0,0,0,0,0,0.0801863422828688,0,0,0,-0.0141631022449817,0,0,0,0,0,0.128379438390875,0.0403116130329738,0,0,0,0,0,0,0,0,0,0.0421402639693427,0,0,0.128223071036237,0,0.117872577523039,-0.0794799928250999,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358904234309311,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.574873129699106,0,0.0761184414107254,0,0.085314553292851,0,0.0855229769688907,0,0,0,0,0,0,0,0,0,0.230092451642795,0.0692938735547292,-0.0811163898706765,0,0,0,0.178106507604599,0.180302744548061,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.165313501800696,0,0,0,0,0,0,0,0,-0.0118139474755278,0,0,0,0,0,0,0.155425775924,0,-0.0834543837778002,0,0,0,0,0.131041355719483,0,0.13276588428413,0,0,0,0,0.220476157064141,0,0,0,0,0,-0.306071450543881,-0.0367548640754028,0,0.091577872038914,0.0719841404225,0,0.548497901381915,0.181614303486113,0
