,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.258837116147569,0,0,0,0.262724371769419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170044247189675,0,0,0,0.0915994114914178,0.0353423550023851,0,0.00978172692523242,0.0601991440374431,0,0.0800750427326115,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325256975482567,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.161245069534923,0,0,0,0,0.0843161903437582,0,0,0,0.237825769275504,0,0,0,0.000380717330583384,0,0,0.211209072269279,0,0.0363759450382215,0,0,0,0,0,0,0.171195380105649,0,0,0.00433743607467291,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0999699909550167,0,0,0.071616905355383,0,0,0.160618052461971,0,-0.0520425238615056
X600036.CH.EQUITY,0,0.0719601981094346,0,0,0,0.114135801633222,0,0,0,0,0,0,0.152409426506484,0,0,0,0,0,0,0,0,0,0,0,0.1143230686844,0,0,0.0863686086384127,0,0,0,0,0.135367210959985,0,0,0,0,0,-0.0502958491135242,0,0,0,-0.0377095601091601,0,0,0,0,0,-0.0707857615018418,0.37485293018418,-0.0268447858525502,0
X601939.CH.EQUITY,0.627223534082109,0.175493440805438,0,0,0,0,0,0,0,0,0.091105873155128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782199564543037,0,0,0,0,0,0,0,0,0,0,0.176243913430829,0,0,0,0,0,0,0,0,0,0,0.0946425942505136,0.0114049471993745,0
X601288.CH.EQUITY,0,0.0553444532587921,0,0.121178711771326,0,0,0,0.531761379467071,0,0,0,1.38777878078145e-17,0,0,0.00301282787723394,0,0,0,0.0554337050364246,0,0,0,0.0339365313190387,0,0.175172256371795,0,0,0.0471334375877049,0,0,0,0,0,0,0,-0.0404914675631423,-0.0238714435702311,0,0,0,0.0309275696704836,0,0,0,0,0,0,0,0,0,0,0.0834784981095641
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.110475664821132,0,0.145908006414778,0,0,-0.00722263293222009,0,0,0,0,0,0,0,0,0,0.167783103740921,0,0,0,0,0,0,0,0,0,0.0505065525201768,0,0,0,0.0317716669798078,0,0,0.250710891318375,0.0940010155972467,0,0.0575328404182854,0,0,0,0,0.282773571083792,0,0,-0.111416763045467,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.246696686055104,0,0,0,0.34628292515164,0,0,0,-0.00590471120570863,0,0,0.0835416427091582,-0.0263228467080352,0,0,0,0,0.091344392528772,0,0,0,0,0,0,0.0636643377611655,0,0,0,0,0,0,0,-0.199064545104054,0,0,0,5.42101086242752e-20,0,0,0,0.0903577888490918,0,0,0,0,0.12340012578645,0,0,0,0,0,0.0140692803919079
X5.HK.EQUITY,0,0.237710940288641,0,0.0337164239943204,0,0,0,0,0,-0.122165769024451,0.0388779829178484,0.0825175714883535,0,0,0,0,0,0,0,0,0,0,0.293100895494396,0,0,0,0.146708278604176,0,0,0,0,0,0.0477667876444882,0,0.0590223269043006,0,0,0,0.225420197977177,-8.67361737988404e-19,0,0,0,0,0,0,0.0438632797373164,0,0,0,0.0620374169340786,0
X388.HK.EQUITY,0,0,0,-0.192176172378018,0,0,-0.0268430557980598,0,0,0,0,0,0,0,0,0,0.0977897064880767,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.184920687290906,0,0,0,-0.195074731717759,0,-0.186733560365731,0,-0.118060502178209,0.283590697651986,0,0,0.190246881842264,0.00113616267731478,0,0,0.224789073855631,0,0,0,0,0,0,-0.0897846513735174
