,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,-1.38777878078145e-17,0.288738425939845,0.0981805167351367,0.0807682717305553,0,0,0.26890785857893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143685405776619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946461175544283,0,0,0,0,0,0,0,0,0,0,0,-0.0506755184076633,0,0
X601318.CH.EQUITY,0,0,0.188056225859554,0,0,0,0,0,0.173225931945602,0,0,2.16840434497101e-19,0,0,0.10443373218318,0,0,0,0.0394049277608356,0,0.143079696263648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542134590295091,0,0,0.0231303176690215,0,0,0,0.0408005450097936,0,0,0,0,0,0,-0.147524455264849
X601939.CH.EQUITY,0.415592424812048,0.261043491618639,0,0,0,0,0,0.390812586653094,0,0,0,0,0,0,0,0,0.0352632724256563,0,0,0,0,-0.0908408478499075,0,0,0,0,0,0.13085389416812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142686629139857,0
X601288.CH.EQUITY,0,0.0343071271203915,0,0,0,0.0752976250913342,0,0.467277216808586,0,0,-0.109402706224587,0.134392233277472,0,0,0,0,0,0,0,0,0,0,0.064443535383125,0.0486478850778837,0,0,0,0.0487059374554375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244548073383835,0,0,0,0.0547497578306672,0,0.00353433785143022,0.0795533566664355
X600036.CH.EQUITY,-0.0176931959487116,0.0846280789011777,0,0,0,0,0.185334811496246,0,0.0162198238076056,0,0,-0.0836137763433631,0.0948327702869117,0,0,0.101288255354211,0,0,0,0,0,0,0,0,0.544650744033351,0,0.124206022446849,0.103769090139706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082152660892737,0
X601628.CH.EQUITY,0.172393182689151,0,0,0,0,0,0,0,0,0,0.0311758737844244,0,-0.00926839690105172,0,0,-0.213585249276139,0,0,0,0,-0.0109376437339043,0.097725355900774,-0.0361342124287233,0,0,0,-0.141103522843646,0,0,0,0,0,0,0,0.66145516077059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879787460690453,0,0
X1299.HK.EQUITY,0,0,0,-0.0178687550693915,0,0,0,0,0,0,0.0736301676806053,-0.0525019327128286,0,0,0,0,0,0,0,0.0315248497007747,0,0,0.153434525204653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108623609041797,0.122896175468289,0.16239331939633,0,0.147818728729068,0,0,0,0,0,0,0.269223601243884,0,0
X601988.CH.EQUITY,0,0,0.100134750013311,0.482188752620854,0.0822889101031525,0,0,0,-2.71050543121376e-20,-0.00276974355826022,0,0,0.213972648708749,0,0,0,0.0721358435889172,0,0,0,0,0,0.0399034885779369,0,0,0,0,0,0,0,0.0219591580202632,0,0,0,0,0,0.0299641561679026,0,0,0,0,0,0.0368869811593192,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917557126952178,0,0,0,0,0,0,0,0,0,0,0.000486246976364493,-0.107463671778774,0,0,0,0,0,0,0.145879746665568,0,0.167805799833021,0,0,0.120084027449031,0,0,0,0,-0.0447725362642494,0,0.104003870187043,0,0,0,0,0,0.331814087359349,0,-6.93889390390723e-18,0,0.203119134917742,0,0.0525982618821631,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.02920907890456,0.00626018772898566,0,0,0,0,0,0.0764464993281254,0.0887994042165064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12196204706504,0.440022134333034,0.0111907294716783,0,0,0,0,0,0.0283009572577674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962071074937325
