,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.284521973344471,0.372183000018085,0,-8.67361737988404e-19,0,-0.0456502510480774,0,0,0,0,0,0,0,0,-0.124584690825372,0.00202529686202601,0,0,0,0,0.114776950899975,0,0,0,0,0.155579317348851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230661015727562,0,0,-0.00223955751612792,-0.0551056549858763,-0.00643836225128621,-0.140513419072884,0.0472233851710546
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.253813913503647,0.0509516293900341,0,0.312833775152601,0,0,0,0,0,0,-0.0476277462272146,0,0,0,0,0,0,0,0,0,0.0462391610765473,0,0,0,0,0,0,-0.273403640931641,0.226318466877101,0,0,0.222473480394783,0,0,0,0.0187443901933962,0.0390596329722035,0,0,-0.0254285737474615
X601939.CH.EQUITY,0.466017885239436,0,0,0.0828695077593494,0.061490755786787,0,0,0,0,0,0,0,0.200597803141873,0,0,0,0,0,-0.0232214940360128,0.00823242549468899,0.115245791481471,0,0,0.0664494894272912,0,0,0,0,0,0,0,0,0,0.042361136777807,0,0,0,0,0.281898285598145,0,0,0,0,0,0,-0.0403540309675681,0,0,0,0,0.0578362515416459
X601288.CH.EQUITY,0.413446684893467,0,0.189513011229937,0,0.151896866127509,0.0575384155306751,0,0.0379821089938201,0,0,0,0,0,0.0100822249852231,0,0,0,0,0,0,0,0,0,0,0,0,0.0554309425066237,0,0,0,0,0,0,0.0620297449012417,0,0,0,0.089392682296129,0.142034763358298,0,0,0,0,0.0603493852578355,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.263032434005727,0,0.130333209336972,0,0,0.0849759211484157,-0.0977321467413971,-0.0988815070463145,0,0.381146591740264,0,0,0.203075889376615,0,0,0,0.305600815312334,-0.0760623468828252,0,0,-0.246617764433917,0,0.411764619056463,0,0,-0.00651826566961597,0,0,0,0,0,0,0,0,0,0,0,0.0144290466903147,0,0.185909692105475,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0776624986884171,0
X601988.CH.EQUITY,0.0223837465405725,0,0.141042516072684,0.25790353431078,0,0,0,0.0806982718156832,0,0.111239151020186,0.284823304912017,0,0,-0.336432750128691,0,0,0,0,0,0,0,0,0.0472414660330017,0,0,0,0,-0.0458548515340898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103717778745181,0,0,0,0,0.119579513711253,0
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0
X601628.CH.EQUITY,0,0.0883257124794964,0,0,0.0136605784169357,0,0,0,1.38777878078145e-17,0.0376034041200861,0,0,0,0,0.174798440529996,0,0,0,0,0,0,0,0,0.114830164396019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218440004295057,0.0661598926204691
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526009182803826,0,0,0,0.180017730564796,0,0,0,0.117942231521996,0.189366357613677,0,0,0,0,0.00468228806262691,0,0.374551790939846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697342012737961,0,0,0.0165521261107074,0.00861055870067739,0
X601166.CH.EQUITY,0.0968967738086669,0,0,0,0,0.0417045871245163,0,-1.38777878078145e-17,0,0,0,0,0,0,0.234749131670894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474335192861508,0,0.233924198027853,0,0,0,0,0,0.094607204703157,0,0,0,0,0,0,-0.0370928493426721,0,0,0.00423964565716802,0.0373924381609828
