,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.718937922623717,0,0,0,0,0,0,0,0.0418975438377249,0,0.0721825670590449,0,0,0,0,0,0.0102993350619473,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690054025517669,0,0,0,-0.0177250654941155,0,0,0,0,0,0.00109458409759058,0
X601939.CH.EQUITY,0.130088209479187,0,0.0555880487992162,0.236854856357983,0,0.378174485058705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554296132079422,0,0,0,0,0,0,0,0,0,0,0,0,0.0655978194157975,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,1.38777878078145e-17,0,0,-0.0236133581126688
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0541756289785002,0.339260928358539,0,0,0,0,0,0,0,0.0515040183783018,0,0,0,0,0,0,0,0,0.00532290586977664,0,0,0,0,0,0.0462657150092013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101357490015283,0,0,0,0.20195543730164,0,0,0,0,0,0,-0.0694454635194022
X5.HK.EQUITY,0,0,0,0,0,0,0.440853462062893,0,0,0,0,0,0.0504171648775124,0,0.261475416144469,0,0,-0.0486811478601366,0,0.11732005402508,0,0,0,0,0.422407082936924,0,0,0,0,0,0,0,0.0198399065581516,0,0,0,0,0,0,0,0,0,0,0,0,-0.76884792021467,0.0162117086510145,0,-0.184444506051733,0.156609778390356,0
X601988.CH.EQUITY,0,0.17486935865333,0,0,0.0451516520893718,0,0,0,0.0735371348335881,0,0,0.084105916572207,0.126227105713828,0,0,0,0,0,0.0587118927198485,0,0,0,0.519431984920236,0,0,0,0,0,0,0.0304702823600927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324501922571438,0
X1299.HK.EQUITY,0,0,0.19467944161228,0,0,0,0,0.0632290060687891,0,0,0,0,0,0,0.207640525243568,0,0,-0.0915952370917371,0,0,0.21419536484546,0,0,0,0.00324637554284998,0,0,0,0,0,0,0,0,0,0,0,0,0.0832584088511682,0,0,0,0,0,0,0,0,0,0,0.0300912200532462,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140903913277272,0.0723492275127117,0,0,0,0,0,0,0,0,0,0,0,0.0306129273817408,0,0,0,0,0,0,0,0,0,0.0626282119314383,0,0,0,0,0,0,0,0,0,0.32513760062236,0,0,3.46944695195361e-18,0,0,0,0.20795347410114,0.071258900881079,0,-0.026179424297143,0,0,0,0,0
X601328.CH.EQUITY,0.00162213589323361,0,0,0,0,0,0,0.171620641396122,0,0,0.0383754624545788,0,0.149566243763268,0,0,0,0,0,0,0,0,0.252401239150672,0,0,0,0,0,0,0.0314332046850798,0,0,0,-0.00883492451080663,0.0403112485409847,0,0.00077947720753415,0,0,0.0688998862279967,0.256250613762904,0,0.0395395721482168,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.162604558739459,0.0494038693641484,0,0,0.014767611991372,0,0.205921007116724,0,0.122662836389122,0,0,0.0755945975294579,0,0,0.040741814689397,0,0,0,0,0,0,0.125293788943115,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.044554975105463,0,0,0,0,0,0.0534344128603959,-0.0267955889381435
