,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.119714070206008,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00952937381599684,0,0,-0.0304069058231734,0,0.0124872489172663,0.415850368906623,-0.203279354054877,0.463890796808683,0.264512682264588,0,0,-0.130301481803677,0,0,0,0.0095092714913398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.236696859607111,0,0,0,-0.0875852216243331,0,0,0,0.0953370714646039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335873465291197,0.169957629651064,0,0,0,0,0.246954273047141,0,0.0708345089321648,0,0,0,0,0,0,0,0,0,0,0.100333875187163,0,0,0
X601939.CH.EQUITY,0,0.0400875969088727,0,0.809372148253907,0,0,0.00505014013682027,0,0,0.0357955189340662,0,0.0118846088531572,-0.0572247924418105,0,0,0,0,0.0999568840712361,0,0,0,0.00777529297090403,0,0,0,0,0,0.0263680858507681,0,0,0.024519336715193,0,0,0,0,0,0,0.0821322817020282,0,0.0219099747867247,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.919566677231909,0,-0.0841832018194416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134445943237884,0,0,0,0,0,0,0,0,0.0482664242104585,0.0162441903444488,0,0,0,0,0,0,0,0,0,0.00356074899928486,-0.006878458474177,0,-0.0793644339066979,0,0,0,0,0,0,0,0,-0.0540777334550772,0
X601628.CH.EQUITY,0.00703817515002212,0,0,0,0,0,0,0,0,0.239550391284902,0.194619708921194,0,0,0,0,0,0,0,0,0.0834647232756425,0,0,0,0,0,0,0,-0.132477435537146,0,0,0,0,0.0298551989734308,0,0,0,0,0.466637969154502,0,0,0,0,0,0,0,0,0.0873936244831035,0.288067450045101,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.328967187456513,0,0,0.00603452707380222,0,0.0377551212837378,0,0,0,0,0,0,0,0.171871108400464,0.0118839122043954,0,0.0251220932979806,0,0,3.46944695195361e-18,0,0,0,0.170212927881943,0.0374836124219708,0,0,0.113104833885136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405843936522914,0,0,0,0,0.0416418582680148,0,0
X601988.CH.EQUITY,0,0,0,0.0334971029329182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346395795869926,0,0,0,0,0,0,0.0340293324818413,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387232746747878,0,0,0,-0.0833193467283637,0.0249049992366647,0,1.01004616890191,0,0,0
X1299.HK.EQUITY,0,0.00170221836087244,0,0,0.114236951872924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364082482728518,-0.0274406082068672,0,0,0,0,0.0152929052820371,0,0,0,0.122251376722701,0.269413757025529,0,0,0,0,0,0,0,0,0.0484743268699704,0,0,0,0,1.73472347597681e-18,0,0,0,-0.107483303723903
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15410811778029,0,0,0,0,0,-0.0550666318991054,0,0,0.157621339563732,0.500279500625164,0,0,0,0,0,0,0,0,-0.10006111773956,0.107923574955144,0,0,0,0,0.0314426563034955,0.0667609540444414,0,0,-0.143850454473257,0,0.0567140684684471,0.12939410932607,0
X388.HK.EQUITY,-0.123221334774817,0,0,0,0.185669281590992,0,0,0.0959318971221824,0.107063851064409,0,0,0,0,0,0.145478035129708,0,0,-0.158096943481198,-0.0789291749904822,0,0,0,0.520090675029255,0,0.401114455073795,0,0.0293468141903376,0,0,0,0,-0.123454745792483,0,0,0,0,0,0,0,0,-0.0323129175628624,0,0,0,0,0,0,0,0,-0.375486463016005,0,0
