,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.651630817363517,0,0,0.0209670822625175,0,0.061484558123831,0,0,0,0,0,0.0738489457409841,0,0,0,0,0.0486935343482368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562936580738022,0,-0.0374451167251551,0.0433669842263915,0.0199084406151558,0,0,-0.0201531452721477,0,0,0,0
X601939.CH.EQUITY,0.174328546216623,0,0,0.61438557688044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283451673605374,0,0,0,0,0,0.11448846863978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099776949941863,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.211905653376927,0.225646970281997,0,0,0,0.0589601863309008,0,0,0,0,0,0,0,0,0,0,0,0.140284951224176,0,0,0,0,0,0,0.0472063924715252,0,0.121735736004769,0,0,0.0648369418024498,0,0,0,0,0,0,0.0103227097107797,0,0.056908617955875,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.106813543651527
X5.HK.EQUITY,0,0,0,0,0,0.314540206301437,0,0.468426925870806,0,0,0,0,0,0,-0.0957186115678437,0.0986631738106126,0.191155837382735,-0.0333253825147724,0,-0.286307293511081,0,0,0,0,0,0.421059292584511,0,0,-0.0277451235601245,0.12047643698735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206406830464481,0,-0.472508217504483,0,0,-0.15879095775515,0.107271231712076,0
X601988.CH.EQUITY,0.11623309718635,0.0103762824287056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584131544411319,0.0365006366295683,0,0,0,0,0.011926900517075,0.149336794398921,0,0,0,0,0,0,0,0,0,0.0616047262723479,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0870785517150476,0
X600036.CH.EQUITY,0,0,0,0,-0.0265027745839531,0,0,0,0.0298096791100854,0,0,-0.0023658429744185,0,0,0,0,-0.0202022637809357,0.0418640251705008,0,0,0,0,0,0,0.758991971735651,-0.00659118898450281,0.0300177309335275,0,0,0.102037994990288,0,0,0,0,0,0,0,0,0,0,0,0,0.0652515343709685,0.0704657643936809,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.211028532347,0,0,0,0,0,0,0,0.230866948821056,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.193107352013507,0.125758681242133,0,0,0,0,0.128554393392807,0,0,0,0,0,0,0,0,0,-0.0434581954724876,0,0.0591143844257307,0,0,0,0,0.0909174554508451
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171816097039043,0,0,0,0,0.115082969402341,0,0,0,0,0,0,0.256717337985536,0,0,0,0,0,0,0,0.224862229623272,0,0,0,0,0.0656242338194601,0,0,0,0,0.00608129814107629,0,-0.00585875876302518,0,0,0,0,0,0.198598348324651,0,0,0,0.00221961777910694,0,0,0,0.0278518664225538,0,0,0
X601166.CH.EQUITY,0.050832008139548,0.15575080791593,0,0,0,0,0.173964779322518,0,0,0.0944752629528934,0,0,0,0.229049613027303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543841984269188,0,0,0,0,0,0,0,0,0.0863672024155148,0,0,0,0,0,0,0,0.0407306329194149,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0842653141940524,-0.181189919641063,0,-3.46944695195361e-18,0,-0.102868438023308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204950872309614,0,0,0.211428286336955,0.15161855933484,0.168372705771104,0.256976483426985,0,0.373693301329515,-0.100948400337114,0,0,-0.0103974367144458,0,0,0.0509436117679878,0,0,0,0,0.0581282169289558,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,-0.0306616746789029,0.0843158499374854,0,0,0,0,0,0,0,0,0.0340872386631668,0.318091584290143,0,0,0,0,0,0,0.0288616970987395,0,0,0.29340735676678,0,0.400019458408465,0,0,0,0,0,0,0,0,0,0,0,0,0.0541212138262544,0.299456318492689,0.0836374582701872,0,0,0,0,0.0328444913478497
X600000.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0.173041055394507,0,0,0,0.327414265634721,0,0.105484105332275,0,0,0,0.0694849618438647,0,0.0453391713008773,0,0,0,0,0,0.0664578186406322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161752450796486,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.256850081517311,0,0,0,0.138431790553445,0,0.123402827530075,0,0,0,0,0,0,0,0,0,0.302868009867613,0,0,0,0,-0.259689417845731,0.211105401602461,0,0,0,0.157957334837211,0.549462587583684,0,0,0,0,0,0.0068627177815806,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781957855755812,0,0.0326731134897299,0.0629272073256524,0.716969365112675,0,0.0557881313512776,0,0.0140135513610969,0,0,0,0.0500711485290098,0,0.0351238520617039,0.00423138461572798,0,0,0,0.124770028737166,0,0.043800551679918,0
X2388.HK.EQUITY,0,0,0,0,0.285868072469912,-0.401194658921432,0,0,0,0,0,0,0.0370890982835851,0,-0.167424302256089,0,0,0,0,0.337462479518695,0,0,0,0,0,0.232927436471339,0,0.165159920511511,8.67361737988404e-19,0,-0.143559154800168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188947802178246,0,0.00597435523427059
X601601.CH.EQUITY,0.103300347879266,0,0.107840228855494,6.93889390390723e-18,0,0,0.110678844519132,0,0,0,0,0,0,0,0,0,0,0,0,0.0437279912502747,0,0,0,0,0,0,0,0,0,0,-0.00753986958379333,0,0.0795049137045396,0,-0.00285417976375612,0,0,0.0550814090075836,0,0,0,0,0,0,0,0,0,0,0.244835733316917,0.0248265719505981,0
X267.HK.EQUITY,0,0,0,0,0.0796017163710173,0,-0.270259698930005,0,0.0769571547579876,0,0,0,0,0,0,0,0,-0.353623402188964,0,0.0515639885510734,0,0,0,0,0,0,0,0,0,0.151895211220679,0.214513841879019,0,0,0.0968741547367087,0,0,0,0,0.140536363609524,0.446509842532562,0,0,0,0,0,0.517848798881423,0,0.0285501346295566,0,0,0.0299702293184487
X388.HK.EQUITY,0,0,0,0,0,0,0,0.267131049797927,0,0,0,0,0.0335046140853818,0.36686204615721,0,0,0.0149545407602294,0.133958329969262,0,0,0,0,0,0,0,0.159719404417331,0,0.117624913478467,0,0,0.0756589720608283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140985711908859,0,0,0,0,0
