,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.3379958751971,0.0631197409189181,0.0795884860628647,0.0284669474398682,0,0,0,0,0,0.230489948011992,0,0,0,0.0143411122144862,0,0,0,0,0,0,0,-0.0162910622974893,-0.0141362065414691,0,0.0280061577951869,0,0,0,0.0182340957484817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437052578279254,0,0,0,0,0,0,0.154269586148698,0
X601939.CH.EQUITY,0.469522176176359,0,0,0.152798709942917,0,0,0,0,0,0,0.124885008395118,0,0,0,-0.0948117408798447,0,0,0,-0.015198927130096,0,0,0,0,0,-0.000521371666266065,0.17865901346788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823713059008509,0,-0.00711774868328694,0
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0,0,0
X601288.CH.EQUITY,0.297065983819644,0.0954176814007794,0,0,0.176912467160474,0,0,0,0,0,0.00183041316186939,0,0,0.190637238217867,0,0,0,0,0,0,0,0.0462042842573837,0,0,0,0,0,0,0,0,0,0,0,0.123619372994053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,6.93889390390723e-18,0.412298539582083,0,0,0,0,0,0.292047195736399,0,0,0,0,0,0.299383394930234,0,0.0810620097323837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38346180433191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158080375669915
X600036.CH.EQUITY,0,0.0700480628036126,0,0,0,0,0,0,0,0,0,0,0.183860062203115,0,0,8.67361737988404e-19,0,0,0.283843284239608,0,0,0.00836760097985496,0,0,0,0,0,0,0,0,0,0.283083902376619,0,0,0,0,0,0.00530607857268332,0,0,0.0664343823896124,0.0508818567279779,0,0.0209221274416049,0,0,0,0.0948028331966216,0,0,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129752302537078,0,0,0,0,0.0702621843294231,0,0.324013510124841,0,0.068119914090098,0,0.021984786923127,0.0574780938812239,0,0,0,0,0.00586175011668518,0,0,0,-3.46944695195361e-18,0,0.0818465098350669,0,0,0,0,0,0.168578435695436,0,0,0,0,0,0,0,0,0,0.149983559105339,-0.0415687793808861
X601658.CH.Equity,0,0,0,0.155747545635232,0.171204956109151,0,0,0,0,0,0,0,0,0.152470398843242,0,0,0,0,-0.0861563152475881,0,0.0635974632908581,0,0,0,0,0,0.00381179115667486,0,0.0841527628185095,0,0,0,0,0,0,0,0.0135463301026942,0.258255130274781,0,0,0,0,-0.0196007230211441,0,0,0,0,0,0.392780166882642,0,0,0
