,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.411688390551605,0.00440540287675596,0,0,0,0,0,0,0,0,0,0,0.0904208363754784,0,0.116672075754197,0,0,0,0,0,0,0,0.0649204140883147,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0472610450966138,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0755110108891154,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0,0
X601939.CH.EQUITY,0,0,0,0.539435626254634,0,0.0509773528624722,0.12563066049567,0,0,0.0190036038358053,0.0893463975562145,0,0,0,0,0,0,0,0,0,0.0250976319527411,0,0,0,0,0,0,0.20159477505562,0,0,0,0,-0.020370782402465,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.108146942011409,0,0,0.711792614038897,0,0,0,-0.230282036722794,0,0,0,-0.292328599459415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11805434097859,0.00990482785564333,0,0.103768407453294,0,0,0,0,0,0,0,0,0,0,0.105498848668428,0,0,-0.154184221769744
X5.HK.EQUITY,0,0,0,0,0,0.144129254393411,0,0.353671828734765,0,0.0756217708310005,0.0312913528882048,0,0,0,0,0,0,0,-0.0182206829689269,0,0,0,0,0,0,0.0108932990494323,0,0,-0.159266752029192,0,0,0,0,0,0,0,0.115389258103267,0,0,0.260740153692005,0,0,0,0,0,0,-0.0991593341325248,0,0.0475897864363392,0,0
X601988.CH.EQUITY,0,0,0,0,0.356600649773878,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0658507986105124,-0.0829908258347651,0,-0.0526634022750819,0,0,0,0.280288539476273,0,0,0,0,0,0,-0.236960364671647,0,0,0,0,0,0,0,0,0,0.151504193902717,0,0,0,0,0,0,-0.0257079931645976,0.137269090679728,0
X600036.CH.EQUITY,0,0.120886329627275,0,0,0,0,0,0,0,0.421895454502875,0,0,0,0,0,0,0.153619092274332,0.059336138736473,0,-0.12985664852391,0,0,0,0,0.0759199869412586,0,0,0,0,0,0.214280108696435,0,-0.0380299837213361,0,0,0,0,0,-0.0692001298790622,-0.165546311314386,0,0.124602474721333,0,0,0.198827010500853,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196178502181235,0,0,0,0,0,0,0,0,0,0.0109503399833775,0,0,0.138220543031829,0,0,0.0759129715297184,0,0,0,0,0.0231976548378234,0,0,0.0470658148331334,0,0.0995608443621863,0,0,0,0,0,0.463410071444275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309237274052113,0,0,0,0,0,0,0,0.132887065813195,0,0,0,0,0.40438282192842,0,0,0,0,0,0,0,0.00351744089665856,0,0,0,0,0,0,0,0,0,0.0668297474107733,0,0,0.180056424041209,0,0,0.185601739518042,0,0,0.0733999951693815,0.0478302770870317,0,0,0,0,0,0
X601328.CH.EQUITY,6.93889390390723e-18,0,0.207961817259399,0,0,0,0.417766434268249,0,0,0,0,-0.0416124254658911,0.499210246999354,0,0,0,0,0,0,0,0.0471398914636316,0.147596288557421,0,0,0,0,0,0,0,0,0,0,-0.0366742142755101,-0.0484345946212572,0,0,0,0,0,0,0,-0.116790667052198,0,0,0,-0.122253462082601,0,0,0,0,0
X601166.CH.EQUITY,0.154818552986467,0,0,0.234793191619462,0,0,0,0,0,0,0,-0.0184861692313507,0.237505623126114,0,0,0,0,0,0,0.0475052272555598,0,0.0928590540155885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285302568792554,0,0,0,0,0,0.051152006619523,0,0,0,0,0,0,0,0.0823190228890549,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00492241276313919,0,0,0,0,0,0,0,0,0,0,0,0,0.0481789292672827,0,0,0,0,0,0,0,0,0,0.0761453337011423,0,0,0,0,0.0780663397576535,0,0,0,0,0.209433840527739,0,0,0,0.208016511930076,0,0.100373616583534,0,-0.286533468219343
X600000.CH.EQUITY,3.46944695195361e-18,0,0,0,0.0135971258027335,0,0,0,0,0.149401910447967,0.551043415918147,0,0,0,0,0,0,0,0.0929530231472269,0,0,0,0,0,0,0,0.200150527834888,0,0.0365977259546905,-0.0675743410902489,0,0,-0.125486888463719,0,0,0,0,0,-0.0503753196785492,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568827918828237,0,-0.275734708753528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195669796357452,0.275478665679008,0,0,0,0.111659195759851,0.332121275161007,0,0,0,0,0,0,0,0,0.415046491065254,0,0,-0.163359029145261,0,0
X11.HK.EQUITY,0,0,0,0,0.033583687180096,0.352780146335489,0.0120592591390795,0,0,0,0,0,0,0,0,0,0,0,0,0.0765063211632384,0,0,0,0,0,0,0,0,0,0,0,0.512430469370704,-0.150120011551062,0,0,0,0,0,0,0,0,0,0.286899010316132,0,0,0.166063880049013,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170467311080333,0,0,0,0,0,0.0578152774124385,0,0,0,0.0155555643492897,8.67361737988404e-19,0,0.603195918390383,0.0626312295196084,-0.00373647057919508,0,-0.0582186924913506,0,0,0,0.0495644713132627,0.0142868099885529,0,0,0,0,0.0866246896174823,0
X601601.CH.EQUITY,0.00497215232862638,0,0,0,0,0,0.0513189327348865,0,0.284985156630555,0,0,0,0.0546461751542607,0,0.0247543482100806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149517164907136,0,0,0,0.0914820343516712,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.075822394144217,0.226679461194448,0,0.407576165330345,0,0.0981014638573332,0,0,0.126573647167283,0,0,0,0,0,0,0.18294691326257,0,0.123116325460028,0,0,0,0,0.0113920115657186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126508217532077,0,-0.183290269198828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168175457457146,0.12402917977373,0,0,0,0,0,0,0.212560300726175,0.202504360483048,-0.084444051034491,0,-0.138649708980517,0,0.461323607995547,0,0,0,0,0
X2388.HK.EQUITY,0,0.147015089183221,0,0,0.219049056789831,-0.483713509211605,0,0,0,0,0,-0.235860695317249,0,0,0,0,0,0.512532268783096,0,0,0,0,0,0,0,0.23194194736159,0,0,-0.136774340571289,0,0,-0.146208935609352,0,-0.166871938757036,0,0,0,0,0,0,0,0.336042520004955,0,-0.0433150888753864,0,0,0,0,-0.0671041709451392,0,0
