,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.319388671111201,0.258461532790877,0.0523112857494509,0,0,-0.0483348491608166,0,0,0,0,0,0,0,0,0.0677454850249505,0,-0.0705545270404289,0,0,0,0,0,0.0619064085840872,0,0,0,0,0.0294116656540156,0,0,0,0,0,0,0,0,0,0,0,0.00881632897890305,0.388333635149885,0,0,-0.0276932129664859,0,0,-0.0876421814546261,0.038095601760334
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0104606956532435,0,0.16477287315226,0,0,0,0.377600129008601,0,0,0,0,0,0,0,0,0,0,0.0720239149543195,0,0,0,0.271144726830362,0.0153187959706875,0,0.0670926856613119,0,0,0,0,0,0,0,0.0140643704532405,0,0,0,0,0,-0.148841359210585
X601939.CH.EQUITY,0,0,0,0,0.665863054584312,0,0,0,0,0.00633834540680379,0,0.306121059142784,0,-0.0368076742733806,0.0442046910745964,0.0245251506427717,0,0,0.0232550407109343,0,0,0,0,0.0277971876235173,0,0.0460500964625734,0.020943138912933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592062093335121,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.175238916448379,0,0.831934265255631,0,0,0,0,-0.0739477521015905,0,0,0,0,0,0,0,0,0.0228034718720565,0,0,0,0.0119437998307014,0,0,0,0,0,0,0,0,0.0166931963217758,0,0,0,0,0,0.0556338401838868,0,0,-0.0192806896366196,0,-0.173360844183867,0,0,0,0,0,0,0,0,0.0264403469623944,-0.0146864590685769,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.148060416752083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631085768264037,0,0,0,0,0,6.93889390390723e-18,0,0,0.00795432398832384,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509319417529859,0,-0.0404399606370631,-0.0647090535319269,0,0.916841808884592,0,-0.0796527241706158,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759304303872399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295677995715046,0.0648289118584581,0,0,0,0,0,-0.252985451333272,0,0,0,0,0,0,0.069732635407596,0.341180504770265,0.104198315543846,0,0,0.058924481171061,0,0,0,0
X388.HK.EQUITY,0,0.0077480577548947,0,0.13551338013899,0,0,0,0.122861889992865,0,0,0,0,0,0,0,0,0,0,0,0,0.109242575455076,0.426682049750044,0.0551609965636238,0,0,0,0,0,0,0,0,0,0,0.0658427233430958,0,0,0,0.0826907131700384,0.278762129441561,0,-0.305449320691904,0,0,0.0417915914633826,0,0,0,0.0160395067445065,0,0,0,0
