,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.131896794516119,0,0.177855542729752,0,0,0,0,0,0,0,0.32339185034048,0,0,0,0,3.46944695195361e-18,0,0,0,-0.167197335507783,0,0,0,0,0.103973034701658,0,0,0,0,0,0,0,0,0.0675198113512985,0,0,0.171548534833791,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.138106951854758,0.0112511065757715,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574808094713473,0,0,0.192198950649308,0,0,0,0.184877738183426,-0.0100720692591409,0,0.257468559464164,0,0,0,0,0,0,0,-0.0426115090900007,0,0,0,0,0,0,-0.160710943770581,0,0,0,0.289137391083922,0,0,0.0359524504287765,0,0.199567229324416,-0.226347357605467,0,0.140838579018594,0.130025334062663,0,0,0,0,-0.0440388626190896,0,0,0
X601939.CH.EQUITY,0.617446526974293,0,0,0.0278779573873636,0.0341616902580096,0,0,-0.0754604026896916,0,0,0.173232030943876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370809751565101,0,0,0,0,0,0,0,0.274284004376487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323169029193892,0,0.230073241254952,0,0,0.316430128038272,0,0,0,0,0,0,0,0,0,0,0,0.0894241947353154,0,0,0.0180542095235698,0,0,0,0,-0.0796712459126007,0,0,0,0.0475282192508984,0,0,0,0,-0.122729246029799,0,0,0,0,0,0.181392369014049,0,0,0,-0.101940636873138,0,0,0.050208399924768,0,0,0,-0.0538667138923265
X5.HK.EQUITY,6.93889390390723e-18,-0.0874864663998367,0,0.094018907315502,0,0.128287930781769,0,-0.137213811139022,0,0,0,0,0.180703108753482,0,0,0,0,0,0,0,0,0.522330418237775,0,0,0,0,0,0,0,0,0.302347474418863,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.167993421031426,0,0,0.0541575506282184,0
X601988.CH.EQUITY,0.152826178768933,0.0866280186387664,0.362308176962451,0,0,0,0,0,0.163773817052785,0,0,0.0527137150921559,0,-0.132142573857824,0,0,0,0,0,0,0,0.112829569219471,0,0,0,0.00209461866081657,0,0,0,0,0,0,0,0,0,0,0,0.0987428765046689,0,0,0,0,0,0.0892461087573033,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.170697867641187,0,-0.0229602401686738,0.0234776934800328,0,0.28310111744618,0,0.218393368931464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369599802441367,0,0.0468583460087212,0.0369657360764005,0,0.113456116135683,0,0,0,0.0323497650364235,0,0,0.0915731587912007,0,0,0,0,0,0,0,0,0,0.0408549986780233
X1299.HK.EQUITY,0,0.0147197305123698,0,0,0,0,0.0107101473509679,0,0,0,0.13732689249826,0,0,-0.167549826164062,0,0.0681223134155345,0,0.210270049276763,0,0,0,0.0082228192197695,0,0,0.245282783156442,0.10065915245965,0.0541951247820182,0,0,0,0,0,0.0780374420140706,0.0773581201861408,0,0.00810929907528742,0,0,0,0,0,0,0.0177640296391719,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.109470272722301,0.348337630130948,0,0,0,0,0,0,0,0.0588332014510644,0,-0.052043515592472,0,0,-0.0623417809034454,0,0,3.46944695195361e-18,0,0,0.0448464965851015,0,0,0,0,0,0.126782143521813,0,0,0.0239242075438702,0,0,0,0,0,0,0,-0.0631702876002957,0,0,-0.038740317551029,0,0.0188773539820974,0,0,0,0,0.207393432504779,0,0,0,0.210270847241429
X601658.CH.Equity,0,0,0,0,0,0,-0.115350325617092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239591094503739,0,0,0,0.199307794793279,0,0,0,0,0,0,0,0,0.626023286844363,0,0,0,-0.51077053168044,0.380143771170966,-0.0157933235479142,0,0,0,0.0365031045121848,0,-0.0855829089381553,-0.232469891191808,0,0,-0.332323462442722
