,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.124184936590098,0,0,0,-0.17937611888527,0.253283174622197,0,0,0.092845518989123,0,0,0,0.282899080192621,0,0,0,-0.128537972352543,0,0,0,-0.141252099594538,0,-0.198818136844689,0,0,0,-0.221878065941598,0,0,0.832083030267498,0,-0.0528774002184669,0,-0.0818497033246084,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0698427713709161,0,0.179923800702475,0,0,0,0,0.128248972505048,0,0,0,0,0.128695669265296,0.0490760364700236,0.118085018594804,0,0,0,0,0,0,0,0,-0.0282461055065527,0,0.0402259677173886,0,0.0578557260044166,0.0948621158325314,0,0.242926806427537,0,0,0.015860082156022,0,0.0139351724986507,0,0,0,0,0,0,1.73472347597681e-18,0,0
X601939.CH.EQUITY,0,-0.0642294699960653,0,0,0,0,0,0,0,0,0.248960571023398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260083322353669,0,-0.205232770247751,0,0,0.203939254557718,0,0.0589817402662294,0.527239293431724,0,-0.0273613598189663,0,0,0,0.0351679904908326,0,0,0,0,-0.132903758795172
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.500299143353329,0.0996428805235049,0.482230110935655,0,0,0,0,0.413437956142077,-0.385102123633551,0.284315041282109,0,0,-0.230372957929826,0,0,0,0,0,0,0,0,0,0,0,0,-0.520518175227254,0,0,0,0,0,0.0496145104597169,0,0,0,0,0,0.260251985763509,0,0.286065345900435,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145656948045385,0,0.131842012345719,0,0.0702200655413824,0,0,-0.000733637953555348,0,0.166221654191841,0,0,0.116348876107606,0.00559043920627273,0,0,0.0517259075910236,0,0,0,0,0,0,0,-0.0145940039820962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925663624288924,0,0,0,0.201876113541585,0,0,0
X601988.CH.EQUITY,-0.0574974812903707,0,0,-0.00884721088232862,0.514147172665766,0,0,0,0,0,0,0,0,0,0.169874581095819,0,0,0,0,-0.0954370532475811,-0.152025341210185,0,0.272076061770686,0,0,0,0,0,0,-0.323245036576385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089021865058918,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.426915050983442,0.270172835983054,0,0,-0.0706222453776913,0,0,0,0,0.147912549649593,0,0,0,0,0,0,0,0.0429996709381825,0,0,0,0,0,-0.08769773572598,0,0,0,0,0,0,0,0.11419223337896,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.223617342576163
X1299.HK.EQUITY,0,0,0,0,0.238528620571893,0,0,0,0,0,0,-0.117282854090773,0,0,0,0,0.0342867656215001,0,0,0,0,0,0,0,0,0.162223899811233,0.0910225934601398,0,0.0738043613157632,0,0.0988317155280351,0,0,0.0125285093412305,0,0,-0.0128213125810086,0,0,0,0,-0.106469966790273,0,0,0,0,0,0,0,0,0.0313124408613695
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.0780747734452641,0,0,0,0,0,0,0.0248183335740909,0,0,0,0,0,0,0,0,-0.0119017712304692,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0545876631562893,0,0,0.141991007811638,0,0,0.00340959153472394,0,0.145888438220603,0,0,0.0925800146320802,-0.0508162775860155,0,0.0446712251824753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827369487701169,0,0,0.280379090234652,0,0,0,0,0,0,0,0,-0.178080712038602,0,0,-1.38777878078145e-17,0,0,0,0,-0.149089875448099,-0.135733440508711,0
X601328.CH.EQUITY,0,0,0.0884420720701429,0.0449519020568525,0,0,0.637686420881965,0,0,0,0,0,0,0,0,0,0,0.0257797384939622,0,0.217237273076489,0,0,0,0,0,0.229046670748935,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0937891792622793,0,0,0,0,0,0.020386084521929,0,0,-0.371722924369308,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0262192541389328,0,0,0,0.1892565712011,0,0,0.428176734282772,0.290976313855764,0,-0.0220904347211244,0,0,0,0,-0.10379894213884,0,0,0,0.0775929327997609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172200878008251,0,0,-0.0727393426384129,-0.0170904501284468,0,0,0,0,0,0,0.328177367948874,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334133730922699,0,0,0,0,-0.1200038797627,0,0.107870798626346,0.157712922139844,0,0,0,-0.0798625252538151,0,0,0,0,-0.0234388190056867,0,0,0,0.306892682321974,0,0,0,0,0,0,0,0,0,0.0766169823311429,0,0,-0.115478306134898,0.01483743882019,0,0
X601601.CH.EQUITY,0,0,0,0,-0.14259515531557,-0.0484414511505865,0.0333521144399606,0,0.646863934080765,0,0,0,0,0,0,0,0.0566242635225462,0,0,0,0,0.0448241119051827,0,0,0,0,0.0778586170956288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051402330289894,0.0523975666299489,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.072366051184447,0,0,0,0,0,0,0,0.140288618676751,0,0,0.0557475793033107,0,0,-0.110630712426299,0,0,0.0780256343499708,0,0,0,0.325788213778651,0,0,0,0,0.216395148652842,0,0.528408580244306,0,0,0,0,0,0,0,0.252298256936783,0,0,0,0,0,0,-0.00749432575435717,0,-0.0689506992084685
X11.HK.EQUITY,0,0,0.00454026831384208,0,0.22200126080196,0.0167938298432626,0.0161007020873126,0,0,0,0,0,0,0,0,0,0,0,0.324755370413537,0,0,0,0.0989423776098119,0,0,0,0,0,0,0.420034967156422,0,0,0,0,0,0,0.191493109085163,0,0,0,0,0,0,0,0,0,0,0.0211940718156785,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0715731612395121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260818377976828,0,0,0,0.111993131756485,0.329518604200306,0.224931647359889,0,0,-0.0958724552503332,0,0,0,0.329903616203938,0,0,0,0,0,0,0,0,0,0.0534602345969726,0,0
X388.HK.EQUITY,0,0,0,0,0.445439847912786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259698571061895,0.0158977987935978,0.0256387474329176,0.0340978826542861,0,0.0172690868144786,0,0,0,0,0,0.0221992058257378,0,0,0,0.143401745352591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299853682255581,0,0
