,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.25492090016366,0.20290223407388,0,0.147879586232324,0,-0.105916949792589,0,0,0.0173124876070467,0,0,0,-0.0577405202621809,0,0,0.089783718557107,0,0,0,0,0.128056307259139,0,0,0,0,0.193947572862323,-0.156802376773196,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0251273704211549,0,0,0,-0.0690980301161744,0.0446597047318243
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.239771378166934,0,0.0704110479975727,0.285849219826114,0,0,0,0,0,0.0321724497731657,0,0,-0.0314486284845789,0,0,0,0,0,-0.0413564535045725,0,0.0537355496809412,0,0,0,0,0,0,-0.254391329007441,0.218614054890078,0,0,0.230766598541012,0,0,0,0,0,0,0,-0.0198604776032967
X601939.CH.EQUITY,0.356972279585643,0,0,0.0932962870002498,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.103432460809391,0.0625000173431314,0,0,0,0,0.189132923011951,0.013872664871771,0.0414586321975262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31089244938718,0,0,0,0,0,0,-0.0770832408561942,0,0,-0.0278160000648367,0,0.105370916164166
X601288.CH.EQUITY,0.457937544715393,0,0.119286384218039,0,0.0449099900308189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408094221383542,0,0,0,0,0,0,0,0,0,0,0,0,0.085188511228245,0,-0.0461409982344003,0,0.113274868211701,0.106406686380592,0.0432177458135008,0,0,0.0284519542819879,0.120223067903204,0,0,0,0,0.0674907123803312,0,0.0360615491796858
X5.HK.EQUITY,0,-0.198126234304726,0,0.46636492134077,0,0,0,0,-0.187701023466236,0,0.107277580493425,0,0,0,0,0,0,0,0,0.0842083875848627,0,0.492547761589956,0,0,0,-0.0474163034570301,-0.030490913892365,0,0,0,0,-0.0458155177455457,0,0,0,-0.167615968164037,0,0,0,0,0.0962844642094636,0,0,0,0,0,0,0,-0.150883288350023,0.0486067565896387,0
X601988.CH.EQUITY,0,0,0.113453911713617,0.197804844892034,0,0,0,0.0319109051213307,0,0.174948848926306,0.14990285186412,0,0,-0.0203994567945247,0,-0.145451567316336,0,0,0,0,0,0,0.417206873986268,0,0,0.0670626726986426,0,-0.0590262308938067,0,0,0,-0.0702193767811014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241529589914249,0.0727259020366476
X600036.CH.EQUITY,0,0.0902908257105622,0,0,0,0,0,0,0,0,0,0,0,0.18703536840873,0.0816300030373084,0,0,0,0.0449091130881457,0,0,0.0258467283289782,0,0,0,-0.0434294197272242,0,0,0,0,0,0.273457508855607,0,-0.0437415907531269,0,0,0,0,0,0.0583088127064183,0,0,0,0,0,0,0.274158971447729,0.157251631141578,0,0.136183735728987,0
X601628.CH.EQUITY,0,0.0978303717985479,0,0.441034957729535,0,0,0,0,0,0,0,0.0494416049457026,0.166823423522876,0,0,0.0981847768884371,0,-0.0179809354872608,0,0,-0.0617328348057409,0,0,0,0,0,0,0,0,-0.0921609515697502,0,-0.0848021724928913,0,0.140410089790759,0,0,0,0,0,0,0,0,0,0,-0.0367244801569877,0,0,0,0,3.46944695195361e-18,0.174406102238343
X1299.HK.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00729362741911405,0,0,0,0.295503782552069,0.281069781932911,0,0,0,0,0.192365552528865,0,0,0,0,0,0,0,0,0.0514119342248598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110008818248252,-0.107371025698326
X601166.CH.EQUITY,0.104279250252258,0,0,0,0,0.0410045456323943,0,0,0,0,0,0,0,0,0.23963534374301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462690638606831,0,0.230581192134194,0,0,0,0,0,0.0945580939026314,0,0,0,0,0,0,0,-0.0396384025199667,0,0,0.0334160912301663
