,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.194805145773052,0,0,0,0,0,0,0,0,0,0,-0.132137495863799,0,0.48985551688734,0.685885265766298,0.059330275790291,0,0,-0.124272819638109,0,0,-0.0556216734825696,0,0.0668144821178435,0,0,0,0,-0.159326495156569,0,0,-0.337841768051025,0,0,0,0,0,0,0,0,0,0,-0.0247062248685216
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819841880324576,0.0238801819857463,0.0159269315243878,0,0,0,0,0,0,0,0,0,0.000663288334646624,0,0,0,0.059344097507437,0,0,0,0,0,0,0,0,0,0,0,0.0164176506531106,0.045672459645002,0,0,0,0.00528920744733943,0,0,0,0,0,0,0,0.0671237866401683,0,0,0,0.0229510796835536,0,0,0
X601288.CH.EQUITY,0,0,0.922613602983651,0,0,0,-0.0678453129327701,0,0,0,0,0,0,0,0,0,0,0.116170546253313,0,0,0,0,0,0,-0.0148171434732639,0,0.0589698267945285,0,0,0,0,0,0,0,0,0,0,-0.104339845636442,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0476912803544767,0
X601988.CH.EQUITY,0.095579955089875,0,0,0,0,0,0,0,0,0,0,0,0,1.27811221557682,0,0,0,0,-0.183958453310088,0,0,0,0,0,0,0,0.101287275487882,0,0,-0.121166727153168,0,0,-0.184060552116371,0,0,-0.230491777118231,0,-0.0386995765300152,0,0,0,0.00173875380715228,0,0.0347296012509972,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.382620464288431,0,0,0,0,0,0.0167355574055417,-0.0229640948094044,0,0,0,0,0,0.136097514642431,0,0,0.0223549033965658,0,0,0,0,0,0,0,0.151438369551227,0,0,0.0750086495635399,0,0,0.186880430698489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057952466888287,0.0120543722161853
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531509,0,0.0582538123107162,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.253535338317893,0,0,0.0524453013004118,0,0,0,0,0,0,0,0,0.145058952301946,0,0,-0.182152878445491,0,0,0,0,0,0,0.205082149808174,0,0,0.148471484027958,0,0,0,0,0,0,0,0,0,0,0,0.4335060362951,0,0,0.0487088970767557,0.0364821643993887,0.0993341130243633,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115056602677635,0,0,0,0,0,0,0,0,0,0.162529404064824,0,0,0,0,0,0.249576379851315,0,0,0.206548936524474,0.163428101307524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140643216223048,0,0,-0.055586745456202,0,0,0,0,0,0.0828927458776688,0.258624747366699
X388.HK.EQUITY,0,0,0,0,0,0,0.17800396647751,0,0,0,0,0,0,0,0,0,0,0,0,-0.157257497212528,0,0,0,0,0.400157018917768,0,0,0.0911138980615112,0.108918335887272,0,0,0,0,0,0,0,0,0,0,0,-0.0811948006751183,0,0,0,0.186194401168766,0,0,0,0,-0.197270897710809,0,0
