,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192124013397944,0,0,0,0.516333648318938,0,0,0,0,0,-0.00265255232654515,0,0,0,0,0,0,0,-0.157632607070882,0.495447096775903,0,0,0,0,0,0,0,0,-0.0193396733571302,0.0994914698519999,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0,0,0
X601939.CH.EQUITY,0.676830729359621,0,0,0,0,0,0,0,0,0.0217921081153776,0,0,0,0,0,-0.00329654245323448,-0.140379172946994,0,0,0,0,0.222748840357952,0,0,0,0,-0.342277230660144,0,0,0,0,0,-0.0364979934934462,2.77555756156289e-17,-0.26682961791286,0,0,0,0,0,0.690354707669417,0,0,0,-0.131808223340109,0,0.0823889919005402,0,0,0,-0.100615958857258
X601288.CH.EQUITY,0,0,0,0,-0.0751684083374749,0,0,0,0.126254299509288,0,0.303559167334663,0,0,0,0.328246127668771,-0.0798542265276077,0,0,0,0,-0.065258875427377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207568963609627
X5.HK.EQUITY,0,0,0,0,0,0.144500237052686,0.391852305542428,0,0,0,0,-0.0295242077468486,0,0,0.255177011737369,0.0355953713338886,0,0.0306516209360489,-4.33680868994202e-19,0,0,0.23185205501853,0,0,0,0,0.0395354800430232,-0.167596199500569,0,0,0,0,0,0,0,0,0.0103408780982837,0,0,0,0,0,0,0,0,0,-0.207560708367213,0,0.137395714766823,0,0
X601988.CH.EQUITY,0,0,0,0,0.193997307501632,0,0,0,0.149910477029778,0,0,0,0,0,0.147611984030672,0,0,0,0,0,0,0,0,0,0.0173893267453501,0,0,0,0,0,-0.152341053160353,0,0,0.153301893469885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515991475355457,0
X1299.HK.EQUITY,0,0,0,0,0.108645294134903,0,0,0,0,0,0,0,0,0,0,0.0473715426145069,0,0.134855509065628,0,0,0,0,0,0,0,0.125818198718182,0,0,-0.00189427194581832,0.0306233594897126,0,0,0.191007406517671,0,0,0,0.273428652204154,0,0,0,0.0483002563472657,0,0,-0.140578246854197,-0.0233438961490347,0,0,0,0,0,0.182516101675002
X600036.CH.EQUITY,0,0.0609800650669396,0,0,0,0,0,0,0,0.537158901485245,0,0,0,0,0,0,0.0256333616038662,0,0,0,0.225598344073407,0,0,0,0,0,0,0,0.127715865492793,0,0,0,-0.150666545455958,0,0,0,-0.012242947658239,-0.138891310785698,0,-0.0197386760504719,0,0,0,0.213525969614057,0,0,-0.0560067551339831,0,0,0,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.616763143031754,0,0,0,0,0.132974884722659,0,0,0,0,1.73472347597681e-18,0,0,0.143558467804334,0,0,0,0,0,0.12082384749001,0,0,0,0,0,0,0,-0.0858442388760912,0,-0.0346263460150612,0,0,0,0,0.0307117779038078,0,0.0369073643515946,0,0,-0.15416866593118,0,0,0.0749050959681684,0
